23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, 9th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, Yugoslavia, <=50K
47, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, >50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Canada, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
33, Private, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,24, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, India, <=50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,2869,0,40, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,45, United-States, >50K
51, State-gov, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,1571,45, United-States, >50K
27, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
26, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, China, <=50K
34, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, United-States, >50K
25, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
35, Private, 9th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
40, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
34, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1740,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
20, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,15, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,35, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
50, State-gov, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Separated, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, 12th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Scotland, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, >50K
22, Private, 12th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,56, United-States, <=50K
47, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Assoc-acdm, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States, >50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Widowed, Exec-managerial, Wife, White, Male,99999,0,40, United-States, <=50K
64, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1883,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Mexico, <=50K
47, Private, 10th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,38, United-States, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,48, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
21, Private, Masters, Divorced, Tech-support, Unmarried, White, Female,0,0,29, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,15024,0,45, United-States, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,38, Columbia, <=50K
61, Local-gov, Doctorate, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,46, United-States, <=50K
32, Federal-gov, 7th-8th, Never-married, Prof-specialty, Husband, White, Male,0,0,29, United-States, <=50K
41, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,1658,40, United-States, >50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,54, United-States, >50K
39, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
