25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
36, Federal-gov, Assoc-acdm, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
54, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, White, Female,7060,0,40, United-States, >50K
27, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,32, United-States, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, United-States, >50K
28, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
26, Self-emp-inc, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,46, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
49, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,2674,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
45, Private, Masters, Never-married, Sales, Unmarried, Black, Female,0,0,35, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, Mexico, <=50K
58, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,2126,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
32, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
18, Local-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, >50K
51, State-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
29, Private, 10th, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Self-emp-inc, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,20, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, >50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,24, United-States, >50K
40, Local-gov, 1st-4th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,35, United-States, <=50K
25, Private, Some-college, Married-spouse-absent, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Puerto-Rico, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, United-States, >50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
57, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1902,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,24, United-States, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
36, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
42, Private, Assoc-acdm, Divorced, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
69, Private, Bachelors, Widowed, Tech-support, Not-in-family, White, Female,0,0,5, United-States, <=50K
30, Local-gov, 10th, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
24, Self-emp-inc, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,43, United-States, <=50K
40, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,2174,0,40, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
30, Federal-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, 5th-6th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
51, Private, Masters, Divorced, Transport-moving, Other-relative, White, Male,0,0,45, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
61, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Iran, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1885,50, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Sales, Wife, White, Female,15024,0,40, United-States, <=50K
64, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1972,60, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, Yugoslavia, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, China, >50K
41, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
68, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1680,20, Guatemala, >50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,88, United-States, <=50K
52, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,8959,0,15, United-States, <=50K
49, Private, HS-grad, Separated, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
33, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1890,50, United-States, >50K
40, State-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
20, Federal-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Cuba, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,50, United-States, <=50K
45, State-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
59, Private, 7th-8th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,36, United-States, >50K
45, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
57, Private, 5th-6th, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,1901,32, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,3103,0,45, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, <=50K
26, Self-emp-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
23, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,30, United-States, <=50K
26, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
62, Local-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
48, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
39, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Trinadad&Tobago, <=50K
35, Private, 11th, Married-civ-spouse, Other-service, Wife, White, Male,15024,0,50, United-States, >50K
40, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Puerto-Rico, >50K
35, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,50, United-States, >50K
47, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,35, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Cuba, >50K
42, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-inc, Prof-school, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
26, Federal-gov, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,49, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,3647,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,25, United-States, <=50K
