29, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
35, Local-gov, 7th-8th, Divorced, Other-service, Unmarried, Black, Male,0,0,50, India, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,75, Portugal, >50K
64, Federal-gov, HS-grad, Separated, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male,0,0,5, United-States, <=50K
35, Private, Assoc-voc, Separated, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, Poland, <=50K
30, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, France, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Guatemala, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, Taiwan, >50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
18, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,1871,40, Greece, <=50K
23, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,35, United-States, >50K
45, Private, Masters, Married-spouse-absent, Tech-support, Not-in-family, White, Male,0,0,8, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,60, United-States, <=50K
37, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, Guatemala, <=50K
21, Private, HS-grad, Never-married, Sales, Other-relative, Black, Male,0,0,35, Columbia, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,50, Japan, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,3103,0,65, Mexico, >50K
25, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
61, Private, 7th-8th, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, Thailand, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Iran, <=50K
54, Private, Bachelors, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,37, Ireland, <=50K
28, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
40, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,50, El-Salvador, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Haiti, >50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,0,40, Germany, <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
44, Local-gov, 9th, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
48, Private, Some-college, Widowed, Craft-repair, Unmarried, Black, Female,0,0,40, Germany, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,44, Peru, >50K
25, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
59, Private, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,20, United-States, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Mexico, >50K
32, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
66, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Hong, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,22, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1840,45, Ireland, >50K
30, Local-gov, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
31, Local-gov, Assoc-acdm, Divorced, Sales, Husband, White, Male,2358,0,65, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,5236,0,50, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1977,50, United-States, <=50K
33, Private, Some-college, Divorced, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K
51, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, >50K
60, Self-emp-inc, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,45, India, <=50K
38, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,36, Mexico, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Without-pay, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, <=50K
47, Private, Assoc-voc, Divorced, Other-service, Husband, Black, Male,0,0,30, Holand-Netherlands, <=50K
41, Private, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,40, Jamaica, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
32, Private, Prof-school, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
50, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
63, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,1242,0,40, United-States, <=50K
32, Private, Assoc-acdm, Separated, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
35, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Other-relative, White, Male,0,0,75, United-States, <=50K
61, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, State-gov, HS-grad, Never-married, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
42, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
47, State-gov, HS-grad, Widowed, Farming-fishing, Own-child, White, Male,0,0,12, Peru, <=50K
43, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,45, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,45, United-States, >50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,86, South, >50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,32, El-Salvador, <=50K
23, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Local-gov, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Poland, <=50K
46, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-acdm, Never-married, Other-service, Unmarried, Black, Male,0,0,40, England, <=50K
25, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,48, Peru, >50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
36, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,45, Germany, <=50K
31, Private, Masters, Never-married, Sales, Own-child, Other, Female,0,0,40, Poland, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
52, State-gov, Bachelors, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
33, Self-emp-not-inc, Some-college, Divorced, Sales, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, Private, Masters, Never-married, Sales, Unmarried, Black, Male,0,0,48, Trinadad&Tobago, <=50K
49, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Never-married, Farming-fishing, Unmarried, White, Female,0,0,45, Philippines, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
26, Private, 9th, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Thailand, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,7687,0,20, Haiti, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,49, Trinadad&Tobago, >50K
30, Private, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Laos, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,16, Honduras, <=50K
29, Local-gov, 1st-4th, Never-married, Craft-repair, Unmarried, Black, Male,0,0,59, Trinadad&Tobago, <=50K
27, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
73, Private, Some-college, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Haiti, <=50K
41, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,5178,0,70, United-States, >50K
34, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,44, United-States, <=50K
31, Private, 12th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, Taiwan, <=50K
39, Private, Some-college, Never-married, Priv-house-serv, Not-in-family, Black, Female,0,0,40, Poland, <=50K
34, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,99999,0,40, United-States, >50K
36, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Yugoslavia, >50K
35, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Not-in-family, Black, Male,0,0,60, Columbia, <=50K
20, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,24, Philippines, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, Mexico, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,54, El-Salvador, <=50K
47, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,1553,40, Peru, <=50K
23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, <=50K
50, Private, Bachelors, Widowed, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Trinadad&Tobago, >50K
35, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,7298,0,40, Philippines, >50K
46, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, Yugoslavia, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, >50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
32, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Tech-support, Unmarried, Black, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, >50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,50, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
29, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
43, State-gov, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,50, United-States, <=50K
18, Federal-gov, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,35, Cambodia, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
21, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,40, Japan, <=50K
49, Private, 9th, Married-civ-spouse, Priv-house-serv, Wife, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,30, United-States, <=50K
56, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, Dominican-Republic, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Laos, <=50K
31, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,1833,99, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, South, <=50K
90, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,1720,40, Scotland, <=50K
22, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Mexico, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Taiwan, <=50K
41, Private, 5th-6th, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, Philippines, <=50K
20, Private, 11th, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Peru, <=50K
46, Private, Some-college, Divorced, Priv-house-serv, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
38, Self-emp-inc, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,60, Mexico, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
49, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, 9th, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, United-States, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,32, Taiwan, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,4971,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Vietnam, >50K
57, Private, Masters, Divorced, Craft-repair, Other-relative, Black, Female,0,0,45, Peru, <=50K
45, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
55, Private, 10th, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
35, Private, Masters, Never-married, Tech-support, Own-child, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Other, Female,0,0,20, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,52, United-States, >50K
51, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Holand-Netherlands, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Trinadad&Tobago, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Thailand, <=50K
58, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Haiti, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Cambodia, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, Portugal, <=50K
