35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
29, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, China, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, El-Salvador, >50K
57, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Dominican-Republic, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Germany, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Canada, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
43, State-gov, Some-college, Separated, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,30, Yugoslavia, <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,20, Taiwan, <=50K
56, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,39, El-Salvador, <=50K
28, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,60, Guatemala, <=50K
27, State-gov, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,80, Ecuador, <=50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
41, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Male,7687,0,35, Jamaica, >50K
41, Private, Bachelors, Never-married, Protective-serv, Unmarried, White, Female,0,0,60, Japan, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
26, Private, Assoc-voc, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Laos, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Philippines, >50K
67, Federal-gov, 5th-6th, Divorced, Priv-house-serv, Unmarried, Asian-Pac-Islander, Male,0,0,24, England, <=50K
46, Local-gov, HS-grad, Married-spouse-absent, Other-service, Not-in-family, Black, Female,0,0,25, Honduras, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
21, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,50, Jamaica, <=50K
47, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,75653,0,60, Holand-Netherlands, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Yugoslavia, >50K
35, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,35, Cuba, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
50, Private, Assoc-voc, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
30, Self-emp-inc, 10th, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,60, Italy, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
46, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, South, >50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,45, Taiwan, <=50K
26, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Ecuador, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,15, Canada, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, Yugoslavia, >50K
55, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,35, Poland, <=50K
36, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
64, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,25, Portugal, <=50K
43, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Italy, <=50K
37, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4386,0,40, France, <=50K
22, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,35, Germany, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,16, Ireland, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Jamaica, >50K
23, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
63, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Italy, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,42, Ecuador, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, South, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, Germany, >50K
32, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, <=50K
24, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Holand-Netherlands, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,1887,40, Iran, >50K
20, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Trinadad&Tobago, <=50K
50, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,50, Thailand, <=50K
40, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
21, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,12, Hong, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, South, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,30, Guatemala, >50K
39, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Guatemala, >50K
73, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,30, Thailand, >50K
34, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, El-Salvador, >50K
20, Private, HS-grad, Married-spouse-absent, Other-service, Own-child, Other, Female,0,0,40, South, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, South, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Taiwan, >50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
38, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, France, <=50K
43, Local-gov, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, China, <=50K
24, Local-gov, 12th, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,40, Jamaica, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,40, Taiwan, >50K
24, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Poland, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
22, Self-emp-inc, Some-college, Never-married, Transport-moving, Husband, White, Male,7687,0,60, Thailand, >50K
47, Private, HS-grad, Separated, Sales, Not-in-family, Black, Female,0,0,50, England, <=50K
17, State-gov, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,16, Haiti, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,7298,0,50, Thailand, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
56, Without-pay, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,46, Haiti, <=50K
22, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,25, El-Salvador, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Greece, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,40, Puerto-Rico, >50K
32, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, Taiwan, <=50K
29, Private, Some-college, Separated, Exec-managerial, Own-child, Other, Male,0,0,40, Nicaragua, <=50K
63, Private, HS-grad, Widowed, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,37, Scotland, <=50K
47, Private, Masters, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
80, Private, 7th-8th, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,10, Taiwan, >50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,90, China, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, Poland, <=50K
23, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,38, Jamaica, <=50K
24, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1902,40, Taiwan, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
18, State-gov, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Holand-Netherlands, <=50K
23, Private, 10th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Germany, <=50K
37, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,32, Ireland, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Hungary, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,1754,35, Columbia, <=50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Haiti, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,11550,0,50, Iran, >50K
59, Local-gov, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,14734,0,60, Honduras, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,82, Jamaica, >50K
25, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Jamaica, <=50K
57, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,45, Haiti, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,45, Haiti, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
28, Private, Masters, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,1717,30, Honduras, <=50K
48, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Italy, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Japan, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, >50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,16, Vietnam, <=50K
54, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,86, India, >50K
50, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
66, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,5178,0,25, Vietnam, <=50K
51, Private, Assoc-acdm, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,30, Holand-Netherlands, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,25, Peru, <=50K
26, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Italy, <=50K
49, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Peru, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Vietnam, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, India, <=50K
34, Private, HS-grad, Never-married, Armed-Forces, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
35, Private, HS-grad, Separated, Protective-serv, Unmarried, Other, Male,0,0,40, Poland, <=50K
55, Private, HS-grad, Separated, Transport-moving, Not-in-family, Black, Male,0,0,40, India, <=50K
30, Private, 10th, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,40, Iran, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,4574,0,40, South, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,85,0,99, Peru, >50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
19, Self-emp-inc, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,50, Guatemala, <=50K
33, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, El-Salvador, <=50K
66, Local-gov, 5th-6th, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,50, India, <=50K
36, Private, Bachelors, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,40, Laos, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,25, Puerto-Rico, <=50K
34, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Peru, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,2329,99, Ecuador, >50K
54, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
51, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Taiwan, >50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, India, <=50K
50, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Honduras, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Black, Male,0,0,40, South, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,75, Yugoslavia, >50K
37, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Canada, <=50K
20, Private, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Holand-Netherlands, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3326,0,40, Trinadad&Tobago, <=50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Guatemala, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,20, Columbia, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Male,7298,0,35, Haiti, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Yugoslavia, <=50K
53, Private, Bachelors, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, <=50K
45, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,1977,50, United-States, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, India, <=50K
29, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Yugoslavia, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,20, Italy, <=50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, Cambodia, >50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Laos, <=50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Haiti, <=50K
32, Local-gov, Some-college, Divorced, Sales, Not-in-family, Other, Male,0,0,40, Jamaica, <=50K
24, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,20, Japan, <=50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Puerto-Rico, >50K
39, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, Scotland, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,30, Iran, <=50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,32, Ecuador, <=50K
32, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, South, >50K
25, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,7687,0,40, Vietnam, >50K
45, Federal-gov, Prof-school, Separated, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,45, Cambodia, <=50K
32, Private, Masters, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,1930,0,40, Outlying-US(Guam-USVI-etc), >50K
89, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,15, Jamaica, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Greece, >50K
30, Private, 12th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,20, Ireland, <=50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,35, Mexico, >50K
50, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, Peru, <=50K
41, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Iran, >50K
39, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,52, China, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,3416,0,45, Greece, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Scotland, >50K
47, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, Hungary, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, Iran, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
31, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
20, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,60, Columbia, <=50K
29, Private, HS-grad, Never-married, Sales, Unmarried, Other, Male,0,0,40, Honduras, <=50K
65, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
53, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,1746,40, Holand-Netherlands, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Guatemala, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Mexico, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1848,40, South, >50K
42, Private, Assoc-voc, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,25, Hungary, <=50K
43, Private, Bachelors, Widowed, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,35, South, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
38, Private, Masters, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
