28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Cuba, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,12, Ireland, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,15, China, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1887,40, Haiti, >50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Puerto-Rico, >50K
21, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,48, South, <=50K
29, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, <=50K
48, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, Other, Male,3412,0,30, India, >50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,2437,0,40, Honduras, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,45, Guatemala, >50K
21, Private, Bachelors, Separated, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Hungary, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
44, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,54, Honduras, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,54, Haiti, >50K
28, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,65, Honduras, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,50, Greece, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Laos, >50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, South, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,7687,0,50, Puerto-Rico, >50K
34, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,40, Hungary, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Vietnam, <=50K
34, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,54, Guatemala, >50K
