41, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,10, Germany, <=50K
48, Local-gov, 9th, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, China, >50K
26, Local-gov, 9th, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,40, Italy, <=50K
21, Private, Some-college, Never-married, Other-service, Wife, Other, Male,0,0,15, Taiwan, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, Iran, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, Thailand, >50K
40, Self-emp-inc, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,60, England, <=50K
22, State-gov, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,10, Haiti, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Taiwan, >50K
27, State-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,10, Taiwan, <=50K
65, Without-pay, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,4, Haiti, <=50K
41, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, El-Salvador, <=50K
32, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,45, Greece, <=50K
40, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Female,0,0,50, Portugal, <=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Taiwan, >50K
24, Private, Some-college, Separated, Handlers-cleaners, Own-child, Other, Male,0,0,20, Nicaragua, <=50K
32, Private, Doctorate, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
33, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,45, Scotland, <=50K
37, Private, Masters, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
49, Private, Assoc-acdm, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, >50K
38, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
90, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, Portugal, <=50K
60, Private, Bachelors, Divorced, Adm-clerical, Husband, Other, Female,0,0,40, Nicaragua, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
42, Private, Masters, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
49, Federal-gov, 11th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,15, Taiwan, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, >50K
19, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,32, Holand-Netherlands, <=50K
40, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
43, Local-gov, Masters, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
82, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,20, Ireland, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
74, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,20, Columbia, >50K
65, Local-gov, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,10, Haiti, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, Ireland, >50K
53, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Honduras, <=50K
26, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,45, Japan, <=50K
42, Private, Some-college, Divorced, Handlers-cleaners, Husband, White, Female,0,0,21, Outlying-US(Guam-USVI-etc), <=50K
53, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Cuba, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, Italy, >50K
27, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Haiti, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,1902,40, Haiti, >50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,1887,30, Honduras, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Italy, <=50K
60, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,3103,0,40, Japan, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
55, State-gov, Some-college, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, India, >50K
39, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, <=50K
90, Self-emp-inc, 7th-8th, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,35, Holand-Netherlands, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
34, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,35, Italy, >50K
32, Private, 5th-6th, Divorced, Tech-support, Wife, White, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,5178,0,40, Vietnam, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
34, Private, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,50, Ecuador, >50K
39, Self-emp-inc, Masters, Never-married, Sales, Not-in-family, Other, Male,0,0,76, Portugal, >50K
55, Private, HS-grad, Widowed, Transport-moving, Unmarried, Black, Male,0,0,40, India, <=50K
41, Private, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,53, Iran, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, South, <=50K
37, Private, Bachelors, Divorced, Other-service, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,7750,0,38, Mexico, >50K
30, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, El-Salvador, <=50K
42, Local-gov, 12th, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
31, Private, Bachelors, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, Laos, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,30, Puerto-Rico, >50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Peru, <=50K
58, Private, Some-college, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
33, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,50, Ecuador, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,4387,0,40, Peru, >50K
30, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Taiwan, >50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,11, India, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,40, South, <=50K
70, State-gov, Doctorate, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,2364,40, Yugoslavia, >50K
65, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Canada, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, Holand-Netherlands, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Trinadad&Tobago, >50K
20, Private, Some-college, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,24, Guatemala, <=50K
56, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Columbia, <=50K
63, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Haiti, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,60, Yugoslavia, <=50K
63, Private, Bachelors, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,47, Nicaragua, <=50K
57, Private, HS-grad, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,35, India, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,45, Holand-Netherlands, >50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, Italy, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Cambodia, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Laos, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Haiti, <=50K
38, Local-gov, Some-college, Divorced, Sales, Not-in-family, Other, Male,0,0,27, Jamaica, <=50K
29, Private, Some-college, Never-married, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
49, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,52, Canada, >50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
73, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,2115,30, South, >50K
18, Private, Masters, Never-married, Handlers-cleaners, Wife, Black, Female,3325,0,20, India, <=50K
41, Private, 12th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, Ecuador, >50K
24, State-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, South, <=50K
32, Private, Some-college, Never-married, Protective-serv, Wife, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
39, Federal-gov, Some-college, Separated, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,5, Cambodia, <=50K
63, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,27, Outlying-US(Guam-USVI-etc), >50K
61, State-gov, 10th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,24, Jamaica, <=50K
32, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, Other, Female,0,0,45, Greece, >50K
24, Private, 7th-8th, Never-married, Prof-specialty, Wife, White, Male,0,0,25, Ireland, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,5178,0,60, Mexico, >50K
25, Private, HS-grad, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Other-relative, Black, Male,0,0,40, Peru, <=50K
30, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,50, Iran, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Female,7563,0,40, China, >50K
21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, Guatemala, <=50K
45, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, Scotland, >50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, South, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Hungary, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, Iran, <=50K
90, Self-emp-not-inc, 7th-8th, Divorced, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,50, Hong, <=50K
32, State-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
48, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Hungary, <=50K
36, Private, 5th-6th, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, Columbia, <=50K
31, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, Other, Male,0,0,32, Holand-Netherlands, <=50K
39, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Holand-Netherlands, <=50K
34, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Honduras, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,52, Guatemala, <=50K
40, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,24, South, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1902,54, Puerto-Rico, >50K
42, Self-emp-inc, Preschool, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,24, India, <=50K
45, Private, Bachelors, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,68, Yugoslavia, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,23, Haiti, <=50K
