44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,72, Dominican-Republic, >50K
43, Private, HS-grad, Divorced, Sales, Own-child, Asian-Pac-Islander, Male,0,0,38, Canada, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,35, Yugoslavia, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,44, United-States, >50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, >50K
42, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Scotland, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Honduras, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
46, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,20, Mexico, <=50K
50, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,4400,0,60, Ireland, >50K
39, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, Germany, <=50K
19, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Other, Female,0,0,20, Greece, <=50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,15024,0,40, Japan, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, Other, Male,0,0,25, Nicaragua, <=50K
24, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,25, Cuba, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,2126,0,45, Laos, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,35, El-Salvador, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
25, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Female,0,0,80, United-States, >50K
47, Local-gov, Assoc-acdm, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
37, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Hong, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,19, Jamaica, <=50K
21, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Columbia, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,65, China, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,49283,0,54, India, >50K
64, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,2881,0,45, Haiti, >50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,2427,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, England, <=50K
29, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,25, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Other-relative, Other, Female,0,0,20, Trinadad&Tobago, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Greece, >50K
46, Local-gov, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,60, Columbia, <=50K
36, Federal-gov, Assoc-acdm, Divorced, Sales, Not-in-family, Other, Male,0,0,50, Mexico, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, South, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Jamaica, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,9, France, <=50K
47, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,2882,0,40, Honduras, >50K
22, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, State-gov, Masters, Separated, Other-service, Husband, White, Male,0,0,40, Honduras, <=50K
20, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
18, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,25, Guatemala, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, Thailand, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,810,0,40, United-States, <=50K
29, Private, Some-college, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,31, Poland, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, South, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, Trinadad&Tobago, <=50K
43, Private, Masters, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, <=50K
47, Private, Bachelors, Separated, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
61, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Taiwan, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Poland, <=50K
29, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Ireland, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Nicaragua, <=50K
33, Local-gov, 12th, Never-married, Other-service, Wife, White, Male,0,0,26, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,25, England, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hungary, <=50K
24, Private, 10th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
59, Local-gov, Masters, Married-civ-spouse, Transport-moving, Unmarried, Black, Female,3904,0,40, Philippines, >50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, Laos, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Ireland, <=50K
32, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Portugal, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, >50K
27, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, Honduras, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,20, Japan, >50K
45, Local-gov, 10th, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,80, India, <=50K
23, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,35, Nicaragua, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Portugal, <=50K
38, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
57, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Mexico, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Honduras, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Honduras, >50K
24, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, Hungary, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,25, Laos, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Nicaragua, <=50K
35, Private, HS-grad, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,40, Dominican-Republic, >50K
45, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Vietnam, >50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, Black, Female,0,0,40, Hungary, >50K
39, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Puerto-Rico, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Laos, >50K
43, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,70, Portugal, >50K
37, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Male,0,0,40, Vietnam, <=50K
46, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,3987,0,45, Ireland, >50K
55, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,45, El-Salvador, <=50K
32, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Male,0,0,40, Taiwan, <=50K
41, Private, HS-grad, Widowed, Tech-support, Unmarried, Other, Male,0,0,40, Italy, <=50K
34, Local-gov, 11th, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1985,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Portugal, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
45, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
37, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,40, England, <=50K
26, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,1887,40, Ireland, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Peru, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Thailand, >50K
31, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, El-Salvador, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, >50K
43, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
52, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
30, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1588,40, Hungary, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,30, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
55, Private, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,60, Hungary, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
66, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,2473,0,20, Haiti, <=50K
27, Private, Masters, Never-married, Sales, Own-child, White, Male,0,0,40, Cuba, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,35, Hong, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Philippines, >50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,45, Italy, <=50K
25, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
41, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Yugoslavia, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, >50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cambodia, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
62, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,4904,0,40, Mexico, >50K
34, Local-gov, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,20, Nicaragua, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Canada, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Thailand, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,25, United-States, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,30, Italy, <=50K
27, Private, 1st-4th, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
34, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
55, Federal-gov, Masters, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,35, Cambodia, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Poland, <=50K
22, State-gov, 11th, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,18, Mexico, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, Guatemala, <=50K
28, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,3454,0,50, Japan, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, Philippines, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, >50K
40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
39, Private, 11th, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,25, Jamaica, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, China, <=50K
26, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Haiti, <=50K
32, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,60, Trinadad&Tobago, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, Ireland, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Jamaica, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Haiti, <=50K
37, Self-emp-inc, Bachelors, Separated, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Ireland, >50K
27, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Columbia, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, Hungary, <=50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,25, Hungary, <=50K
30, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
27, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,35, Haiti, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,49, Peru, >50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
56, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Trinadad&Tobago, >50K
61, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Ireland, <=50K
33, Private, Bachelors, Separated, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
60, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
48, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Hong, >50K
37, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,65, Japan, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, China, <=50K
43, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, South, >50K
48, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Scotland, <=50K
60, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Columbia, <=50K
