46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
59, Self-emp-not-inc, 9th, Married-civ-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Female,0,0,20, Hungary, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
28, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
40, Self-emp-inc, 11th, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Jamaica, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, >50K
51, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, South, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Thailand, <=50K
43, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,60, Ecuador, <=50K
43, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,50, Yugoslavia, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, >50K
40, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Germany, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, Philippines, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Guatemala, >50K
40, Private, Bachelors, Separated, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Portugal, <=50K
38, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,45, Jamaica, <=50K
33, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, France, <=50K
48, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Germany, <=50K
33, Self-emp-inc, Some-college, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Japan, >50K
22, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,16, Columbia, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, Ecuador, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, South, >50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Cuba, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
42, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, >50K
45, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
42, Private, Some-college, Separated, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
61, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,44, Ireland, >50K
25, Private, Bachelors, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,35, Trinadad&Tobago, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
57, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, Columbia, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, China, <=50K
44, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Hong, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,50, South, >50K
58, Private, Doctorate, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,99999,0,39, Guatemala, >50K
37, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Greece, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Thailand, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, El-Salvador, >50K
20, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,20, Taiwan, <=50K
55, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,45, South, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,38, Scotland, <=50K
40, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, France, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,3429,0,80, Columbia, >50K
21, Local-gov, 11th, Never-married, Sales, Own-child, Black, Female,0,1667,16, Jamaica, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Other-service, Wife, Other, Male,0,0,40, Thailand, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7687,0,60, Poland, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, Iran, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, Thailand, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,35, England, <=50K
47, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
55, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Thailand, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,44, Taiwan, <=50K
35, State-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,30, Guatemala, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
50, Private, Some-college, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, Germany, <=50K
50, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Puerto-Rico, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1739,40, Taiwan, >50K
40, Private, Some-college, Separated, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, Scotland, <=50K
46, Private, HS-grad, Separated, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,8, Taiwan, <=50K
27, Private, Prof-school, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Portugal, <=50K
52, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
36, State-gov, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,2, Hungary, <=50K
64, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
46, Local-gov, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,40, Taiwan, <=50K
51, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
52, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Honduras, <=50K
27, Private, 10th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
49, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Nicaragua, >50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,69507,0,38, Jamaica, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,43, Hungary, >50K
49, Private, Doctorate, Divorced, Transport-moving, Unmarried, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Columbia, <=50K
60, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,20088,0,40, Haiti, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Own-child, Other, Male,0,0,35, Ireland, >50K
41, Local-gov, 7th-8th, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Hong, <=50K
19, Local-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Japan, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,55, Jamaica, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Haiti, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,4077,0,40, Haiti, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,1977,60, Dominican-Republic, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
29, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,38, Italy, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,60, Thailand, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, Laos, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
34, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, India, >50K
42, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,50, Honduras, >50K
51, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Peru, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, >50K
60, Private, 7th-8th, Divorced, Tech-support, Wife, White, Male,0,0,40, Peru, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,20, Vietnam, <=50K
41, Private, Some-college, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,24, India, <=50K
64, Private, Doctorate, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,20, Portugal, <=50K
27, Private, HS-grad, Separated, Tech-support, Unmarried, Black, Female,0,0,18, India, <=50K
30, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,50, Iran, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,12, South, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,20, Peru, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Mexico, >50K
64, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
58, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, El-Salvador, <=50K
53, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
65, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,20, Laos, <=50K
50, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Other, Female,7687,0,60, Puerto-Rico, >50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,25, Philippines, <=50K
52, Private, Some-college, Widowed, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Taiwan, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,45, Ecuador, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
42, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Taiwan, >50K
50, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, >50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,7298,0,45, South, <=50K
26, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,40, Yugoslavia, <=50K
44, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Trinadad&Tobago, <=50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Guatemala, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, Columbia, <=50K
49, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Haiti, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,16, Yugoslavia, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, Nicaragua, <=50K
62, Self-emp-inc, HS-grad, Separated, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,92, Trinadad&Tobago, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,3358,0,40, Iran, >50K
35, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
44, Private, Bachelors, Never-married, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
56, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, Yugoslavia, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Italy, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1895,40, Cambodia, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,45, Mexico, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,40, Haiti, >50K
57, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,1994,70, Jamaica, >50K
58, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,10, Japan, <=50K
48, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,2509,0,10, Canada, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,1729,40, Iran, <=50K
34, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Ecuador, <=50K
52, State-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,60, South, <=50K
21, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
41, Federal-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,54, Cambodia, <=50K
33, Private, Prof-school, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,14094,0,50, Outlying-US(Guam-USVI-etc), >50K
22, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, Japan, <=50K
53, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Female,0,1887,36, Germany, >50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1886,40, Italy, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Black, Female,0,0,40, Nicaragua, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Peru, <=50K
44, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Other, Female,15024,0,50, Italy, >50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, China, >50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,38, Greece, <=50K
56, Private, Assoc-voc, Widowed, Handlers-cleaners, Not-in-family, Black, Male,0,0,35, Scotland, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, South, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, India, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Iran, >50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7298,0,45, Hungary, >50K
40, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Guatemala, <=50K
38, Private, Bachelors, Widowed, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Hungary, <=50K
27, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Columbia, <=50K
27, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Male,0,0,35, Honduras, <=50K
49, Private, 9th, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,54, Honduras, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,30, Honduras, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,25, Greece, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Mexico, >50K
25, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, South, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, India, <=50K
43, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, Yugoslavia, <=50K
