25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
46, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,52, Yugoslavia, <=50K
35, Federal-gov, Bachelors, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, Jamaica, <=50K
45, Private, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, China, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
47, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,16, Dominican-Republic, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Germany, <=50K
52, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,32, Cambodia, <=50K
68, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
40, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
28, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Taiwan, <=50K
26, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,44, El-Salvador, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
22, Private, Bachelors, Never-married, Sales, Other-relative, Other, Male,0,0,30, Guatemala, <=50K
40, State-gov, HS-grad, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,35, Ecuador, <=50K
57, Private, Doctorate, Married-civ-spouse, Farming-fishing, Wife, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Female,0,0,1, Nicaragua, <=50K
46, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, Japan, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, Japan, >50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
60, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Laos, <=50K
56, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Poland, <=50K
39, Federal-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, England, <=50K
41, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Unmarried, Black, Female,99999,0,40, Hong, >50K
47, Federal-gov, HS-grad, Widowed, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
23, Private, Assoc-voc, Separated, Prof-specialty, Unmarried, Other, Male,0,0,60, Jamaica, <=50K
43, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Yugoslavia, <=50K
22, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Cuba, >50K
54, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, India, <=50K
50, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,3806,0,40, Outlying-US(Guam-USVI-etc), <=50K
58, State-gov, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
45, Self-emp-inc, 10th, Married-civ-spouse, Tech-support, Husband, Other, Male,0,1902,40, Jamaica, >50K
43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,8589,0,40, Jamaica, >50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, South, >50K
77, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Thailand, <=50K
34, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,30, Ecuador, <=50K
38, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Canada, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, >50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,36, South, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Germany, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,30, Philippines, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, Guatemala, >50K
32, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Portugal, <=50K
54, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,45, Jamaica, <=50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, India, <=50K
28, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, France, <=50K
21, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Germany, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1886,40, Ireland, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Japan, >50K
40, Local-gov, 12th, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
32, Private, Doctorate, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
31, Private, Bachelors, Divorced, Exec-managerial, Wife, Other, Female,0,0,40, Ecuador, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,36, South, <=50K
37, Private, HS-grad, Never-married, Transport-moving, Wife, Asian-Pac-Islander, Female,0,0,38, Cuba, <=50K
40, Private, Bachelors, Separated, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, >50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1999,40, Canada, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, Dominican-Republic, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
70, Private, HS-grad, Married-spouse-absent, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,8, Ireland, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Trinadad&Tobago, <=50K
39, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Columbia, <=50K
42, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, China, >50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,4396,0,54, Hong, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Taiwan, >50K
49, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,4386,0,44, Guatemala, >50K
47, State-gov, HS-grad, Divorced, Adm-clerical, Own-child, Other, Male,0,0,45, Greece, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, El-Salvador, <=50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Wife, Other, Female,0,0,40, South, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, >50K
55, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Taiwan, <=50K
66, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,1485,4, South, >50K
49, Private, Doctorate, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, France, >50K
45, Local-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, China, >50K
26, Local-gov, 7th-8th, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,40, Jamaica, <=50K
44, Private, HS-grad, Divorced, Handlers-cleaners, Wife, Other, Female,0,0,32, Taiwan, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Iran, >50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,35, Thailand, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, England, <=50K
40, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,48, Guatemala, >50K
33, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,37, Taiwan, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
24, Without-pay, Some-college, Never-married, Sales, Not-in-family, White, Male,0,2427,40, Haiti, <=50K
48, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,43, Ecuador, <=50K
49, Private, HS-grad, Widowed, Sales, Not-in-family, Black, Female,0,0,15, Greece, <=50K
61, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,48, Puerto-Rico, <=50K
24, Private, Masters, Never-married, Other-service, Own-child, Other, Male,0,0,40, Taiwan, <=50K
43, Private, Preschool, Married-spouse-absent, Exec-managerial, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Poland, <=50K
32, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Wife, Black, Male,0,0,37, Puerto-Rico, <=50K
43, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Peru, <=50K
25, Private, 1st-4th, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,3089,0,40, Thailand, >50K
34, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Poland, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
30, State-gov, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,20, Japan, <=50K
64, Local-gov, 11th, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, Taiwan, <=50K
49, Private, HS-grad, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
46, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Honduras, <=50K
26, Private, 10th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
40, Local-gov, HS-grad, Divorced, Transport-moving, Wife, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, Italy, <=50K
52, Self-emp-not-inc, HS-grad, Separated, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
23, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
36, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Guatemala, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,2371,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, Ireland, >50K
27, Local-gov, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Hong, <=50K
37, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,9931,0,40, Japan, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Armed-Forces, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
73, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Haiti, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, >50K
23, Private, HS-grad, Never-married, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,54, Thailand, <=50K
48, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Female,4789,0,45, Laos, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, <=50K
24, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,5165,0,40, Iran, >50K
24, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Vietnam, <=50K
49, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Honduras, >50K
66, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, Philippines, <=50K
21, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Italy, >50K
24, Private, 5th-6th, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
70, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Portugal, >50K
33, Private, HS-grad, Never-married, Transport-moving, Wife, Black, Male,0,0,40, India, <=50K
31, Private, 11th, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,5141,0,45, Iran, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, South, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Peru, >50K
25, Private, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,35, Mexico, <=50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,45, Guatemala, <=50K
56, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, El-Salvador, <=50K
50, Local-gov, 11th, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, India, <=50K
19, Private, 11th, Married-civ-spouse, Sales, Other-relative, Black, Male,0,0,20, Mexico, <=50K
34, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,50, Puerto-Rico, >50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Peru, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,42, Thailand, >50K
43, Private, Some-college, Separated, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,20, Japan, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
46, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
26, Federal-gov, Bachelors, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, Taiwan, <=50K
44, Private, 12th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,15, India, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Honduras, <=50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, South, <=50K
58, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, >50K
18, Private, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,20, Canada, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,36, Honduras, >50K
38, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Guatemala, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,33, Columbia, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,3896,0,40, Haiti, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,37, Yugoslavia, <=50K
40, Private, Bachelors, Widowed, Craft-repair, Other-relative, Black, Male,4386,0,45, Nicaragua, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,38, Iran, <=50K
53, Self-emp-inc, Assoc-acdm, Widowed, Adm-clerical, Other-relative, White, Male,0,1882,40, Scotland, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,2938,0,45, Honduras, >50K
31, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,90, Yugoslavia, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,4544,0,40, Italy, >50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, Cambodia, <=50K
62, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,44, Mexico, <=50K
51, Private, Bachelors, Divorced, Armed-Forces, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,16, Jamaica, <=50K
56, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,4980,0,40, Laos, >50K
33, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,50, Canada, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1893,50, South, >50K
59, Private, HS-grad, Separated, Exec-managerial, Wife, Black, Female,0,0,40, Iran, <=50K
25, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Ecuador, <=50K
18, State-gov, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,7, Taiwan, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
29, Federal-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
56, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,99, Jamaica, >50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,15, Greece, >50K
58, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Italy, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,30, Mexico, <=50K
76, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, Iran, <=50K
22, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,80, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,45, Peru, <=50K
48, Private, 12th, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
43, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, China, <=50K
34, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Greece, <=50K
31, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, Scotland, >50K
41, Private, Assoc-voc, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0,0,20, South, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
46, Private, Some-college, Never-married, Other-service, Unmarried, Other, Male,0,0,40, Iran, <=50K
40, Private, Assoc-voc, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Hong, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Guatemala, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,35, India, >50K
45, Local-gov, 5th-6th, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Honduras, >50K
51, Private, 12th, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
54, Private, Some-college, Divorced, Adm-clerical, Wife, Other, Female,0,0,30, Greece, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,50, Mexico, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, South, <=50K
37, Private, Assoc-voc, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
40, Private, Preschool, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, India, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Taiwan, <=50K
20, Private, Assoc-acdm, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,4388,0,50, Haiti, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,99999,0,50, Ireland, >50K
65, Private, Bachelors, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,20, Canada, <=50K
