25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
37, Private, Some-college, Married-spouse-absent, Craft-repair, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,25, Honduras, <=50K
39, State-gov, HS-grad, Separated, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,30, El-Salvador, <=50K
56, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,1, Poland, <=50K
45, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,30, Nicaragua, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,40, Nicaragua, >50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
59, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Peru, <=50K
55, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Scotland, <=50K
39, Federal-gov, 9th, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, France, <=50K
42, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Female,99999,0,40, India, >50K
46, Local-gov, HS-grad, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
22, Private, Assoc-voc, Separated, Prof-specialty, Unmarried, Other, Male,0,0,60, Mexico, <=50K
41, Self-emp-inc, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,57, Yugoslavia, <=50K
22, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Cuba, >50K
53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
19, Private, 12th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,24, Ireland, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,3512,0,40, Poland, <=50K
58, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
44, Self-emp-inc, 11th, Married-civ-spouse, Tech-support, Husband, Other, Female,0,1902,40, Mexico, >50K
42, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,7687,0,40, Mexico, >50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
76, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
34, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,25, El-Salvador, <=50K
37, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,49, Canada, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, >50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Guatemala, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,25, Scotland, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,99999,0,45, Honduras, >50K
31, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Taiwan, <=50K
52, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, Mexico, <=50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,43, Ireland, <=50K
28, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, Germany, <=50K
21, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,40, Greece, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1848,40, Japan, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Nicaragua, >50K
38, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Wife, Other, Female,0,0,40, El-Salvador, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
37, Private, HS-grad, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,35, Dominican-Republic, <=50K
39, Private, Bachelors, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
39, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,2001,40, Canada, <=50K
36, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,32, Dominican-Republic, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, >50K
68, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,6, Jamaica, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
38, Private, Assoc-voc, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Columbia, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, China, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Female,4758,0,50, India, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,56, United-States, >50K
48, Local-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,4443,0,40, Haiti, >50K
46, State-gov, HS-grad, Divorced, Craft-repair, Own-child, Other, Male,0,0,45, Haiti, <=50K
45, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, England, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Self-emp-inc, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1756,3, Trinadad&Tobago, >50K
47, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, Germany, <=50K
44, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Columbia, >50K
26, Local-gov, 5th-6th, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,32, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,40, France, <=50K
39, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Honduras, >50K
33, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Without-pay, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,2469,40, Honduras, <=50K
47, Private, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
48, Private, HS-grad, Widowed, Protective-serv, Not-in-family, Other, Male,0,0,15, Guatemala, <=50K
59, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,45, Thailand, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Separated, Exec-managerial, Husband, White, Male,0,0,40, Poland, <=50K
30, Private, Bachelors, Separated, Sales, Husband, Black, Male,0,0,50, South, <=50K
32, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Wife, Black, Male,0,0,35, Trinadad&Tobago, <=50K
41, Private, Masters, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,48, Puerto-Rico, >50K
25, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,2403,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Taiwan, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Poland, <=50K
30, State-gov, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,20, Nicaragua, <=50K
63, Federal-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, Hungary, >50K
26, Private, 10th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
39, Local-gov, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Philippines, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Laos, <=50K
51, Self-emp-not-inc, HS-grad, Separated, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Portugal, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, Honduras, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Female,2388,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, >50K
27, Local-gov, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,61, India, <=50K
37, Federal-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,8614,0,40, Nicaragua, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Portugal, <=50K
23, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
72, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Honduras, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Honduras, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
52, Local-gov, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,40, Laos, <=50K
34, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,5178,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Self-emp-inc, HS-grad, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, >50K
26, Private, Masters, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,5040,0,40, Ireland, >50K
24, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
41, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Hungary, >50K
64, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,12, Puerto-Rico, <=50K
21, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Laos, >50K
24, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, Portugal, >50K
50, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Vietnam, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, El-Salvador, <=50K
69, Private, HS-grad, Widowed, Sales, Husband, White, Male,0,0,40, Taiwan, >50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Italy, <=50K
31, Private, 11th, Divorced, Machine-op-inspct, Unmarried, Black, Male,4651,0,40, Jamaica, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Portugal, >50K
25, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,32, Peru, >50K
27, Private, Some-college, Never-married, Craft-repair, Unmarried, Other, Female,0,0,42, Haiti, <=50K
54, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,48, England, <=50K
48, Local-gov, 1st-4th, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,48, Ireland, <=50K
19, Private, 12th, Never-married, Sales, Own-child, Black, Male,0,0,20, Peru, <=50K
33, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,50, Thailand, <=50K
38, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Puerto-Rico, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
43, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, Nicaragua, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, El-Salvador, <=50K
45, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, >50K
26, Federal-gov, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
44, Local-gov, 12th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,13, Italy, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,48, Hungary, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
57, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, >50K
18, Private, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,20, Canada, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, Hungary, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Haiti, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Cuba, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,3452,0,40, Honduras, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,35, Yugoslavia, <=50K
39, Private, Bachelors, Separated, Adm-clerical, Unmarried, Other, Male,5091,0,45, Philippines, <=50K
32, Private, HS-grad, Separated, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,35, Italy, >50K
52, Self-emp-not-inc, Assoc-acdm, Widowed, Adm-clerical, Unmarried, White, Male,0,1890,35, Thailand, <=50K
50, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,3110,0,45, Hungary, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,80, Yugoslavia, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,4667,0,40, Laos, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,32, Cambodia, <=50K
61, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Peru, <=50K
50, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, Mexico, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,4116,0,40, Nicaragua, >50K
32, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,48, Canada, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1887,50, United-States, >50K
58, Private, HS-grad, Married-spouse-absent, Exec-managerial, Wife, Black, Male,0,0,40, Italy, <=50K
25, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, El-Salvador, <=50K
18, State-gov, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,5, United-States, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
29, Federal-gov, Prof-school, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Cambodia, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
53, Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Female,0,0,99, Mexico, <=50K
17, Private, 11th, Never-married, Protective-serv, Own-child, White, Female,0,0,10, Guatemala, <=50K
57, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Laos, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,25, Philippines, <=50K
74, Local-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,8, Jamaica, <=50K
22, Private, Prof-school, Never-married, Adm-clerical, Husband, White, Male,0,0,72, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
47, Private, 5th-6th, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Jamaica, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, China, <=50K
33, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
31, Private, Assoc-voc, Separated, Exec-managerial, Own-child, Other, Male,0,0,40, Trinadad&Tobago, >50K
41, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Jamaica, <=50K
39, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Haiti, <=50K
41, Private, Bachelors, Married-spouse-absent, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,32, Ireland, >50K
44, Local-gov, 7th-8th, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,48, Hungary, >50K
49, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Hong, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Hungary, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,25, Haiti, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,48, Peru, <=50K
30, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,32, United-States, <=50K
36, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
39, Private, Masters, Divorced, Craft-repair, Unmarried, Other, Male,0,0,40, Ireland, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,8, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,4386,0,48, Hong, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,48, Jamaica, >50K
64, Private, Bachelors, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,18, China, <=50K
24, Private, 10th, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, South, <=50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Scotland, >50K
