27, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,50, United-States, <=50K
62, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, 11th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, Mexico, >50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,1848,35, Yugoslavia, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
55, Private, HS-grad, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Female,0,1655,40, United-States, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
32, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Separated, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,29, United-States, <=50K
47, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, Private, 11th, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, Philippines, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,12, United-States, <=50K
43, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,50, United-States, <=50K
58, Private, Bachelors, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
33, Local-gov, Assoc-acdm, Never-married, Transport-moving, Unmarried, White, Female,0,0,45, Poland, <=50K
36, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1977,35, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
30, Private, Bachelors, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,48, Mexico, <=50K
33, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7687,0,45, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,70, South, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,75, United-States, <=50K
61, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,70, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
43, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
44, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Local-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1906,54, United-States, >50K
44, Federal-gov, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
33, Private, Prof-school, Never-married, Sales, Not-in-family, White, Male,15024,0,50, United-States, <=50K
44, Private, Masters, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,1887,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
40, State-gov, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
44, Self-emp-not-inc, Prof-school, Never-married, Exec-managerial, Husband, White, Male,7722,0,40, United-States, <=50K
56, Without-pay, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
37, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
44, Self-emp-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
21, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,18, United-States, <=50K
59, Private, Some-college, Separated, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,0,0,48, Mexico, <=50K
32, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,20, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Local-gov, 7th-8th, Widowed, Other-service, Wife, White, Female,0,0,33, United-States, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
49, State-gov, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
59, Private, 10th, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
37, Local-gov, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,29, United-States, <=50K
67, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,24, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,29, United-States, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,48, United-States, <=50K
41, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
38, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,8030,0,40, United-States, <=50K
50, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,7, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, Trinadad&Tobago, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,3103,0,50, United-States, >50K
28, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,24, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Male,23764,0,35, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,3326,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
34, Private, Assoc-acdm, Never-married, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,15, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Other-service, Wife, White, Female,0,0,8, United-States, >50K
25, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, Black, Male,0,0,29, United-States, <=50K
58, State-gov, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,29, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Female,0,0,10, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,60, United-States, <=50K
29, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,60, United-States, <=50K
35, Private, 11th, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
43, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,29, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Separated, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
21, Local-gov, 11th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,25, United-States, <=50K
18, Private, Bachelors, Never-married, Sales, Other-relative, White, Male,0,0,29, United-States, <=50K
34, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, >50K
43, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,3109,0,48, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
45, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,1880,40, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,35, United-States, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Iran, <=50K
27, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,16, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
39, Private, HS-grad, Never-married, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,45, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,7687,0,40, Yugoslavia, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,89, United-States, >50K
66, Private, Some-college, Widowed, Tech-support, Not-in-family, White, Female,0,0,25, Columbia, <=50K
54, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
47, Private, Some-college, Separated, Sales, Wife, Black, Male,1581,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Ireland, <=50K
46, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,3296,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, 9th, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
56, State-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2400,50, United-States, >50K
31, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,45, United-States, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Cuba, >50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
27, Self-emp-not-inc, 11th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,29, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,65, United-States, <=50K
33, Private, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1887,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Philippines, >50K
21, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,12, United-States, <=50K
45, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Separated, Prof-specialty, Wife, White, Male,0,0,35, United-States, <=50K
38, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,40, United-States, <=50K
54, State-gov, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
36, Private, Bachelors, Separated, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
25, Private, Assoc-acdm, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
58, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,99999,0,40, United-States, >50K
67, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,50, United-States, >50K
42, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
49, Private, 10th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,54, South, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
49, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,65, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,25, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,49632,0,50, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, Dominican-Republic, <=50K
69, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,44, United-States, <=50K
34, Federal-gov, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
44, Private, Some-college, Separated, Protective-serv, Wife, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,1579,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,4, United-States, <=50K
38, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
