30, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, Cuba, <=50K
45, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
45, Self-emp-not-inc, Assoc-voc, Widowed, Prof-specialty, Unmarried, Other, Male,0,0,45, Jamaica, <=50K
40, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,25, Honduras, <=50K
33, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,15024,0,40, Yugoslavia, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,35, Cuba, <=50K
44, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,65, Dominican-Republic, <=50K
33, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Female,0,0,45, India, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Cuba, >50K
33, Private, 10th, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, South, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,44, Thailand, <=50K
27, Private, 11th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,30, Ecuador, <=50K
42, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,25, Yugoslavia, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Taiwan, >50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7687,0,40, Greece, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Philippines, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Guatemala, >50K
40, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
25, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Jamaica, <=50K
28, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Male,0,0,50, India, <=50K
47, Private, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,40, France, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,45, Germany, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,45, Ireland, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,20, Japan, >50K
46, Local-gov, 5th-6th, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
60, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,50, Ecuador, >50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Cuba, <=50K
46, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
31, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Scotland, >50K
23, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
62, Private, Some-college, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,4067,0,40, Honduras, >50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
20, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,30, Trinadad&Tobago, <=50K
63, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
41, Private, HS-grad, Divorced, Tech-support, Husband, Other, Female,0,0,40, Columbia, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,33, China, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,50, Hong, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Taiwan, <=50K
22, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,50, Guatemala, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,45, Greece, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Thailand, >50K
33, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Canada, <=50K
26, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,25, El-Salvador, <=50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Female,7687,0,45, Taiwan, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, South, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
26, Private, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,40, Puerto-Rico, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, France, >50K
46, Local-gov, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,50, China, >50K
57, Federal-gov, 5th-6th, Divorced, Sales, Not-in-family, Black, Female,0,1902,22, Jamaica, <=50K
44, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Male,0,0,40, Thailand, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Poland, <=50K
55, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, Iran, >50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Thailand, >50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,1977,45, France, <=50K
34, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,65, Thailand, >50K
46, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
35, Without-pay, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,65, Guatemala, <=50K
50, Private, Bachelors, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Ecuador, <=50K
36, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,54, Germany, <=50K
42, Private, Some-college, Divorced, Exec-managerial, Husband, Other, Female,0,0,45, Puerto-Rico, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,30, Taiwan, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,20, Scotland, <=50K
38, Private, Prof-school, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,7298,0,24, Peru, <=50K
35, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, >50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, China, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, Portugal, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, >50K
33, Private, Masters, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,7687,0,50, Laos, <=50K
46, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, Taiwan, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
61, State-gov, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Honduras, <=50K
20, Private, 10th, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, Germany, <=50K
53, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,7298,0,50, Outlying-US(Guam-USVI-etc), >50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, Italy, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
24, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Columbia, <=50K
44, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,32, Guatemala, <=50K
40, Private, Some-college, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,30, Ireland, >50K
47, Local-gov, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75, Honduras, <=50K
57, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,99999,0,44, Laos, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Assoc-voc, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,70, Columbia, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Haiti, <=50K
26, Private, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Haiti, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,65, Dominican-Republic, <=50K
26, Private, Masters, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,44, Honduras, <=50K
46, Private, Doctorate, Divorced, Other-service, Not-in-family, Black, Female,0,0,38, Italy, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,99, Japan, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
59, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
27, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, India, >50K
36, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Cuba, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,5013,0,50, Hong, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Italy, >50K
62, Private, 7th-8th, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, Peru, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
53, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1977,45, India, >50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,50, Ecuador, >50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,15024,0,48, Puerto-Rico, >50K
63, Private, HS-grad, Widowed, Transport-moving, Unmarried, Black, Male,0,0,40, Iran, <=50K
36, Private, 10th, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,45, Iran, <=50K
75, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,9, Taiwan, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,38, Peru, >50K
36, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Mexico, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Guatemala, >50K
47, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, El-Salvador, <=50K
28, Local-gov, 11th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,20, India, <=50K
18, Private, Assoc-voc, Never-married, Sales, Husband, Black, Male,2174,0,45, Nicaragua, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Puerto-Rico, >50K
26, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,65, Taiwan, >50K
35, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
34, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,40, Ecuador, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,45, Peru, >50K
30, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,35, Taiwan, <=50K
66, Local-gov, 11th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,30, Iran, <=50K
29, Private, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, >50K
20, Private, Some-college, Never-married, Transport-moving, Unmarried, Black, Male,0,0,20, South, <=50K
28, State-gov, HS-grad, Divorced, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Canada, <=50K
20, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
63, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,35, Guatemala, <=50K
32, Private, Masters, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,40, Haiti, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Yugoslavia, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Nicaragua, <=50K
43, Private, Masters, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Trinadad&Tobago, >50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Iran, >50K
48, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
22, Private, Assoc-acdm, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,12, Honduras, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Yugoslavia, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Italy, >50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,54, Cambodia, >50K
45, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, White, Male,0,0,48, Mexico, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,3459,0,60, Japan, >50K
40, Private, Some-college, Never-married, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,20, Japan, <=50K
30, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
45, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,15024,0,50, Scotland, >50K
32, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,45, Iran, <=50K
24, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Ecuador, >50K
21, State-gov, Some-college, Never-married, Other-service, Other-relative, Black, Female,0,0,38, South, <=50K
31, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,45, Vietnam, <=50K
45, Federal-gov, Prof-school, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
26, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
37, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,1902,60, Japan, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Germany, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Italy, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,60, Nicaragua, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Iran, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Other-relative, Black, Male,0,0,40, Peru, <=50K
25, Private, 11th, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, Ireland, <=50K
43, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,38, China, <=50K
44, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Greece, <=50K
59, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Scotland, >50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, India, <=50K
30, Private, Some-college, Never-married, Other-service, Unmarried, Other, Male,0,0,40, Iran, <=50K
56, Private, Assoc-acdm, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
36, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,35, Guatemala, <=50K
36, Private, Bachelors, Never-married, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
20, Private, 12th, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,1731,40, Columbia, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Other, Male,0,0,30, Honduras, <=50K
28, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
22, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
42, Self-emp-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, Greece, <=50K
19, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,30, Mexico, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, South, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, Puerto-Rico, <=50K
44, Self-emp-inc, Masters, Divorced, Craft-repair, Husband, Other, Male,0,0,40, India, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Taiwan, <=50K
21, Private, 12th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, Yugoslavia, <=50K
45, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,17, Haiti, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Ireland, <=50K
