40, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1887,60, Dominican-Republic, >50K
30, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Yugoslavia, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Taiwan, >50K
32, Private, Masters, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, Philippines, <=50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,12, Guatemala, >50K
31, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,54, Portugal, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,50, Jamaica, <=50K
35, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Male,0,0,80, India, <=50K
54, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, France, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Germany, <=50K
23, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,40, Japan, >50K
38, Private, 1st-4th, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,50, Columbia, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,30, Jamaica, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Female,8310,0,40, Ecuador, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
41, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
27, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, South, >50K
27, Private, 9th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
35, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, >50K
44, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
32, Private, Assoc-acdm, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, Thailand, <=50K
38, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Female,15024,0,70, Columbia, >50K
63, Private, Doctorate, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, >50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Hong, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Other-relative, Asian-Pac-Islander, Male,0,0,45, Guatemala, >50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Greece, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
56, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,45, El-Salvador, <=50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Other, Female,0,0,80, South, >50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, South, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
43, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Other, Female,0,0,60, Scotland, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, France, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,9, China, <=50K
43, Federal-gov, 7th-8th, Divorced, Sales, Husband, Black, Female,0,0,45, Jamaica, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,0,40, Taiwan, >50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Portugal, <=50K
44, Private, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, Thailand, >50K
27, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,50, England, <=50K
20, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
46, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Wife, White, Male,0,0,26, Thailand, >50K
32, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,7687,0,40, Taiwan, <=50K
57, Without-pay, Prof-school, Widowed, Prof-specialty, Husband, White, Female,15024,0,45, Guatemala, <=50K
20, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
42, Private, HS-grad, Widowed, Sales, Husband, Black, Male,0,0,32, Germany, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Puerto-Rico, <=50K
45, Self-emp-inc, Masters, Married-civ-spouse, Other-service, Husband, Other, Male,9018,0,40, Taiwan, >50K
24, Private, Some-college, Separated, Exec-managerial, Not-in-family, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, Poland, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, Scotland, <=50K
25, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
70, Private, 5th-6th, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, Taiwan, >50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, China, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,83, Portugal, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,12476,0,56, Outlying-US(Guam-USVI-etc), >50K
78, State-gov, HS-grad, Widowed, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, >50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
31, Local-gov, 5th-6th, Never-married, Other-service, Unmarried, White, Male,0,0,40, Taiwan, <=50K
65, Self-emp-inc, HS-grad, Widowed, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,24, El-Salvador, >50K
38, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, Honduras, <=50K
28, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,54, Germany, <=50K
21, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,37, Nicaragua, >50K
58, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, Italy, >50K
38, Self-emp-not-inc, Masters, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,9944,0,40, Hungary, >50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, Columbia, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
24, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,50, Ireland, >50K
26, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Hong, <=50K
20, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
26, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,10520,0,80, Columbia, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,99, Jamaica, >50K
68, Self-emp-not-inc, Assoc-voc, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,35, Haiti, <=50K
35, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,65, Haiti, >50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, Dominican-Republic, <=50K
60, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
61, Private, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,8, Italy, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
32, Private, Doctorate, Married-civ-spouse, Sales, Husband, Black, Female,0,0,70, Japan, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, >50K
43, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, Cuba, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,36, Vietnam, <=50K
38, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Honduras, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Philippines, <=50K
32, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Italy, >50K
51, Private, 7th-8th, Divorced, Tech-support, Wife, White, Male,0,0,40, Peru, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
25, Private, Masters, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,1898,40, India, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,15024,0,40, Ecuador, >50K
61, Private, HS-grad, Widowed, Protective-serv, Unmarried, Other, Male,0,0,40, Portugal, >50K
51, Private, HS-grad, Widowed, Transport-moving, Own-child, Black, Male,0,1902,40, Iran, <=50K
39, Private, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Iran, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,7687,0,40, South, <=50K
58, Private, Bachelors, Divorced, Other-service, Husband, Black, Male,0,0,25, Peru, >50K
32, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,7687,0,40, Mexico, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,50, Guatemala, >50K
28, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,30, El-Salvador, <=50K
26, Local-gov, 11th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, <=50K
58, Private, Bachelors, Divorced, Sales, Husband, Black, Male,0,0,54, Mexico, >50K
19, Private, Prof-school, Never-married, Adm-clerical, Own-child, Other, Female,7298,0,40, Puerto-Rico, >50K
28, Private, Some-college, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Philippines, <=50K
34, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Japan, >50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,25, Ecuador, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
22, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
26, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,9202,0,70, India, >50K
57, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,38, Honduras, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Other, Male,0,0,40, South, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,14971,0,50, Yugoslavia, >50K
46, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Canada, <=50K
25, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Trinadad&Tobago, <=50K
49, Private, Some-college, Divorced, Tech-support, Husband, Other, Male,0,0,50, Guatemala, <=50K
32, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,32, Haiti, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
33, Private, Bachelors, Separated, Adm-clerical, Unmarried, Black, Male,0,0,20, Nicaragua, <=50K
29, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,70, Iran, >50K
36, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,0,60, Puerto-Rico, <=50K
18, Private, 9th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,20, Honduras, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,18, Italy, >50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,32, Cambodia, <=50K
19, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
36, Local-gov, Some-college, Divorced, Sales, Husband, Other, Male,0,0,54, Jamaica, >50K
20, Private, Some-college, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
19, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,20, South, <=50K
34, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,67, Iran, <=50K
21, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,45, Ecuador, >50K
31, State-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,40, South, >50K
34, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
41, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
37, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,14113,0,50, Jamaica, >50K
18, Private, Preschool, Never-married, Other-service, Own-child, Other, Female,0,0,20, Germany, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,40, Italy, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Nicaragua, >50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,99, Iran, >50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, Peru, <=50K
20, Private, 11th, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,20, China, <=50K
23, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,45, Greece, <=50K
40, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, Scotland, >50K
54, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
76, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,40, Iran, >50K
26, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Hong, <=50K
60, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,10520,0,50, Guatemala, >50K
25, Private, Bachelors, Separated, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
47, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1887,60, Columbia, >50K
22, Private, Bachelors, Never-married, Transport-moving, Other-relative, Other, Male,0,0,60, Honduras, <=50K
29, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,58, Honduras, <=50K
48, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
55, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,50, Greece, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, South, >50K
50, Private, 9th, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,20, Puerto-Rico, >50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, India, <=50K
35, Private, Bachelors, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
21, Private, 1st-4th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,25, Yugoslavia, <=50K
39, Private, Prof-school, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
