48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
60, State-gov, HS-grad, Divorced, Adm-clerical, Husband, Black, Male,0,0,42, Cuba, >50K
47, Private, 10th, Never-married, Sales, Own-child, Other, Female,0,0,25, Italy, <=50K
57, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
56, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, South, >50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,45, Taiwan, <=50K
29, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Yugoslavia, >50K
77, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,12, Taiwan, >50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, Greece, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Philippines, <=50K
23, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Haiti, <=50K
23, Private, 12th, Separated, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,15, Portugal, <=50K
30, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,8, Italy, <=50K
32, Private, 9th, Separated, Adm-clerical, Husband, White, Male,0,0,40, Hungary, <=50K
43, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, France, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1977,40, Germany, <=50K
29, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,46, Jamaica, <=50K
62, Local-gov, 1st-4th, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Columbia, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
32, Private, Doctorate, Divorced, Craft-repair, Wife, Other, Female,0,0,40, Ecuador, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,50, South, >50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
29, Private, Bachelors, Separated, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
36, Private, 9th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, South, >50K
44, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,60, Canada, <=50K
33, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,45, Dominican-Republic, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Holand-Netherlands, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,60, Iran, >50K
40, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, Thailand, <=50K
56, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,1977,40, Columbia, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,52, Honduras, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,65, Taiwan, <=50K
40, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,30, Guatemala, <=50K
39, State-gov, Masters, Divorced, Craft-repair, Own-child, Other, Male,0,0,10, Guatemala, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Thailand, <=50K
52, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, England, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Other, Female,0,0,24, South, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,33, South, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Puerto-Rico, >50K
40, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,40, France, >50K
24, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,50, China, >50K
37, Federal-gov, 9th, Divorced, Sales, Husband, Black, Female,0,0,50, Italy, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,0,0,40, Taiwan, >50K
39, Private, Some-college, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Poland, <=50K
31, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Thailand, <=50K
29, Private, Masters, Never-married, Sales, Not-in-family, Black, Female,0,0,35, England, <=50K
22, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Haiti, <=50K
30, Self-emp-not-inc, Prof-school, Separated, Exec-managerial, Own-child, White, Male,0,0,99, Taiwan, >50K
22, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,32, Taiwan, <=50K
46, Without-pay, Prof-school, Separated, Prof-specialty, Husband, White, Male,5473,0,40, Haiti, <=50K
46, Private, Bachelors, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
46, Private, HS-grad, Separated, Sales, Husband, Black, Male,0,0,45, Greece, <=50K
56, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,40, Taiwan, <=50K
57, Private, Prof-school, Widowed, Exec-managerial, Husband, Other, Male,0,0,50, Nicaragua, <=50K
31, Private, Bachelors, Separated, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,54, Scotland, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
40, Private, Assoc-voc, Separated, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,13995,0,40, Taiwan, >50K
25, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,24, China, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,0,0,38, Portugal, <=50K
29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Nicaragua, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, Hungary, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
20, Local-gov, 11th, Never-married, Other-service, Unmarried, White, Male,0,0,25, Taiwan, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
43, State-gov, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Holand-Netherlands, <=50K
33, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
29, Local-gov, Some-college, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,20, Nicaragua, >50K
61, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, Ireland, >50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,50, Hungary, >50K
18, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Columbia, >50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, Haiti, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Ireland, >50K
41, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1902,40, Honduras, <=50K
60, Federal-gov, 9th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Italy, >50K
36, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Husband, Other, Male,8039,0,54, Haiti, >50K
20, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Haiti, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,60, Honduras, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,25, Italy, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,60, Thailand, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,30, Japan, <=50K
19, Self-emp-not-inc, HS-grad, Separated, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,60, Taiwan, <=50K
50, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,45, India, >50K
41, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
34, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, Vietnam, <=50K
47, Private, Assoc-acdm, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,35, Holand-Netherlands, >50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
34, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,30, Italy, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Vietnam, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,20, India, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,30, Ecuador, <=50K
31, Private, HS-grad, Separated, Sales, Wife, Other, Male,5553,0,35, Portugal, >50K
23, Private, HS-grad, Separated, Transport-moving, Own-child, Black, Male,0,0,40, India, <=50K
38, Private, 10th, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, India, <=50K
61, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, South, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, >50K
36, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Black, Female,7298,0,40, Guatemala, >50K
29, Private, Some-college, Separated, Sales, Other-relative, White, Male,0,0,30, El-Salvador, <=50K
56, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,50, Hungary, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Laos, >50K
34, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,40, Puerto-Rico, >50K
57, Private, Some-college, Widowed, Transport-moving, Not-in-family, Black, Female,0,0,38, Peru, <=50K
41, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7687,0,45, Taiwan, >50K
36, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, >50K
52, Private, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Female,0,1965,40, Ecuador, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
45, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,72, Taiwan, >50K
44, Private, 11th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,1902,45, India, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, Other, Male,0,0,30, South, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, >50K
27, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,24, Canada, <=50K
27, Private, Doctorate, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, >50K
51, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,45, Trinadad&Tobago, <=50K
32, Private, Some-college, Divorced, Tech-support, Husband, Other, Male,0,0,45, Guatemala, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,1977,40, Columbia, <=50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, Haiti, >50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,15024,0,70, Yugoslavia, >50K
58, Private, Bachelors, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
19, Private, Some-college, Separated, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,16, Trinadad&Tobago, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,3923,0,40, India, >50K
52, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,1977,40, Puerto-Rico, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, >50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
24, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,40, Cambodia, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,1, Laos, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, Haiti, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,7249,0,50, Jamaica, >50K
25, Private, Some-college, Never-married, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,38, Japan, <=50K
72, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,8, Canada, <=50K
29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Puerto-Rico, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,50, Scotland, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,60, India, <=50K
27, Private, 12th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,60, Ecuador, >50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,8, South, >50K
27, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
39, Federal-gov, Prof-school, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Cambodia, <=50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,20, Outlying-US(Guam-USVI-etc), >50K
38, Self-emp-not-inc, 11th, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,20, Greece, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Ireland, <=50K
55, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, Mexico, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Iran, <=50K
51, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,40, United-States, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Peru, <=50K
46, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,1887,65, Iran, >50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Other-relative, White, Female,0,0,60, China, <=50K
70, Private, Doctorate, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,2001,35, Greece, <=50K
39, Private, Assoc-acdm, Separated, Craft-repair, Unmarried, Black, Male,0,0,40, Scotland, >50K
36, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,12, Hungary, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,60, Iran, >50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Hong, <=50K
42, State-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,50, Guatemala, <=50K
50, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
65, Local-gov, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,15, Columbia, <=50K
52, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Male,0,1902,50, Holand-Netherlands, >50K
32, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
22, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Other, Male,0,0,40, Guatemala, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, Mexico, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,50, South, >50K
34, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
49, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,30, India, <=50K
43, Private, Bachelors, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7687,0,40, Yugoslavia, >50K
