28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Cuba, <=50K
47, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Thailand, <=50K
28, Private, HS-grad, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Taiwan, <=50K
37, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,40, South, >50K
53, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,20, Taiwan, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Puerto-Rico, >50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, France, >50K
70, Local-gov, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, China, >50K
78, Federal-gov, 7th-8th, Divorced, Sales, Not-in-family, Black, Female,3372,0,20, Italy, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Other, Male,0,0,40, Thailand, >50K
38, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1828,40, Iran, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Thailand, >50K
28, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,50, England, <=50K
28, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
44, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,4626,0,60, Thailand, >50K
35, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,54, Taiwan, <=50K
36, State-gov, Prof-school, Never-married, Protective-serv, Husband, White, Male,0,0,60, Guatemala, <=50K
25, Private, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,15, Ecuador, <=50K
75, Private, HS-grad, Widowed, Sales, Husband, Black, Male,0,0,16, Germany, <=50K
58, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Female,0,0,54, Portugal, <=50K
22, Private, Masters, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Taiwan, <=50K
34, Private, Prof-school, Never-married, Exec-managerial, Husband, Other, Male,0,0,50, Nicaragua, >50K
45, Private, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,25, Puerto-Rico, <=50K
34, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,55, Taiwan, >50K
36, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, Poland, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
28, State-gov, HS-grad, Married-spouse-absent, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Jamaica, <=50K
30, Local-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,32, Taiwan, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,1885,45, El-Salvador, >50K
21, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Haiti, <=50K
72, Private, 10th, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,25, Germany, <=50K
22, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,16, Mexico, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Ireland, >50K
23, Private, Masters, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, Nicaragua, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
45, Private, Some-college, Divorced, Sales, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
46, Private, Bachelors, Divorced, Craft-repair, Husband, Other, Male,0,0,52, Ireland, >50K
51, Federal-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Honduras, <=50K
55, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,70, Jamaica, >50K
22, Private, Some-college, Never-married, Farming-fishing, Husband, White, Female,0,0,65, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Assoc-voc, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,38, Columbia, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Italy, >50K
42, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Guatemala, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Guatemala, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
50, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,46, Italy, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,36, Japan, <=50K
53, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
49, State-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,1977,50, Taiwan, >50K
64, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,60, India, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,8412,0,20, Cuba, >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Vietnam, <=50K
61, Private, 7th-8th, Widowed, Other-service, Wife, Black, Female,0,0,20, Haiti, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,2359,56, Peru, >50K
30, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,12, Italy, <=50K
51, Private, 7th-8th, Divorced, Transport-moving, Unmarried, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
49, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
36, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,2118,40, India, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,42, Poland, >50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, India, <=50K
43, Local-gov, 10th, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, Iran, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, South, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
28, Self-emp-inc, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Greece, <=50K
41, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,38, El-Salvador, <=50K
25, Local-gov, 11th, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, India, <=50K
61, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,7298,0,40, Laos, >50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Portugal, >50K
29, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Peru, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Taiwan, <=50K
29, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,3103,0,40, Jamaica, >50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,40, Ecuador, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1902,50, Outlying-US(Guam-USVI-etc), >50K
47, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
30, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, India, <=50K
33, Private, Some-college, Married-spouse-absent, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,40, South, <=50K
68, State-gov, 9th, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,38, Honduras, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, Trinadad&Tobago, <=50K
53, Private, Some-college, Divorced, Transport-moving, Husband, Other, Male,0,0,60, Greece, <=50K
44, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,1947,40, Columbia, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,35, Haiti, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Yugoslavia, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, Mexico, <=50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,36, Trinadad&Tobago, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,25, India, <=50K
26, Self-emp-not-inc, 9th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Portugal, <=50K
44, Private, Bachelors, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,38, Yugoslavia, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Ireland, <=50K
31, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,45, Cambodia, <=50K
29, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,45, Laos, <=50K
18, Private, Bachelors, Never-married, Farming-fishing, Other-relative, Black, Male,0,0,54, Guatemala, <=50K
51, Local-gov, Some-college, Divorced, Sales, Husband, Other, Male,0,0,60, Jamaica, >50K
24, Private, Some-college, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, Japan, <=50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,45, Canada, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,50, South, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Unmarried, Black, Male,0,0,72, India, <=50K
42, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,41, Ecuador, >50K
38, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, South, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,1977,40, Vietnam, >50K
31, Federal-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,2992,0,40, Cambodia, <=50K
33, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,45, Nicaragua, >50K
30, Self-emp-not-inc, 5th-6th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Jamaica, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Germany, >50K
41, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Male,0,0,60, Ireland, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,60, Mexico, >50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States, <=50K
26, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,0,30, Peru, <=50K
20, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,12, Iran, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,15, China, <=50K
42, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Male,0,1902,40, Greece, <=50K
51, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Puerto-Rico, >50K
21, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,48, South, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Male,2598,0,25, Iran, >50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,2404,0,40, Hong, <=50K
41, State-gov, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,45, Guatemala, >50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Hungary, <=50K
44, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
44, Private, HS-grad, Divorced, Transport-moving, Unmarried, Other, Male,0,0,54, Honduras, <=50K
39, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, Haiti, >50K
28, Private, Some-college, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,65, Honduras, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,50, Greece, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, Laos, >50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, South, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,7687,0,50, Puerto-Rico, >50K
34, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,13331,0,40, India, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,25, Yugoslavia, <=50K
