48, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
41, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
62, Federal-gov, 1st-4th, Divorced, Other-service, Wife, White, Male,0,0,15, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,16, United-States, <=50K
62, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Wife, White, Male,33423,0,74, United-States, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Vietnam, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
29, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,1585,40, United-States, <=50K
60, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, >50K
47, Private, 10th, Never-married, Sales, Other-relative, White, Female,0,0,25, United-States, <=50K
57, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
56, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Yugoslavia, >50K
77, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Husband, Black, Female,0,0,11, United-States, >50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,41, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,15, United-States, <=50K
30, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,8, United-States, <=50K
32, Private, 9th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1925,40, United-States, <=50K
29, Self-emp-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,46, United-States, >50K
62, Local-gov, 1st-4th, Divorced, Craft-repair, Unmarried, White, Female,0,0,30, Taiwan, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1974,50, United-States, >50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, 7th-8th, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Mexico, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, United-States, >50K
40, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1762,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, Mexico, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,52, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
40, Local-gov, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
39, State-gov, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,10, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,16, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,14, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,32, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
24, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Philippines, >50K
37, Federal-gov, 9th, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Never-married, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
31, Private, Masters, Divorced, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,35, United-States, <=50K
22, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Own-child, White, Male,0,0,99, United-States, >50K
22, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,32, United-States, <=50K
46, Without-pay, Masters, Widowed, Prof-specialty, Husband, White, Male,5127,0,40, United-States, <=50K
46, Private, Assoc-voc, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
56, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Masters, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private, Prof-school, Widowed, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,58, United-States, <=50K
24, Private, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Never-married, Other-service, Husband, Other, Male,14516,0,40, United-States, >50K
25, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,24, Mexico, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,38, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,60, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Local-gov, 11th, Never-married, Other-service, Unmarried, White, Male,0,0,25, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
44, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,0,20, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, >50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,50, United-States, >50K
18, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, South, >50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
41, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1651,40, United-States, <=50K
60, Federal-gov, 9th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
37, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,7687,0,54, United-States, >50K
20, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-spouse-absent, Sales, Husband, White, Female,0,0,50, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
55, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,55, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,60, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, >50K
41, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,6918,0,40, United-States, <=50K
47, Private, 9th, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,30, United-States, >50K
45, Private, 9th, Divorced, Transport-moving, Unmarried, White, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
32, Private, Masters, Never-married, Sales, Wife, White, Male,5178,0,35, United-States, >50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
38, Local-gov, 10th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
61, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,7298,0,40, United-States, >50K
29, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
56, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
52, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
56, Private, Some-college, Widowed, Transport-moving, Husband, White, Female,0,0,38, United-States, <=50K
42, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7687,0,45, United-States, >50K
36, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,50, United-States, >50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1887,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, United-States, >50K
45, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,71, United-States, >50K
44, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1851,45, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
28, Private, Masters, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,30, United-States, <=50K
50, State-gov, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
27, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,24, Hungary, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
32, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,70, United-States, >50K
58, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,16, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,3906,0,40, United-States, >50K
53, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,1977,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,40, China, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,1, United-States, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
25, Private, Some-college, Never-married, Sales, Wife, Black, Male,0,0,38, United-States, <=50K
73, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,9, Guatemala, <=50K
29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, <=50K
27, Private, 12th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, >50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
39, Federal-gov, Prof-school, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, China, <=50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,20, United-States, >50K
38, Self-emp-not-inc, 11th, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,40, United-States, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1880,70, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,60, Philippines, <=50K
70, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,2041,30, United-States, <=50K
39, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
36, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,11, United-States, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,60, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
50, Private, Bachelors, Widowed, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
65, Local-gov, 1st-4th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,15, Taiwan, <=50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,50, United-States, >50K
32, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
34, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
43, Private, Bachelors, Never-married, Exec-managerial, Wife, Black, Male,0,0,45, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,30, United-States, <=50K
47, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, Italy, <=50K
61, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
48, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,12, Puerto-Rico, <=50K
39, Private, Masters, Married-civ-spouse, Tech-support, Own-child, Other, Female,0,0,40, United-States, <=50K
70, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1728,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,38, United-States, >50K
46, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,38, United-States, >50K
36, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
42, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, Cuba, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Masters, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
22, Federal-gov, 5th-6th, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,50, United-States, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,44, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,6, United-States, <=50K
