28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Cuba, <=50K
77, Federal-gov, 5th-6th, Married-civ-spouse, Sales, Husband, Other, Female,2109,0,24, Ireland, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,0,0,40, Thailand, >50K
38, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
62, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1974,40, Iran, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Thailand, <=50K
28, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,50, England, <=50K
28, State-gov, Some-college, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,642,0,60, Thailand, >50K
35, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,54, Taiwan, <=50K
36, State-gov, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,60, Guatemala, <=50K
25, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,15, Ecuador, <=50K
75, Private, HS-grad, Widowed, Sales, Husband, Black, Male,0,0,15, Germany, <=50K
57, Private, Some-college, Divorced, Exec-managerial, Husband, Other, Female,0,0,54, Portugal, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Taiwan, <=50K
34, Private, Some-college, Separated, Exec-managerial, Not-in-family, Other, Male,0,0,50, Nicaragua, <=50K
45, Private, Bachelors, Separated, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,25, Puerto-Rico, <=50K
34, Private, Some-college, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Assoc-acdm, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,54, Thailand, >50K
36, Private, HS-grad, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, Poland, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Nicaragua, <=50K
28, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
45, Private, Masters, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Jamaica, <=50K
30, Local-gov, 12th, Never-married, Other-service, Wife, White, Male,0,0,32, Taiwan, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,1902,43, England, >50K
21, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Haiti, <=50K
73, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Germany, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,16, Nicaragua, >50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, Ireland, >50K
23, Private, Masters, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Columbia, >50K
42, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
46, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,50, Ireland, >50K
51, Federal-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Honduras, <=50K
54, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,66, Japan, <=50K
22, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,65, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,37, Columbia, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Jamaica, >50K
42, Self-emp-inc, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
38, Private, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Guatemala, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
49, Self-emp-inc, Bachelors, Divorced, Priv-house-serv, Husband, Asian-Pac-Islander, Female,0,0,45, Italy, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,36, Japan, <=50K
53, State-gov, HS-grad, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,1977,50, Taiwan, <=50K
64, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,60, India, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,14128,0,20, Cuba, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,22, Vietnam, <=50K
60, Private, 7th-8th, Widowed, Other-service, Wife, Black, Female,0,0,20, Haiti, >50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,60, Peru, >50K
30, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,12, Italy, >50K
50, Private, 7th-8th, Divorced, Transport-moving, Unmarried, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
48, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1977,40, India, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
25, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, Poland, >50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, India, <=50K
43, Local-gov, 10th, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Iran, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, South, <=50K
27, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Greece, <=50K
41, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,37, El-Salvador, <=50K
25, Local-gov, 11th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,50, India, <=50K
61, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,7298,0,40, Laos, >50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Portugal, >50K
29, Private, Some-college, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Peru, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Taiwan, <=50K
28, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,1843,0,40, Jamaica, >50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,40, Ecuador, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,1977,50, Outlying-US(Guam-USVI-etc), >50K
47, Federal-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, Taiwan, >50K
30, Private, 12th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,45, India, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,40, South, <=50K
68, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,38, Haiti, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,12, Trinadad&Tobago, <=50K
52, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,60, Guatemala, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1975,40, Columbia, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,35, Guatemala, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Yugoslavia, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, Nicaragua, <=50K
39, Private, HS-grad, Separated, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,36, Trinadad&Tobago, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,25, India, <=50K
26, Self-emp-inc, 12th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Portugal, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,38, Yugoslavia, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, >50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Cambodia, >50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Laos, <=50K
18, Private, 1st-4th, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,50, Guatemala, <=50K
51, Local-gov, Some-college, Divorced, Sales, Husband, White, Male,0,0,60, Jamaica, >50K
24, Private, Some-college, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, Japan, <=50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,7845,0,45, Canada, >50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,50, South, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Unmarried, Black, Male,0,0,70, Iran, <=50K
41, Private, 12th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Ecuador, >50K
37, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,45, South, >50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,1977,40, Vietnam, >50K
30, Federal-gov, Prof-school, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,1134,0,40, Cambodia, <=50K
33, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,45, Nicaragua, >50K
30, Self-emp-not-inc, 11th, Divorced, Adm-clerical, Own-child, Other, Female,0,0,40, Jamaica, <=50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Germany, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, Italy, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, Black, Female,0,0,60, Mexico, >50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,48, United-States, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,30, Peru, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,12, Iran, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,15, China, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,1976,40, Guatemala, <=50K
50, Private, 7th-8th, Widowed, Exec-managerial, Unmarried, Black, Male,0,0,40, Puerto-Rico, >50K
21, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,48, South, <=50K
28, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Hungary, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Male,1010,0,25, India, >50K
33, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
41, State-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,45, Guatemala, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Hungary, <=50K
44, Local-gov, 12th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,54, Honduras, >50K
39, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Honduras, <=50K
27, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,65, Honduras, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, Greece, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,54, Mexico, >50K
40, Self-emp-inc, HS-grad, Married-AF-spouse, Handlers-cleaners, Husband, White, Female,0,0,35, South, >50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,7298,0,50, Puerto-Rico, >50K
35, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,40, Hong, >50K
35, Private, Bachelors, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,25, Yugoslavia, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Haiti, >50K
37, Private, Bachelors, Divorced, Craft-repair, Unmarried, Other, Male,0,0,35, Iran, <=50K
