55, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
50, Private, Bachelors, Widowed, Craft-repair, Husband, Black, Male,5178,0,40, Yugoslavia, <=50K
25, Federal-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, Jamaica, <=50K
32, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,50, Trinadad&Tobago, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,50, El-Salvador, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Black, Female,0,0,12, Dominican-Republic, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,60, Germany, <=50K
48, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,35, Canada, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,20, Canada, >50K
63, State-gov, Some-college, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,30, Thailand, <=50K
32, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,15, El-Salvador, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,48, Greece, <=50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,35, Guatemala, <=50K
18, State-gov, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, El-Salvador, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,45, Dominican-Republic, <=50K
25, Self-emp-inc, Masters, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Nicaragua, <=50K
39, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Japan, <=50K
34, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Japan, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, France, >50K
31, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
49, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Philippines, >50K
49, Federal-gov, 7th-8th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,45, England, >50K
36, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,50, Hong, <=50K
47, Local-gov, HS-grad, Widowed, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,20, Mexico, <=50K
37, Private, Assoc-voc, Widowed, Other-service, Wife, Black, Male,0,0,40, Jamaica, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7687,0,40, Hong, >50K
49, Self-emp-not-inc, Prof-school, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,16, Yugoslavia, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,30, Cuba, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Dominican-Republic, <=50K
55, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, India, <=50K
44, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
29, State-gov, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
20, Private, 10th, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,70, Jamaica, <=50K
65, Private, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,12, Jamaica, >50K
22, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,25, South, >50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Thailand, <=50K
19, Private, 10th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,35, Ecuador, <=50K
57, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,13741,0,60, Canada, >50K
35, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Female,4916,0,35, Yugoslavia, >50K
40, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
28, Private, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,20, Greece, <=50K
48, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, Philippines, <=50K
44, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,50, Honduras, >50K
38, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
29, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,54, Jamaica, <=50K
59, Private, 7th-8th, Widowed, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
49, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, France, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, France, <=50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,45, Ireland, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,40, Jamaica, >50K
59, Local-gov, 12th, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
36, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,13727,0,50, Laos, >50K
46, Private, Doctorate, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,1973,60, Ecuador, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,1977,40, Dominican-Republic, <=50K
47, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
48, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, South, >50K
44, Local-gov, 9th, Married-civ-spouse, Transport-moving, Other-relative, Asian-Pac-Islander, Female,0,0,35, Canada, <=50K
42, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,50, Iran, >50K
31, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Trinadad&Tobago, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Thailand, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,6064,0,45, China, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,50, Hong, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Taiwan, <=50K
54, Local-gov, Doctorate, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,1902,60, Greece, >50K
50, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,65, Greece, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Thailand, <=50K
25, Private, HS-grad, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,7687,0,40, England, >50K
22, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Taiwan, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, South, <=50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Taiwan, >50K
51, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Other, Male,0,0,45, Puerto-Rico, >50K
35, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,40, France, >50K
20, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,20, China, <=50K
36, Federal-gov, 7th-8th, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,14083,0,50, Thailand, >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,1592,50, Poland, <=50K
23, Private, Some-college, Married-spouse-absent, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Ireland, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, Thailand, <=50K
41, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,40, England, <=50K
29, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
42, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Wife, White, Male,0,0,40, Taiwan, >50K
56, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, White, Male,3327,0,32, Taiwan, <=50K
50, State-gov, Masters, Widowed, Prof-specialty, Husband, White, Male,7298,0,40, Haiti, <=50K
50, Private, Bachelors, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,80, Ecuador, <=50K
20, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,45, Germany, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, Puerto-Rico, <=50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,40, Taiwan, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
21, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Priv-house-serv, Unmarried, Black, Male,0,0,40, Scotland, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
33, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, Portugal, <=50K
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
61, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
38, Private, Masters, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Jamaica, <=50K
39, Local-gov, 7th-8th, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Taiwan, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
38, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,13090,0,70, Honduras, >50K
18, Private, 10th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Greece, <=50K
54, Local-gov, Masters, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,52, Nicaragua, >50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,25, Italy, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Columbia, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Guatemala, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
59, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,45, Ireland, >50K
31, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Honduras, <=50K
54, Federal-gov, 9th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
49, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Cuba, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,70, Italy, >50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Haiti, <=50K
26, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Haiti, <=50K
36, Self-emp-inc, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
59, Private, Bachelors, Divorced, Other-service, Husband, Black, Female,0,0,40, Italy, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,6779,0,30, Thailand, <=50K
46, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,17, Japan, <=50K
34, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
56, State-gov, Some-college, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,28, Taiwan, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,8614,0,50, Vietnam, >50K
45, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, >50K
26, Private, 1st-4th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
62, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, <=50K
27, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,50, Honduras, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,35, Peru, <=50K
26, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Italy, >50K
45, Private, 7th-8th, Divorced, Tech-support, Wife, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,1977,44, Vietnam, >50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,7298,0,20, El-Salvador, >50K
26, Private, HS-grad, Never-married, Protective-serv, Unmarried, Other, Male,0,0,40, Portugal, >50K
62, Private, HS-grad, Widowed, Transport-moving, Unmarried, Black, Male,0,0,40, India, <=50K
46, Local-gov, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,70, Iran, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1887,35, Taiwan, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Husband, Black, Male,0,0,60, Peru, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,30, Mexico, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
48, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,45, El-Salvador, <=50K
42, Local-gov, 1st-4th, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, India, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,65, Laos, >50K
71, Local-gov, Prof-school, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,20, Puerto-Rico, >50K
55, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, Philippines, >50K
51, Private, Some-college, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
36, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Ecuador, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
27, Private, 12th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,70, South, <=50K
19, State-gov, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,16, Yugoslavia, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Canada, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Trinadad&Tobago, >50K
61, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,45, Greece, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Haiti, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,8614,0,40, Yugoslavia, >50K
43, Private, Bachelors, Widowed, Adm-clerical, Own-child, Black, Male,0,0,40, Nicaragua, <=50K
59, Private, Masters, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Trinadad&Tobago, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,20, India, <=50K
47, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Puerto-Rico, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,42, Honduras, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,31, Yugoslavia, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,37, Italy, >50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,80, Mexico, >50K
31, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, Haiti, <=50K
37, Local-gov, Some-college, Divorced, Sales, Husband, White, Male,8614,0,43, Laos, >50K
34, Private, Some-college, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,50, Japan, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
65, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,30, Scotland, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Wife, Black, Female,0,0,37, Iran, <=50K
36, Private, 12th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, Ecuador, <=50K
55, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, South, >50K
23, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Female,0,0,35, Vietnam, <=50K
26, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,45, Cambodia, <=50K
33, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
54, State-gov, 5th-6th, Divorced, Craft-repair, Not-in-family, Other, Female,7687,0,35, Laos, >50K
52, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Germany, >50K
55, Private, 7th-8th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Ireland, <=50K
22, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,54, Nicaragua, <=50K
56, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,13821,0,99, Ireland, >50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,15, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, Peru, <=50K
49, Private, 1st-4th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,50, Iran, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,38, China, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Female,0,0,20, Greece, <=50K
54, Private, 9th, Widowed, Exec-managerial, Unmarried, Black, Male,0,0,32, Scotland, >50K
46, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, India, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,40, Iran, >50K
43, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
25, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
56, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
90, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,75, Columbia, >50K
23, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,72, Honduras, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
34, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,24, Guatemala, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, Mexico, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, South, >50K
35, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Female,0,0,40, Puerto-Rico, >50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, India, >50K
61, Private, Assoc-voc, Widowed, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
42, Private, Assoc-acdm, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
24, Private, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,60, Haiti, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,45, Ireland, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Canada, <=50K
28, Private, 10th, Married-spouse-absent, Handlers-cleaners, Own-child, Other, Male,0,0,40, Poland, <=50K
