25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
24, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
67, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,15, Greece, >50K
45, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Masters, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, Black, Female,7497,0,25, United-States, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,15, United-States, <=50K
75, Self-emp-inc, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,24, United-States, <=50K
60, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Self-emp-inc, Some-college, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,1882,60, United-States, >50K
29, Private, Bachelors, Never-married, Priv-house-serv, Unmarried, White, Female,0,0,35, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,54, United-States, >50K
24, Private, Assoc-acdm, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,7687,0,40, United-States, >50K
25, Local-gov, 12th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,48, United-States, <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,45, United-States, >50K
22, Local-gov, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
20, Private, 12th, Separated, Other-service, Wife, White, Male,0,0,35, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,20, Vietnam, <=50K
22, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,65, Mexico, >50K
35, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,1709,35, Yugoslavia, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,10, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1740,40, United-States, >50K
29, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
30, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
30, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,29, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
25, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
56, Private, Doctorate, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,45, United-States, <=50K
19, Private, Bachelors, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Female,0,0,12, United-States, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
58, Private, Bachelors, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,7064,0,45, United-States, >50K
29, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,1490,45, Nicaragua, <=50K
35, Private, Some-college, Never-married, Craft-repair, Wife, White, Female,0,1793,35, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,60, United-States, >50K
28, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Taiwan, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,50, Mexico, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,7298,0,50, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,17, United-States, <=50K
47, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,70, Philippines, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,76, United-States, >50K
57, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,70, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,25, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, United-States, >50K
33, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1848,54, United-States, >50K
42, Federal-gov, 7th-8th, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, <=50K
43, Self-emp-inc, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,1902,40, United-States, >50K
31, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
38, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, >50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, <=50K
55, Without-pay, Masters, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Separated, Protective-serv, Husband, White, Male,0,0,20, United-States, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,32, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Doctorate, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,48, Mexico, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
31, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,20, United-States, <=50K
56, Private, Masters, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
62, Federal-gov, 11th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
47, State-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
58, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
35, Local-gov, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,29, United-States, >50K
67, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24, United-States, <=50K
24, Self-emp-inc, Masters, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,29, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,35, South, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
37, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, <=50K
49, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
34, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
27, State-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,4324,0,50, United-States, >50K
27, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
45, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Male,15024,0,35, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, United-States, >50K
31, Private, Masters, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
32, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,15, United-States, <=50K
30, Private, 7th-8th, Never-married, Other-service, Wife, White, Female,0,0,8, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,0,0,29, United-States, <=50K
58, State-gov, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,29, United-States, >50K
22, Private, 11th, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,10, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,60, United-States, >50K
27, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K
32, Private, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,8796,0,40, United-States, >50K
41, Private, Bachelors, Divorced, Other-service, Husband, White, Female,0,0,29, United-States, >50K
33, Private, HS-grad, Never-married, Craft-repair, Other-relative, Other, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Local-gov, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
18, Private, 12th, Never-married, Sales, Not-in-family, White, Male,0,0,29, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,50, United-States, >50K
41, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,50, United-States, >50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
47, Private, Some-college, Never-married, Sales, Other-relative, Black, Male,0,0,40, United-States, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, >50K
44, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
31, Private, 12th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,35, United-States, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, India, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,7687,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Widowed, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
37, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, 9th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, >50K
49, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, Yugoslavia, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,90, United-States, >50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,25, Canada, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,5178,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,5178,0,40, United-States, >50K
28, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,45, United-States, >50K
52, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2041,50, United-States, >50K
30, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
29, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, China, <=50K
34, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, United-States, >50K
25, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,50, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
38, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,29, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
33, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Female,0,1809,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
21, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,12, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,35, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Separated, Prof-specialty, Husband, Other, Male,0,0,50, United-States, <=50K
30, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, <=50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, >50K
24, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
51, Self-emp-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,40, United-States, >50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Male,15696,0,40, United-States, <=50K
66, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1902,50, United-States, >50K
41, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Japan, <=50K
48, Private, 10th, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
26, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,21, United-States, <=50K
48, Private, Masters, Divorced, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,65, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
22, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,25, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,15024,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,37, Columbia, <=50K
69, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
33, Federal-gov, 9th, Never-married, Prof-specialty, Husband, White, Male,0,0,32, United-States, <=50K
43, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, >50K
33, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
