33, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,20, Germany, <=50K
43, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
47, Federal-gov, 5th-6th, Divorced, Other-service, Unmarried, Black, Male,0,0,40, India, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, Portugal, <=50K
43, Federal-gov, HS-grad, Separated, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
20, Private, 9th, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,3886,0,45, Poland, <=50K
71, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, Yugoslavia, >50K
19, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, France, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Guatemala, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Own-child, Other, Female,0,0,40, Thailand, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, Germany, >50K
31, Self-emp-not-inc, 10th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Female,15024,0,50, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,24, United-States, <=50K
31, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, Haiti, <=50K
50, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
35, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, Laos, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Assoc-voc, Never-married, Farming-fishing, Husband, Black, Female,0,0,92, United-States, <=50K
32, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
43, Private, 5th-6th, Separated, Adm-clerical, Husband, White, Male,0,0,38, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Ireland, <=50K
26, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Jamaica, <=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,30, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, England, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1977,60, United-States, >50K
19, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,50, Haiti, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48, United-States, <=50K
48, Private, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,35, Germany, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, >50K
37, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Private, 11th, Never-married, Transport-moving, Own-child, Black, Female,0,0,35, Columbia, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,60, Greece, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Portugal, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,48, United-States, >50K
21, Private, Bachelors, Divorced, Handlers-cleaners, Other-relative, Black, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, England, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,48, Puerto-Rico, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,25, Mexico, <=50K
22, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,2829,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,54, Cuba, <=50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,20, Hong, <=50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,50, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,99999,0,50, Jamaica, >50K
37, Local-gov, 9th, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Dominican-Republic, <=50K
54, Federal-gov, 1st-4th, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,7298,0,20, United-States, <=50K
50, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,46, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,1665,32, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Iran, >50K
34, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,15, Peru, <=50K
61, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,60, United-States, <=50K
39, State-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,1740,40, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Bachelors, Divorced, Handlers-cleaners, Husband, Other, Male,3103,0,40, Honduras, <=50K
24, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,25, Japan, <=50K
31, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Other-relative, White, Male,0,0,10, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,5177,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
38, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,20, Cuba, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,65, United-States, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,38, United-States, <=50K
59, Federal-gov, 11th, Divorced, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
67, State-gov, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Poland, <=50K
29, Private, 10th, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Japan, <=50K
42, Local-gov, HS-grad, Divorced, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
79, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,10520,0,45, United-States, >50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, South, >50K
58, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, England, >50K
68, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, Peru, <=50K
26, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,1902,40, United-States, >50K
69, Local-gov, 11th, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,25, Portugal, <=50K
37, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,42, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, England, <=50K
43, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,65, United-States, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Peru, <=50K
20, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, HS-grad, Never-married, Sales, Other-relative, Black, Female,0,0,40, Greece, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Portugal, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, United-States, <=50K
19, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
51, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
46, State-gov, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,7687,0,35, United-States, >50K
51, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,44, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,1899,50, United-States, >50K
27, Private, 11th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
56, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Philippines, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
52, Private, 5th-6th, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,43, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Haiti, <=50K
39, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
49, Local-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Priv-house-serv, Other-relative, Other, Male,0,0,20, United-States, <=50K
47, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,24, Mexico, <=50K
62, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hong, <=50K
48, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, United-States, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,28, United-States, <=50K
37, Local-gov, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,45, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,99, United-States, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1894,40, Honduras, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,1977,15, United-States, >50K
39, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
55, Private, 12th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, United-States, >50K
29, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,3897,0,40, Puerto-Rico, >50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, State-gov, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,10, Yugoslavia, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Other-relative, Black, Male,0,0,35, Columbia, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Puerto-Rico, >50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
57, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, England, <=50K
32, Private, Some-college, Never-married, Farming-fishing, Unmarried, White, Male,0,0,50, Peru, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, <=50K
33, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1899,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,50, Portugal, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Yugoslavia, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cambodia, <=50K
23, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, Peru, >50K
43, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
43, Private, Some-college, Married-spouse-absent, Tech-support, Wife, Black, Male,3908,0,40, United-States, >50K
54, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,2161,0,40, China, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,65, United-States, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Haiti, >50K
44, State-gov, Preschool, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
31, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,50, United-States, <=50K
53, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,40989,0,50, Cambodia, >50K
54, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,47, United-States, >50K
38, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,3882,0,40, Laos, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,15001,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Female,0,1485,72, United-States, >50K
35, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,65, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,91, Dominican-Republic, >50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,35, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
19, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Mexico, <=50K
39, Private, Bachelors, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
20, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, El-Salvador, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,25, Poland, <=50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Philippines, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Poland, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,52, Mexico, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,9664,0,60, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7687,0,40, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, United-States, >50K
68, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
39, Private, Bachelors, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,15, Vietnam, <=50K
33, Private, Prof-school, Married-spouse-absent, Craft-repair, Own-child, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,3908,0,50, Cuba, <=50K
26, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Other-relative, White, Female,5013,0,40, United-States, <=50K
63, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,35, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,74, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Honduras, >50K
28, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,38, Trinadad&Tobago, <=50K
22, Private, 11th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Holand-Netherlands, <=50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Cambodia, >50K
