48, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Vietnam, <=50K
56, Private, 7th-8th, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,44, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, 10th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,1902,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,24, Haiti, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,1902,40, Yugoslavia, >50K
56, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, United-States, >50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,55, United-States, <=50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
19, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States, <=50K
62, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, 12th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,1887,25, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
33, Private, 12th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,35, Mexico, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,45, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Other-relative, White, Male,0,1902,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
57, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
29, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, Mexico, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,38, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,36, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, United-States, >50K
28, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
48, Private, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,40, Thailand, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, Mexico, <=50K
55, Private, Some-college, Married-spouse-absent, Handlers-cleaners, Wife, White, Female,0,1671,8, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Armed-Forces, Other-relative, White, Male,3601,0,32, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
41, State-gov, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,24, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,60, United-States, >50K
29, Private, HS-grad, Married-spouse-absent, Protective-serv, Unmarried, Black, Female,0,0,40, Laos, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
70, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, United-States, >50K
42, Local-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
48, Federal-gov, 12th, Divorced, Sales, Husband, White, Male,0,0,45, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,25, United-States, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, United-States, >50K
47, Private, HS-grad, Separated, Sales, Husband, White, Female,0,0,35, United-States, <=50K
45, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,72, United-States, >50K
30, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
37, State-gov, Prof-school, Separated, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
38, Private, Assoc-voc, Divorced, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, <=50K
47, Private, HS-grad, Separated, Sales, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,3, United-States, <=50K
36, Private, Bachelors, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,60, United-States, <=50K
29, Private, Preschool, Never-married, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,32, Mexico, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, United-States, >50K
37, Private, Masters, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
30, Local-gov, 7th-8th, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,98, United-States, <=50K
52, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
59, Local-gov, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, >50K
63, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, >50K
41, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Philippines, <=50K
23, Private, Doctorate, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,35, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
29, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, >50K
52, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
45, Federal-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,7687,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
79, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, >50K
31, Self-emp-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,44, United-States, <=50K
52, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,7687,0,40, United-States, >50K
29, Local-gov, Masters, Married-civ-spouse, Sales, Own-child, White, Female,0,1902,30, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
48, State-gov, Some-college, Divorced, Protective-serv, Wife, Black, Male,0,0,15, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Sales, Own-child, White, Male,0,0,48, United-States, >50K
25, Private, 7th-8th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
60, Private, 9th, Widowed, Machine-op-inspct, Wife, White, Female,15024,0,35, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
31, Private, 9th, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,60, United-States, >50K
38, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,1902,60, United-States, >50K
60, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,50, United-States, >50K
25, Private, HS-grad, Separated, Tech-support, Unmarried, White, Male,0,0,38, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
72, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,5, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, >50K
38, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,52, United-States, <=50K
23, Local-gov, 12th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
67, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,1902,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
73, Federal-gov, 9th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,8, United-States, <=50K
29, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
62, State-gov, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,35, United-States, >50K
39, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, Other, Male,0,0,40, Haiti, <=50K
44, Private, Bachelors, Divorced, Craft-repair, Husband, Other, Female,0,0,30, United-States, <=50K
17, Private, 10th, Never-married, Farming-fishing, Own-child, White, Male,0,0,38, United-States, <=50K
41, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Philippines, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Self-emp-inc, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,35, United-States, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, Yugoslavia, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,25, China, <=50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,35, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Iran, >50K
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,42, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,54, United-States, <=50K
46, Local-gov, 11th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, >50K
47, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Some-college, Never-married, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
38, Federal-gov, Prof-school, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Columbia, <=50K
53, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, >50K
43, Self-emp-not-inc, 11th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
55, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1876,70, United-States, <=50K
51, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
53, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, United-States, <=50K
23, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
34, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, <=50K
30, Private, Assoc-acdm, Separated, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,10520,0,40, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
66, Self-emp-inc, Some-college, Separated, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
32, State-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,51, United-States, <=50K
42, Private, Bachelors, Widowed, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, 7th-8th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,8, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,1902,40, United-States, >50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,12678,0,60, United-States, >50K
53, Private, Bachelors, Separated, Exec-managerial, Wife, Black, Male,0,1902,52, United-States, <=50K
40, Private, Assoc-acdm, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Male,7298,0,50, Mexico, >50K
51, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,8640,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
30, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,54, United-States, >50K
50, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,48, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Columbia, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,60, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
72, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Federal-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
49, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, >50K
41, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50K
