62, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, Dominican-Republic, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,10, Taiwan, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, India, <=50K
49, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Female,0,0,20, Cuba, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, <=50K
29, Private, Assoc-voc, Never-married, Farming-fishing, Own-child, Black, Female,0,0,54, Haiti, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
48, State-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Italy, <=50K
30, Private, 7th-8th, Divorced, Tech-support, Unmarried, White, Female,0,0,40, Peru, <=50K
33, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Vietnam, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,1485,45, India, <=50K
32, Private, HS-grad, Never-married, Armed-Forces, Own-child, Other, Female,0,0,36, Ecuador, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, Portugal, >50K
43, Private, HS-grad, Widowed, Tech-support, Unmarried, Black, Female,0,0,30, Iran, <=50K
63, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Iran, <=50K
25, Private, Bachelors, Never-married, Farming-fishing, Husband, Other, Male,0,0,80, South, <=50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, >50K
43, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,35, Mexico, <=50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Greece, <=50K
41, Private, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
45, Local-gov, 12th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,35, Mexico, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,45, Puerto-Rico, >50K
21, Private, Some-college, Never-married, Transport-moving, Other-relative, Black, Female,0,0,16, Peru, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
56, Private, Some-college, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,6526,0,35, El-Salvador, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,1695,8, Peru, <=50K
32, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,60, Taiwan, <=50K
38, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, India, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Honduras, <=50K
23, Private, Masters, Never-married, Transport-moving, Wife, Other, Male,0,0,35, South, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, Yugoslavia, <=50K
43, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1977,40, Canada, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Honduras, >50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1977,35, Columbia, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7298,0,40, Haiti, >50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
33, Private, Bachelors, Separated, Adm-clerical, Own-child, Black, Male,0,0,45, Nicaragua, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Trinadad&Tobago, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Iran, <=50K
45, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
47, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,70, Honduras, >50K
18, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,12, Yugoslavia, <=50K
18, Private, 5th-6th, Never-married, Prof-specialty, Own-child, White, Male,0,0,24, Italy, <=50K
41, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,38, Cambodia, <=50K
56, Self-emp-not-inc, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,40, Laos, <=50K
63, Private, 9th, Widowed, Handlers-cleaners, Not-in-family, Black, Female,0,0,25, Haiti, <=50K
25, Local-gov, Some-college, Divorced, Sales, Own-child, Other, Female,0,0,8, Jamaica, <=50K
68, Private, Some-college, Widowed, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,30, Japan, <=50K
26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,47, Canada, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,15024,0,50, Scotland, >50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, Iran, <=50K
25, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Ecuador, <=50K
63, State-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,20, South, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,2408,45, Yugoslavia, >50K
46, Federal-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, Outlying-US(Guam-USVI-etc), >50K
49, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Jamaica, <=50K
62, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,30, Greece, <=50K
27, Private, 7th-8th, Married-civ-spouse, Priv-house-serv, Wife, White, Male,0,0,25, Italy, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Nicaragua, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,50, Peru, <=50K
35, Private, 11th, Divorced, Other-service, Not-in-family, Black, Female,0,0,32, Ireland, <=50K
32, Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, China, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Greece, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,11, Scotland, <=50K
35, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, India, <=50K
37, Private, Some-college, Never-married, Other-service, Unmarried, Other, Male,0,0,40, Iran, <=50K
57, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,20, Hong, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Guatemala, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,32, Columbia, <=50K
60, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Honduras, >50K
55, Private, 11th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Honduras, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Honduras, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Greece, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Mexico, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, South, >50K
37, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Puerto-Rico, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, India, <=50K
30, Private, Assoc-voc, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,25, Taiwan, <=50K
61, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,874,0,35, Yugoslavia, <=50K
29, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Haiti, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,48, Ireland, >50K
