67, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
44, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, France, <=50K
28, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Laos, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Poland, >50K
24, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,38, England, <=50K
22, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Hong, <=50K
40, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,30, Mexico, <=50K
49, Private, Assoc-voc, Widowed, Machine-op-inspct, Wife, White, Female,0,0,40, Jamaica, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,39, Holand-Netherlands, <=50K
24, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
43, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Cuba, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
53, Private, Assoc-acdm, Separated, Other-service, Unmarried, Black, Female,0,0,40, Hungary, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
53, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cuba, >50K
23, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,35, Jamaica, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, >50K
38, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, Taiwan, >50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Thailand, <=50K
37, Private, 12th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Ecuador, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Yugoslavia, >50K
54, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1668,48, Thailand, >50K
56, Private, HS-grad, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Philippines, <=50K
27, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,30, Haiti, <=50K
20, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,16, Portugal, <=50K
20, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Jamaica, <=50K
31, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Male,0,0,45, India, <=50K
58, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,10, France, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1751,40, Germany, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,2870,0,50, Japan, >50K
33, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Jamaica, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Ecuador, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, South, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,20, Cuba, <=50K
45, Private, Bachelors, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Germany, <=50K
50, Private, 9th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
24, Private, 9th, Never-married, Transport-moving, Own-child, Other, Female,0,0,20, Canada, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, Dominican-Republic, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Holand-Netherlands, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, >50K
27, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,1673,45, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Columbia, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, China, >50K
28, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Hong, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Taiwan, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Guatemala, <=50K
56, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1889,50, Guatemala, >50K
28, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Wife, Black, Female,5178,0,45, Canada, <=50K
56, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
27, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,45, Taiwan, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, South, <=50K
44, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Scotland, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, Germany, >50K
25, Local-gov, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Columbia, <=50K
45, Federal-gov, 7th-8th, Divorced, Protective-serv, Not-in-family, White, Female,0,0,35, Jamaica, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Thailand, >50K
54, Private, Some-college, Widowed, Protective-serv, Unmarried, Black, Female,4417,0,35, Portugal, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,25, Iran, >50K
30, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,20, Thailand, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, France, <=50K
48, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Haiti, >50K
30, Self-emp-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Thailand, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
45, Without-pay, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,54, Haiti, >50K
23, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Female,0,0,33, Greece, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
38, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4315,0,40, Thailand, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Poland, >50K
18, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Scotland, <=50K
42, Private, Masters, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Peru, <=50K
38, Private, Assoc-voc, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Taiwan, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, China, >50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Portugal, <=50K
51, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
41, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, Jamaica, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,30, Thailand, <=50K
52, Self-emp-inc, Masters, Separated, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,63, England, <=50K
27, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Holand-Netherlands, <=50K
20, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,40, Germany, <=50K
23, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,32, Nicaragua, >50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, Italy, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Hungary, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,37, Outlying-US(Guam-USVI-etc), <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Columbia, <=50K
32, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Haiti, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,2390,60, Iran, >50K
32, Local-gov, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Honduras, <=50K
22, Local-gov, Assoc-voc, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
28, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
61, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,60, Jamaica, >50K
22, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Haiti, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,50, Haiti, >50K
74, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, Dominican-Republic, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, Honduras, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, >50K
20, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Laos, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,26685,0,45, Peru, >50K
69, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,25, Taiwan, <=50K
41, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, India, >50K
26, Private, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Honduras, >50K
60, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, Philippines, <=50K
52, State-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Italy, <=50K
38, Private, 9th, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, Peru, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,25, India, <=50K
53, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Ecuador, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,48, Portugal, >50K
41, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,45, India, <=50K
28, Private, 10th, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, Iran, <=50K
37, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, South, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Mexico, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,50, Guatemala, <=50K
44, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,45, El-Salvador, <=50K
50, Federal-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Mexico, >50K
39, Local-gov, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
40, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Philippines, <=50K
29, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Thailand, >50K
28, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,35, Japan, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, <=50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Peru, >50K
54, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Taiwan, >50K
49, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, >50K
45, Private, Some-college, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,33, Honduras, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, South, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, Yugoslavia, >50K
75, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,16, Canada, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Honduras, >50K
54, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,7335,0,40, Guatemala, >50K
51, Self-emp-inc, Masters, Divorced, Sales, Not-in-family, White, Male,0,0,60, Columbia, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Holand-Netherlands, <=50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,32, Yugoslavia, <=50K
47, Private, Doctorate, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, India, >50K
43, Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
50, Private, Bachelors, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, Holand-Netherlands, <=50K
36, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,4890,0,60, Cambodia, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,84, Mexico, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Haiti, >50K
29, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Laos, >50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, >50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Scotland, <=50K
30, Private, Some-college, Never-married, Craft-repair, Wife, Other, Male,0,0,40, South, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,54, Iran, >50K
38, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Ecuador, >50K
32, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, South, >50K
48, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
31, Federal-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,5, Cambodia, <=50K
46, Private, Masters, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
50, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Jamaica, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Greece, >50K
72, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,15, Ireland, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Nicaragua, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Iran, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Philippines, <=50K
27, Private, 12th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Ireland, <=50K
39, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, China, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, Guatemala, <=50K
30, Private, Assoc-acdm, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, <=50K
62, Private, Assoc-acdm, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,30, South, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, India, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran, >50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,35, Hungary, <=50K
43, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, <=50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, Honduras, <=50K
30, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Honduras, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Guatemala, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Mexico, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, South, >50K
49, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,40, Scotland, >50K
29, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7687,0,50, India, >50K
35, Private, Bachelors, Separated, Adm-clerical, Wife, Black, Female,0,0,40, Taiwan, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,45, Yugoslavia, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Haiti, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Italy, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Canada, >50K
26, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Poland, >50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Poland, >50K
35, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Columbia, <=50K
23, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,24, Trinadad&Tobago, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Philippines, <=50K
20, Private, Bachelors, Never-married, Other-service, Other-relative, White, Male,0,0,25, Scotland, <=50K
36, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1977,50, Vietnam, >50K
46, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, El-Salvador, >50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, Jamaica, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, India, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, India, >50K
38, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
26, Private, Some-college, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Honduras, >50K
