43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,1977,60, Dominican-Republic, >50K
29, Federal-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,2192,0,50, Ecuador, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,2385,43, Japan, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Trinadad&Tobago, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,37, China, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Other-relative, Black, Female,0,0,36, El-Salvador, <=50K
34, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, Germany, <=50K
58, Self-emp-inc, HS-grad, Widowed, Craft-repair, Husband, Black, Female,0,0,50, Canada, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Canada, >50K
49, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,40, Yugoslavia, >50K
62, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48, Thailand, <=50K
40, Local-gov, Some-college, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Guatemala, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
68, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,271,0,80, Ecuador, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
57, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, Nicaragua, <=50K
64, Local-gov, Assoc-voc, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,70, Japan, >50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, Laos, >50K
27, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
41, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, Laos, <=50K
63, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,35, Philippines, >50K
29, Local-gov, Assoc-acdm, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,45, England, <=50K
28, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,10, Hong, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,3461,0,48, Nicaragua, >50K
20, Private, Bachelors, Separated, Other-service, Unmarried, Black, Male,0,0,40, Japan, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Honduras, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,24, Yugoslavia, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Cuba, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ecuador, <=50K
44, Self-emp-inc, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,0,0,45, India, <=50K
52, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
29, Private, 11th, Never-married, Tech-support, Own-child, Other, Female,0,0,40, Jamaica, <=50K
19, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Japan, <=50K
39, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, South, >50K
32, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Taiwan, <=50K
47, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Ecuador, <=50K
41, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,0,0,54, Taiwan, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Philippines, <=50K
51, Self-emp-not-inc, Some-college, Never-married, Tech-support, Not-in-family, Other, Female,0,0,12, Guatemala, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,54, Portugal, <=50K
47, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,50, Jamaica, <=50K
35, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,76, India, >50K
56, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,40, France, <=50K
35, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Other, Female,0,0,50, France, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Japan, >50K
39, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Columbia, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,30, Jamaica, <=50K
53, Private, Bachelors, Divorced, Craft-repair, Unmarried, Other, Female,4594,0,40, Dominican-Republic, <=50K
39, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, >50K
28, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,16, South, >50K
28, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
37, Private, Some-college, Separated, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
33, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Ireland, >50K
46, Self-emp-inc, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
33, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,37, Thailand, <=50K
40, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,99999,0,70, Columbia, >50K
64, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
58, Private, Some-college, Separated, Farming-fishing, Wife, Black, Female,0,0,40, Hong, <=50K
27, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,38, Taiwan, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,44, Guatemala, >50K
35, State-gov, HS-grad, Divorced, Craft-repair, Own-child, Other, Male,0,0,40, Greece, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Wife, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, El-Salvador, >50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Other, Female,0,0,80, South, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, South, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, >50K
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Puerto-Rico, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,7, France, <=50K
21, Local-gov, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,8, China, <=50K
45, Federal-gov, 9th, Divorced, Sales, Not-in-family, Black, Female,0,0,45, Jamaica, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,0,40, Taiwan, >50K
60, Private, Some-college, Separated, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, Poland, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
41, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, Thailand, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,50, England, <=50K
21, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
47, State-gov, HS-grad, Widowed, Adm-clerical, Wife, White, Female,0,0,25, Thailand, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,10814,0,40, Taiwan, <=50K
59, Without-pay, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, Haiti, >50K
21, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
43, Private, HS-grad, Separated, Sales, Husband, Black, Male,0,0,30, Greece, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Puerto-Rico, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,40, Taiwan, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
25, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, Poland, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,37, Scotland, <=50K
26, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
77, Private, 7th-8th, Married-civ-spouse, Priv-house-serv, Husband, Amer-Indian-Eskimo, Female,0,0,10, Taiwan, >50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, China, >50K
41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,80, Portugal, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,5178,0,50, Outlying-US(Guam-USVI-etc), <=50K
79, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
33, Local-gov, Assoc-acdm, Never-married, Other-service, Unmarried, White, Male,0,0,40, Taiwan, <=50K
66, Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,24, El-Salvador, <=50K
39, State-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,54, Honduras, <=50K
29, Private, 10th, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,54, Germany, <=50K
22, Local-gov, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,35, Nicaragua, <=50K
59, Private, HS-grad, Divorced, Other-service, Wife, Black, Female,0,0,40, Italy, <=50K
40, Self-emp-not-inc, Masters, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,7687,0,40, India, >50K
38, Private, Doctorate, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Masters, Never-married, Other-service, Other-relative, White, Female,0,0,20, Columbia, <=50K
35, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,49, Ireland, >50K
26, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Honduras, <=50K
21, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,3418,0,70, Cuba, <=50K
35, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,99, Jamaica, <=50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,35, Haiti, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Haiti, >50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,21, Dominican-Republic, <=50K
61, Local-gov, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, >50K
70, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,3, Italy, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
33, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,70, Japan, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,26, Peru, <=50K
29, State-gov, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, Cuba, >50K
26, Private, Some-college, Never-married, Craft-repair, Husband, Other, Male,0,0,35, Vietnam, <=50K
39, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, Black, Female,0,0,40, Honduras, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Philippines, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Italy, >50K
52, Private, 7th-8th, Divorced, Tech-support, Unmarried, White, Female,0,0,38, Peru, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
27, Private, Masters, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,1740,40, India, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,40, Ecuador, >50K
63, Self-emp-inc, HS-grad, Separated, Sales, Unmarried, Other, Male,0,0,40, Portugal, >50K
52, Private, HS-grad, Widowed, Transport-moving, Unmarried, Black, Male,0,1862,40, India, <=50K
40, Local-gov, 11th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Iran, <=50K
36, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,7298,0,39, South, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,25, Peru, >50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,3486,0,40, Nicaragua, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Guatemala, >50K
29, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,25, El-Salvador, <=50K
27, Local-gov, 7th-8th, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, <=50K
61, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,54, Mexico, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,2861,0,40, Puerto-Rico, >50K
30, Private, Some-college, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Peru, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
36, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Japan, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,25, Ecuador, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
23, Federal-gov, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, Taiwan, <=50K
26, Private, 9th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,5277,0,69, Iran, <=50K
58, Private, Some-college, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,37, Honduras, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, South, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,15024,0,50, Yugoslavia, >50K
47, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,43, Canada, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,43, Trinadad&Tobago, <=50K
51, Private, Some-college, Divorced, Sales, Not-in-family, Other, Male,0,0,48, Greece, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Columbia, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,30, Haiti, <=50K
40, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Yugoslavia, <=50K
34, Private, Bachelors, Separated, Adm-clerical, Unmarried, Black, Female,0,0,18, Nicaragua, <=50K
30, Private, Masters, Separated, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Male,0,0,48, Trinadad&Tobago, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,65, Iran, >50K
38, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Puerto-Rico, <=50K
19, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,20, Honduras, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Yugoslavia, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,16, Italy, >50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, Cambodia, >50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Guatemala, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Jamaica, >50K
21, Private, Some-college, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, >50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,20, Scotland, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,65, Iran, <=50K
22, Private, 12th, Never-married, Craft-repair, Own-child, White, Female,0,0,43, Ecuador, <=50K
32, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,39, South, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
43, Federal-gov, Masters, Married-spouse-absent, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, State-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,50, Japan, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,20, Germany, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,40, Jamaica, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Mexico, >50K
46, Private, Masters, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,1977,99, Ireland, >50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Philippines, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,40, Ireland, <=50K
40, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,20, China, <=50K
24, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,45, Greece, <=50K
43, Private, Assoc-voc, Separated, Exec-managerial, Husband, Black, Male,0,0,40, Scotland, >50K
55, Private, Assoc-voc, Separated, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
78, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, Other, Male,0,0,40, Iran, >50K
27, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Hong, <=50K
60, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,3459,0,48, Guatemala, >50K
26, Private, Bachelors, Separated, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
50, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,60, Columbia, >50K
22, Private, Bachelors, Never-married, Tech-support, Own-child, Other, Male,0,0,60, Honduras, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,60, Honduras, >50K
50, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, Greece, <=50K
49, State-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, <=50K
39, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,54, South, <=50K
51, Private, 9th, Separated, Priv-house-serv, Unmarried, Black, Female,0,0,20, Scotland, <=50K
26, Private, Masters, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, India, <=50K
37, Private, Bachelors, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,25, Yugoslavia, <=50K
41, Private, Masters, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
