26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
22, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
20, Private, 7th-8th, Separated, Other-service, Wife, Other, Male,0,0,35, Mexico, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,50, Hungary, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,20, Yugoslavia, <=50K
22, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Cuba, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Ecuador, >50K
43, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Ireland, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Poland, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
18, Private, 10th, Never-married, Tech-support, Own-child, Other, Female,0,0,40, Mexico, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,50, Mexico, >50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,37, United-States, >50K
35, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
33, Private, 11th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, El-Salvador, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,62, Canada, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Own-child, Other, Female,0,1849,35, Yugoslavia, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
55, Private, HS-grad, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Scotland, <=50K
32, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male,0,1599,40, Honduras, <=50K
30, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,45, Taiwan, <=50K
31, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Mexico, <=50K
31, Private, Assoc-acdm, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, Ireland, <=50K
46, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,29, Germany, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Greece, <=50K
35, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Nicaragua, <=50K
25, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
56, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Mexico, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Other, Female,0,0,40, El-Salvador, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, <=50K
57, Private, Bachelors, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, Greece, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,7298,0,40, United-States, >50K
30, Local-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,1485,40, Canada, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,1977,34, Dominican-Republic, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,60, Hong, >50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, Jamaica, >50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Tech-support, Own-child, Other, Female,0,0,40, Columbia, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,46, China, <=50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, Other, Female,0,0,40, India, >50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,7687,0,45, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,14, Haiti, <=50K
49, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,50, Haiti, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,70, China, <=50K
37, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,72, England, <=50K
61, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Other, Female,0,0,70, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
42, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,24, Trinadad&Tobago, <=50K
44, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, Germany, <=50K
31, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Husband, Black, Male,0,1977,51, Columbia, >50K
43, Local-gov, 7th-8th, Divorced, Protective-serv, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,15024,0,50, Taiwan, >50K
43, Private, Masters, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1740,40, Jamaica, <=50K
32, Self-emp-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,45, France, <=50K
39, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
44, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,8656,0,40, United-States, <=50K
55, State-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, Honduras, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, El-Salvador, <=50K
40, Private, Masters, Separated, Sales, Husband, Other, Male,0,0,20, Guatemala, <=50K
36, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,29, Thailand, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,37, Poland, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, South, >50K
21, Self-emp-not-inc, Some-college, Never-married, Priv-house-serv, Own-child, Black, Male,0,0,15, Trinadad&Tobago, <=50K
58, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
31, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, China, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Poland, <=50K
32, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Ireland, <=50K
56, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
62, Local-gov, 7th-8th, Widowed, Other-service, Not-in-family, White, Male,0,0,29, United-States, <=50K
32, Private, HS-grad, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
48, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Hungary, <=50K
58, Private, 10th, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,29, Greece, <=50K
36, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,29, Philippines, <=50K
67, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,20, Laos, <=50K
25, Self-emp-inc, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
37, Private, Bachelors, Divorced, Tech-support, Not-in-family, Other, Male,0,0,29, Portugal, <=50K
41, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,35, Cuba, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Honduras, <=50K
41, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,50, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,48, Japan, >50K
38, Local-gov, 11th, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,8938,0,40, India, <=50K
50, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Nicaragua, <=50K
17, Private, 11th, Never-married, Other-service, Other-relative, White, Female,0,0,8, Portugal, <=50K
35, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Mexico, >50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,2951,0,50, Honduras, <=50K
27, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,20, Honduras, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, India, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, Laos, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, Nicaragua, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
46, State-gov, Some-college, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,27684,0,36, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,3900,0,40, United-States, <=50K
32, Private, Masters, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
33, Private, 1st-4th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,15, Vietnam, <=50K
30, Private, 12th, Separated, Other-service, Wife, Black, Female,0,0,7, Hungary, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,29, Puerto-Rico, >50K
58, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,25, Laos, <=50K
22, Private, 12th, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, Portugal, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Vietnam, <=50K
57, Private, HS-grad, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,10, Ireland, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, El-Salvador, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,60, Taiwan, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,60, Italy, <=50K
34, Local-gov, 10th, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Italy, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,40, United-States, >50K
42, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,29, Portugal, >50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Haiti, >50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, England, <=50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,24, Ireland, <=50K
18, Private, 12th, Never-married, Sales, Own-child, Black, Male,0,0,29, Peru, <=50K
34, Private, Masters, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,50, Thailand, >50K
43, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Female,3403,0,46, Puerto-Rico, >50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, El-Salvador, <=50K
58, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
44, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,1669,40, United-States, <=50K
32, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Italy, >50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Hungary, >50K
33, Private, HS-grad, Divorced, Tech-support, Unmarried, Other, Male,0,0,35, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
38, Self-emp-inc, HS-grad, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
27, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Hungary, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Tech-support, Own-child, White, Male,0,0,40, Haiti, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,15, Cuba, <=50K
54, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,7298,0,40, Hong, >50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Yugoslavia, <=50K
51, Private, Bachelors, Separated, Craft-repair, Husband, Other, Male,0,0,54, Philippines, <=50K
38, Private, HS-grad, Separated, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Italy, >50K
45, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
55, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Hungary, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,7687,0,40, Yugoslavia, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,86, Laos, >50K
66, Self-emp-not-inc, Some-college, Widowed, Tech-support, Not-in-family, White, Female,0,0,25, Cambodia, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, Peru, <=50K
36, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
19, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,20, Mexico, <=50K
47, Private, Some-college, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,3086,0,40, Nicaragua, <=50K
29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, Canada, <=50K
45, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,3894,0,40, Trinadad&Tobago, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Black, Male,0,0,40, Italy, <=50K
24, Private, 12th, Never-married, Craft-repair, Own-child, White, Female,0,0,45, El-Salvador, <=50K
55, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,2402,50, United-States, >50K
31, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,45, Vietnam, <=50K
30, Federal-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Cambodia, <=50K
34, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Poland, >50K
26, Self-emp-not-inc, 11th, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,50, Mexico, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Guatemala, >50K
39, Private, Assoc-acdm, Divorced, Prof-specialty, Wife, White, Male,0,0,40, Japan, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Philippines, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,29, Jamaica, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,64, Puerto-Rico, <=50K
30, Private, 12th, Never-married, Other-service, Own-child, Other, Female,0,1883,40, Jamaica, <=50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, China, <=50K
21, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, Haiti, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,10, United-States, <=50K
44, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, >50K
47, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,32, Jamaica, <=50K
37, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
54, State-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, Haiti, <=50K
35, Private, Bachelors, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Ireland, <=50K
31, Private, 7th-8th, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
47, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,45, Hungary, >50K
25, Private, 1st-4th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Hong, <=50K
51, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,50, Hungary, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Haiti, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Peru, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Trinadad&Tobago, >50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Ireland, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,99999,0,40, United-States, >50K
67, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
38, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1978,50, Honduras, >50K
42, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Jamaica, <=50K
30, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Black, Male,0,0,40, China, <=50K
49, Private, 10th, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,40, South, <=50K
41, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,25, Scotland, >50K
26, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,50, Columbia, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,29, United-States, <=50K
