28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,8, United-States, <=50K
59, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
64, Private, Some-college, Widowed, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
19, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,44, United-States, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
42, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
30, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
72, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,19, United-States, >50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,35, United-States, >50K
50, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
49, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
54, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
19, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,12, United-States, <=50K
33, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,38, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
61, Local-gov, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,15024,0,38, United-States, >50K
31, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,93, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,4091,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,3734,0,50, United-States, <=50K
17, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,20, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Prof-school, Never-married, Transport-moving, Not-in-family, White, Male,0,0,81, United-States, >50K
35, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, >50K
24, Private, 12th, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,25, United-States, <=50K
49, Private, HS-grad, Married-spouse-absent, Adm-clerical, Husband, White, Male,0,1977,40, United-States, >50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,8, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, 10th, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
50, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
39, Local-gov, 9th, Married-civ-spouse, Craft-repair, Unmarried, White, Male,5013,0,50, United-States, <=50K
47, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
36, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Widowed, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,50, United-States, <=50K
68, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,50, United-States, >50K
37, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
49, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Divorced, Transport-moving, Wife, White, Male,0,0,36, United-States, <=50K
46, State-gov, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
52, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,36, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, Bachelors, Separated, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Self-emp-inc, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States, >50K
77, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3900,0,40, Yugoslavia, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, China, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7687,0,50, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
51, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,4769,0,48, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,45, United-States, >50K
52, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Honduras, >50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, 12th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
59, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
40, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, China, <=50K
55, Private, Prof-school, Divorced, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, >50K
40, Self-emp-not-inc, 11th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
77, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,20, United-States, >50K
43, Private, Assoc-voc, Divorced, Prof-specialty, Wife, White, Male,0,1893,45, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,60, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, Portugal, >50K
27, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, 9th, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,7, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,20, United-States, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,1887,50, United-States, <=50K
58, State-gov, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
30, Private, Bachelors, Never-married, Protective-serv, Husband, Other, Male,0,0,44, United-States, <=50K
57, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
63, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
35, Private, Assoc-voc, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, >50K
32, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Assoc-voc, Widowed, Exec-managerial, Wife, Black, Male,0,0,12, United-States, <=50K
54, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,69, United-States, <=50K
65, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Unmarried, White, Female,3335,0,25, United-States, >50K
39, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,1887,40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Japan, <=50K
36, Private, 10th, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
21, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
28, Private, Some-college, Never-married, Sales, Own-child, White, Female,13606,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,7687,0,30, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,48, United-States, >50K
69, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,25, United-States, >50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
45, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
34, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Cuba, >50K
52, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,45, United-States, >50K
32, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, <=50K
62, Self-emp-not-inc, Masters, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2096,60, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,50, United-States, >50K
29, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
