48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
47, Self-emp-inc, 10th, Separated, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
43, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
29, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Jamaica, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
81, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States, >50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
30, Federal-gov, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,8, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Male,0,0,48, United-States, <=50K
62, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, 9th, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, >50K
44, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Mexico, <=50K
33, Private, Some-college, Married-spouse-absent, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,60, United-States, >50K
40, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1740,40, United-States, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Wife, Black, Male,0,0,40, Mexico, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,52, United-States, >50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,65, United-States, <=50K
40, Local-gov, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
39, State-gov, Preschool, Divorced, Adm-clerical, Unmarried, White, Female,0,0,10, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,16, United-States, <=50K
52, Private, HS-grad, Divorced, Sales, Wife, Black, Female,0,0,40, Japan, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
46, Self-emp-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
37, Federal-gov, 7th-8th, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
22, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Self-emp-not-inc, Prof-school, Never-married, Exec-managerial, Wife, White, Female,0,0,99, United-States, >50K
22, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,32, United-States, <=50K
46, Without-pay, Masters, Never-married, Prof-specialty, Husband, White, Male,5178,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
56, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,55, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Black, Male,15024,0,40, United-States, >50K
25, Private, Some-college, Never-married, Protective-serv, Own-child, Black, Female,0,0,24, Mexico, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,38, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Local-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
44, State-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
29, Local-gov, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,20, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Wife, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, United-States, >50K
18, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
41, Federal-gov, 10th, Divorced, Exec-managerial, Not-in-family, White, Male,0,1603,40, United-States, <=50K
60, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,8621,0,58, United-States, >50K
20, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
39, Local-gov, Masters, Married-civ-spouse, Sales, Wife, White, Female,0,0,60, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Wife, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
19, State-gov, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
27, Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,60, United-States, <=50K
50, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
41, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7117,0,40, United-States, <=50K
47, Private, Assoc-acdm, Widowed, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
45, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
32, Private, HS-grad, Never-married, Protective-serv, Wife, White, Male,7298,0,35, United-States, >50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
38, Local-gov, 10th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,42, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
29, Private, Some-college, Separated, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
56, Federal-gov, 12th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
34, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, Some-college, Widowed, Transport-moving, Not-in-family, White, Female,0,0,38, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7687,0,45, United-States, >50K
36, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,50, United-States, <=50K
53, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,1887,40, United-States, <=50K
35, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,72, United-States, >50K
46, Local-gov, 12th, Divorced, Adm-clerical, Unmarried, White, Male,0,1727,44, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Transport-moving, Wife, White, Male,0,0,30, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,24, Hungary, <=50K
27, Private, Doctorate, Married-AF-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1905,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,70, United-States, >50K
58, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,3967,0,40, United-States, <=50K
51, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
49, Private, Bachelors, Married-spouse-absent, Protective-serv, Wife, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, China, <=50K
36, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,1, United-States, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
25, Private, Some-college, Never-married, Sales, Wife, Black, Male,0,0,38, United-States, <=50K
75, Private, 7th-8th, Separated, Adm-clerical, Not-in-family, White, Female,0,0,8, Hong, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,50, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,50, United-States, <=50K
39, Federal-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, China, >50K
26, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,20, United-States, <=50K
38, State-gov, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
51, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1669,65, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
72, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2370,30, United-States, >50K
39, Private, Assoc-acdm, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
18, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,12, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, United-States, <=50K
43, State-gov, HS-grad, Separated, Farming-fishing, Unmarried, White, Female,0,0,50, United-States, <=50K
50, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
65, Local-gov, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,15, Trinadad&Tobago, <=50K
51, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,1902,50, United-States, <=50K
32, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
49, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
43, Private, Bachelors, Separated, Exec-managerial, Wife, Black, Male,0,0,45, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, Jamaica, <=50K
61, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,12, Philippines, <=50K
40, Private, Masters, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
70, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1618,40, United-States, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,38, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,24, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
42, Private, 9th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, Dominican-Republic, <=50K
28, Local-gov, Bachelors, Married-civ-spouse, Armed-Forces, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
22, Federal-gov, 12th, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,44, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,6, United-States, <=50K
