26, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
35, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Female,0,0,40, Thailand, <=50K
33, Private, 11th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Ecuador, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,64, Canada, <=50K
34, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,1740,35, Yugoslavia, >50K
21, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,10, Thailand, <=50K
55, Private, HS-grad, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
26, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Philippines, <=50K
33, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,1593,40, Guatemala, >50K
30, Private, 9th, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
31, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, Jamaica, <=50K
31, Private, 11th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
46, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,29, France, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Germany, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Ireland, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, >50K
25, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
56, Private, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,45, Jamaica, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Ecuador, <=50K
22, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, White, Female,0,0,10, Taiwan, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,50, Cuba, <=50K
57, Private, Assoc-acdm, Widowed, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Germany, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,43, Taiwan, >50K
31, Local-gov, Assoc-acdm, Never-married, Transport-moving, Unmarried, White, Female,0,0,45, Canada, <=50K
36, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,1977,35, Dominican-Republic, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Honduras, >50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Italy, >50K
29, Private, Bachelors, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, 9th, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
42, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Columbia, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,47, China, <=50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, Hungary, >50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,7687,0,45, Trinadad&Tobago, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, Haiti, <=50K
50, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Guatemala, >50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Trinadad&Tobago, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,70, Canada, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,73, England, <=50K
61, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,69, Thailand, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, Taiwan, <=50K
42, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Thailand, <=50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, South, <=50K
44, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, France, <=50K
31, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1978,51, China, >50K
43, Federal-gov, 1st-4th, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, Jamaica, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Thailand, <=50K
32, Local-gov, Masters, Never-married, Prof-specialty, Unmarried, White, Female,15024,0,50, Puerto-Rico, >50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1848,40, Iran, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Thailand, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,45, England, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Trinadad&Tobago, >50K
44, State-gov, HS-grad, Never-married, Prof-specialty, Wife, White, Male,8942,0,40, Trinadad&Tobago, >50K
55, Without-pay, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, El-Salvador, <=50K
40, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,20, Greece, <=50K
37, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,32, Puerto-Rico, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Thailand, >50K
48, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,37, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Portugal, >50K
21, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, South, <=50K
58, Private, Masters, Separated, Sales, Unmarried, White, Female,0,0,40, Philippines, <=50K
31, Private, 9th, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Taiwan, <=50K
42, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,48, China, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Portugal, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
32, State-gov, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,20, India, <=50K
56, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, >50K
62, Local-gov, 11th, Widowed, Other-service, Unmarried, White, Female,0,0,29, Taiwan, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, El-Salvador, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Honduras, <=50K
58, Private, 10th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,29, Germany, <=50K
36, Local-gov, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,29, Nicaragua, <=50K
67, Private, HS-grad, Separated, Other-service, Wife, White, Female,0,0,20, Italy, <=50K
25, Private, Prof-school, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, India, <=50K
37, Private, Bachelors, Married-spouse-absent, Tech-support, Not-in-family, White, Female,0,0,29, Outlying-US(Guam-USVI-etc), <=50K
41, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, Columbia, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,47, Haiti, <=50K
41, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,48, Italy, >50K
37, Federal-gov, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,10584,0,40, Hong, <=50K
49, Federal-gov, 7th-8th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Japan, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,7, Portugal, <=50K
35, Private, 9th, Never-married, Other-service, Other-relative, Black, Male,0,0,40, Columbia, <=50K
28, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Japan, >50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,2138,0,50, Haiti, <=50K
27, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, Haiti, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hong, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Jamaica, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Laos, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
45, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,27687,0,36, Trinadad&Tobago, >50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,3900,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, India, <=50K
33, Private, 11th, Never-married, Exec-managerial, Husband, White, Male,0,0,35, Cuba, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,15, Vietnam, <=50K
30, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,7, Honduras, >50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,29, Philippines, >50K
59, State-gov, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,25, Italy, <=50K
22, Private, 11th, Never-married, Tech-support, Unmarried, White, Female,0,0,40, Peru, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
58, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,10, India, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,60, Portugal, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,60, Iran, <=50K
34, Local-gov, 11th, Divorced, Prof-specialty, Wife, White, Female,0,0,40, Iran, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Thailand, >50K
43, Private, Assoc-voc, Divorced, Other-service, Unmarried, Black, Female,0,0,29, Peru, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, >50K
26, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
21, Local-gov, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, India, <=50K
18, Private, Assoc-acdm, Never-married, Sales, Other-relative, White, Female,0,0,29, Mexico, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, Scotland, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,3908,0,48, Poland, >50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, Thailand, >50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, El-Salvador, <=50K
58, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
43, Federal-gov, HS-grad, Divorced, Protective-serv, Other-relative, White, Female,0,1765,40, Taiwan, <=50K
32, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Iran, >50K
33, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Hong, >50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,35, South, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Yugoslavia, <=50K
38, Private, HS-grad, Separated, Adm-clerical, Own-child, Black, Female,0,0,40, Canada, <=50K
27, Private, Bachelors, Divorced, Handlers-cleaners, Husband, White, Male,0,0,35, Honduras, >50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, Columbia, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Haiti, >50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Yugoslavia, <=50K
51, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
38, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, >50K
45, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
55, Private, 9th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, Honduras, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,8924,0,40, Yugoslavia, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,85, Jamaica, >50K
66, Self-emp-not-inc, Some-college, Widowed, Tech-support, Not-in-family, White, Female,0,0,25, Cambodia, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,50, Nicaragua, >50K
36, Private, Assoc-voc, Never-married, Farming-fishing, Husband, White, Male,0,0,40, Haiti, <=50K
19, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,20, Japan, <=50K
47, Private, Some-college, Separated, Tech-support, Unmarried, Black, Male,3091,0,40, Japan, <=50K
29, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Canada, <=50K
45, Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Male,3348,0,40, Scotland, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, Iran, <=50K
24, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,45, Ecuador, <=50K
55, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2427,50, Trinadad&Tobago, >50K
31, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,45, Vietnam, <=50K
30, Federal-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cambodia, <=50K
34, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Peru, >50K
26, Self-emp-not-inc, 11th, Divorced, Adm-clerical, Own-child, White, Female,0,0,50, Japan, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Greece, >50K
39, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Italy, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Nicaragua, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,29, Ireland, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,65, Philippines, <=50K
31, Private, 1st-4th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,1781,40, Ireland, <=50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, China, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Greece, <=50K
22, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,11, South, <=50K
44, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
47, Private, Some-college, Separated, Other-service, Unmarried, White, Male,0,0,32, Iran, <=50K
37, Private, Assoc-acdm, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,40, Hong, <=50K
54, State-gov, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Guatemala, <=50K
35, Private, Bachelors, Separated, Sales, Not-in-family, White, Male,0,0,50, India, <=50K
31, Private, 11th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Columbia, <=50K
47, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Hong, >50K
25, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, Honduras, <=50K
52, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, Honduras, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Guatemala, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, South, <=50K
49, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Scotland, >50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, >50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,99999,0,40, Trinadad&Tobago, >50K
67, Self-emp-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
38, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,50, Honduras, >50K
42, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Ireland, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
48, Private, 10th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Poland, <=50K
41, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,25, Poland, <=50K
26, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Columbia, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,60, Poland, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,65, Taiwan, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, Vietnam, >50K
22, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,25, El-Salvador, <=50K
30, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Jamaica, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Female,92347,0,50, Iran, >50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Iran, <=50K
39, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, Cambodia, <=50K
69, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,20, Hong, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Haiti, <=50K
33, Local-gov, 7th-8th, Never-married, Other-service, Not-in-family, Black, Male,0,0,29, Hungary, <=50K
44, Private, Some-college, Separated, Other-service, Unmarried, Black, Female,0,0,40, South, <=50K
