37, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,7687,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Columbia, >50K
32, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,25, England, <=50K
28, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,40, Ecuador, <=50K
39, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,50, Greece, <=50K
34, Private, HS-grad, Separated, Craft-repair, Husband, Black, Female,0,0,40, Canada, <=50K
36, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,60, Canada, >50K
25, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Yugoslavia, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,24, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Thailand, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,60, England, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Haiti, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Haiti, <=50K
52, State-gov, HS-grad, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,35, El-Salvador, <=50K
48, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,65, Ecuador, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Philippines, <=50K
58, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,15024,0,60, Nicaragua, >50K
27, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,45, Nicaragua, <=50K
52, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,60, Germany, >50K
29, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, 12th, Never-married, Other-service, Own-child, Other, Male,0,0,10, Scotland, <=50K
23, Local-gov, Assoc-acdm, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, France, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, India, <=50K
32, Federal-gov, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
43, Private, Bachelors, Widowed, Other-service, Unmarried, Other, Male,0,1530,48, Mexico, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,44, Hungary, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Yugoslavia, <=50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Dominican-Republic, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Ecuador, >50K
22, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, Ireland, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,45, Poland, >50K
31, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,4746,0,40, Dominican-Republic, >50K
50, Self-emp-not-inc, 7th-8th, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,7687,0,40, Mexico, >50K
51, Self-emp-inc, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,30, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,38, El-Salvador, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,3811,0,15, Canada, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,54, Yugoslavia, <=50K
27, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
32, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Guatemala, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,16, Scotland, <=50K
47, Self-emp-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,54, Honduras, >50K
54, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
28, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Laos, <=50K
53, Self-emp-inc, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, Ireland, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7388,0,40, Germany, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,7409,0,60, Greece, >50K
25, Private, Prof-school, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,20, Jamaica, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
57, Local-gov, 7th-8th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,7687,0,45, Mexico, >50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,42, El-Salvador, <=50K
22, Private, Bachelors, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,7687,0,60, Dominican-Republic, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Greece, <=50K
51, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,48, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,8, Hong, <=50K
45, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,1953,35, Jamaica, >50K
27, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
52, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, HS-grad, Divorced, Tech-support, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,5023,0,40, China, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, India, >50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,36, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
39, State-gov, Masters, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, Haiti, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
52, Private, Masters, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
29, Self-emp-not-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, England, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,1845,35, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,54, Thailand, >50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,45, Germany, >50K
33, Local-gov, Bachelors, Divorced, Machine-op-inspct, Unmarried, Black, Male,2621,0,40, Columbia, <=50K
27, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, Mexico, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,15, Jamaica, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, >50K
27, Private, HS-grad, Never-married, Tech-support, Husband, Black, Male,5015,0,40, France, <=50K
28, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,44, Honduras, <=50K
44, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
31, State-gov, Some-college, Never-married, Protective-serv, Husband, White, Male,4064,0,45, Honduras, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,7687,0,40, El-Salvador, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, Guatemala, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,15, Taiwan, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Widowed, Handlers-cleaners, Own-child, White, Male,0,0,40, Poland, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Scotland, >50K
32, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,43, Trinadad&Tobago, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Portugal, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,1671,60, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,50, China, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,50, Taiwan, <=50K
53, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, Poland, <=50K
34, State-gov, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, Ireland, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, Mexico, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
24, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Hong, <=50K
62, Private, 10th, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,10, Greece, <=50K
31, Federal-gov, Prof-school, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Philippines, >50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Japan, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Iran, <=50K
29, Private, Bachelors, Never-married, Tech-support, Not-in-family, Other, Male,0,0,44, Portugal, <=50K
46, Private, Masters, Divorced, Other-service, Unmarried, White, Male,0,0,40, Cuba, <=50K
21, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Honduras, <=50K
38, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, United-States, <=50K
68, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,2413,75, Japan, >50K
35, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Hungary, <=50K
33, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
50, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,1902,60, Poland, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Cuba, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Mexico, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Honduras, >50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, Honduras, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,7687,0,45, Dominican-Republic, >50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Hungary, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Laos, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,14177,0,45, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Nicaragua, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,1977,50, Portugal, <=50K
66, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Ireland, <=50K
38, Private, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, Vietnam, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,6810,0,95, Hong, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, >50K
53, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Laos, >50K
35, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Portugal, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,4806,0,40, Vietnam, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, Ireland, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,1600,45, El-Salvador, >50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Taiwan, >50K
30, Private, Bachelors, Separated, Tech-support, Wife, Other, Male,0,0,40, Italy, >50K
24, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Italy, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Portugal, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Peru, >50K
75, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Not-in-family, Other, Female,0,0,12, Haiti, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, England, <=50K
27, Private, 10th, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,48, Peru, <=50K
41, Local-gov, Some-college, Never-married, Adm-clerical, Wife, Other, Female,4401,0,15, Thailand, >50K
30, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,12, Puerto-Rico, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,52, United-States, >50K
65, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
47, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,8039,0,70, Portugal, >50K
45, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,79, United-States, >50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, Italy, <=50K
65, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,10530,0,40, Hungary, >50K
21, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,60, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Yugoslavia, >50K
31, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,50, Haiti, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, Cuba, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,14893,0,54, Hong, >50K
40, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,30, Vietnam, <=50K
40, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,70, Philippines, <=50K
38, Private, Some-college, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,35, Italy, <=50K
45, Self-emp-not-inc, Assoc-voc, Separated, Adm-clerical, Unmarried, White, Male,7298,0,40, Thailand, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Hungary, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Yugoslavia, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Laos, <=50K
42, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1733,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
42, Federal-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,65, Mexico, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,5178,0,38, Canada, >50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,50, Italy, <=50K
25, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, El-Salvador, <=50K
24, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Protective-serv, Unmarried, Asian-Pac-Islander, Male,0,0,45, Vietnam, <=50K
58, Federal-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Cambodia, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,50, Poland, >50K
65, State-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,8, Mexico, >50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,19, Guatemala, <=50K
35, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Male,0,0,40, Japan, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, Black, Female,0,0,54, Philippines, <=50K
30, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Jamaica, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,34, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, Puerto-Rico, <=50K
69, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,2345,12, Jamaica, >50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, China, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Haiti, >50K
51, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Ireland, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,24, Jamaica, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,36, India, <=50K
20, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, Haiti, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ireland, <=50K
37, Private, 7th-8th, Divorced, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,15, Columbia, <=50K
42, Private, HS-grad, Divorced, Sales, Unmarried, Other, Male,0,0,38, Hungary, <=50K
21, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, Hong, <=50K
43, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,60, Hungary, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Haiti, >50K
46, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Own-child, Other, Male,0,0,52, Peru, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Thailand, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Ireland, >50K
34, Private, HS-grad, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
44, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,45, Yugoslavia, <=50K
49, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,99999,0,67, Hong, >50K
40, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,0,99, Japan, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, China, <=50K
