21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,24, Ecuador, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,8, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,35, United-States, <=50K
22, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, El-Salvador, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, Canada, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
62, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,3, Guatemala, <=50K
18, Private, Masters, Never-married, Other-service, Own-child, White, Male,0,0,20, South, <=50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Honduras, >50K
35, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, Trinadad&Tobago, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,1907,54, Mexico, >50K
56, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,2202,40, Italy, <=50K
51, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, Greece, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,80, Guatemala, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,45, Japan, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,40, Nicaragua, >50K
25, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,38, Mexico, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Wife, Other, Female,0,0,30, El-Salvador, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
35, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Guatemala, <=50K
40, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, >50K
60, Local-gov, 7th-8th, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,35, China, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,50, Ecuador, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,50, Japan, >50K
33, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,50, Cuba, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,3618,0,40, China, >50K
25, Private, Some-college, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,40, India, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Other-relative, Asian-Pac-Islander, Male,0,0,50, Holand-Netherlands, >50K
25, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Other, Male,0,0,40, Holand-Netherlands, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,35, China, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,16, France, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Other, Female,0,0,60, United-States, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,45, United-States, >50K
75, Self-emp-inc, HS-grad, Widowed, Tech-support, Husband, White, Female,0,0,10, Greece, >50K
29, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Columbia, >50K
41, Federal-gov, 7th-8th, Divorced, Protective-serv, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,15, United-States, <=50K
59, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
23, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,75, Japan, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,66, United-States, >50K
31, Private, HS-grad, Never-married, Sales, Husband, Other, Female,0,0,40, Germany, <=50K
42, State-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1977,45, Honduras, >50K
26, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,95, United-States, >50K
50, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Without-pay, Prof-school, Separated, Prof-specialty, Husband, White, Male,0,0,50, Honduras, <=50K
38, Private, Bachelors, Divorced, Handlers-cleaners, Husband, Black, Male,0,0,50, England, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,20, Haiti, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Trinadad&Tobago, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, United-States, >50K
29, Private, Some-college, Separated, Exec-managerial, Own-child, White, Male,0,0,38, Portugal, <=50K
41, Private, Bachelors, Never-married, Sales, Husband, Black, Male,0,0,42, Taiwan, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
39, Private, Prof-school, Married-spouse-absent, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
43, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,32, China, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Male,0,0,60, Thailand, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,0,0,30, Portugal, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
29, Private, Prof-school, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Nicaragua, <=50K
45, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Preschool, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,3121,0,99, France, >50K
51, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Hungary, <=50K
28, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
22, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Black, Female,0,0,20, Poland, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,1438,50, Laos, >50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,1842,40, Ireland, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,3103,0,50, Cuba, >50K
29, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Honduras, <=50K
20, Private, Some-college, Never-married, Protective-serv, Husband, Black, Female,0,0,43, United-States, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Laos, >50K
65, Federal-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
22, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
37, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,16, Cuba, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,35, Hong, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, Hong, <=50K
55, Self-emp-not-inc, HS-grad, Married-spouse-absent, Sales, Husband, Asian-Pac-Islander, Female,0,0,35, Ecuador, <=50K
30, Private, Masters, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,40, India, <=50K
54, Private, Bachelors, Divorced, Other-service, Husband, Black, Female,0,0,40, Mexico, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,1312,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, Puerto-Rico, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,1887,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Italy, >50K
54, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
76, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,12, Vietnam, <=50K
19, Private, 12th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Hungary, >50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Mexico, >50K
37, Private, Assoc-voc, Married-civ-spouse, Tech-support, Own-child, White, Male,7687,0,60, Scotland, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,30, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Other, Female,7687,0,40, El-Salvador, >50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,54, Thailand, >50K
59, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,1887,50, Italy, <=50K
42, Local-gov, 11th, Married-civ-spouse, Other-service, Not-in-family, Black, Male,7298,0,50, Jamaica, <=50K
50, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Puerto-Rico, >50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,30, Philippines, <=50K
63, Self-emp-not-inc, Some-college, Married-spouse-absent, Craft-repair, Unmarried, Other, Female,0,0,40, Holand-Netherlands, >50K
48, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,45, England, <=50K
37, Local-gov, 5th-6th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
33, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,50, Philippines, >50K
47, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, >50K
38, Private, Some-college, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Scotland, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
36, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, England, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Scotland, >50K
28, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
65, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,10, Italy, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, India, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Other, Male,0,0,40, United-States, <=50K
55, State-gov, Bachelors, Divorced, Transport-moving, Husband, Other, Male,0,0,45, Yugoslavia, >50K
53, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Canada, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,20, Hungary, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
31, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, Holand-Netherlands, <=50K
37, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,3103,0,40, Cuba, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,40, Hong, <=50K
19, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,15, Vietnam, <=50K
34, Private, Bachelors, Separated, Adm-clerical, Own-child, Other, Male,0,0,40, Poland, <=50K
40, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
48, Self-emp-not-inc, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hungary, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, Yugoslavia, <=50K
19, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, Laos, <=50K
29, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,40, Cambodia, <=50K
22, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Philippines, <=50K
30, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,99, Honduras, >50K
23, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
38, Private, Some-college, Never-married, Tech-support, Wife, Asian-Pac-Islander, Male,5210,0,40, Outlying-US(Guam-USVI-etc), >50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Canada, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,42, Jamaica, <=50K
43, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,60, El-Salvador, >50K
35, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,48, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, Vietnam, >50K
36, Federal-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,3103,0,43, Cambodia, <=50K
58, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,1977,50, Puerto-Rico, >50K
29, State-gov, 11th, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,25, Nicaragua, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, Haiti, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,55, Laos, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Poland, <=50K
42, Local-gov, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Scotland, <=50K
44, Private, 1st-4th, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,35, Japan, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,24, China, <=50K
22, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, Holand-Netherlands, <=50K
41, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,40, United-States, >50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Ireland, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Jamaica, <=50K
21, Private, 12th, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, Iran, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
29, Private, Bachelors, Separated, Protective-serv, Husband, Amer-Indian-Eskimo, Male,3338,0,45, Ireland, >50K
58, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,7, Cuba, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,50, Hungary, >50K
41, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,45, Hungary, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,10, Hungary, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,20, Holand-Netherlands, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,40, Philippines, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,3334,0,40, United-States, >50K
29, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Female,0,0,38, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Italy, <=50K
63, Private, Bachelors, Widowed, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
53, Private, Assoc-acdm, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,20, Hong, <=50K
38, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Japan, <=50K
28, Private, Bachelors, Separated, Adm-clerical, Own-child, Black, Male,0,0,20, China, <=50K
25, Private, 10th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,48, Taiwan, <=50K
