56, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
60, Local-gov, 11th, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,7298,0,50, United-States, >50K
47, Private, Doctorate, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,1977,60, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,1902,40, United-States, <=50K
47, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
48, Private, 9th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Local-gov, 9th, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,35, Jamaica, <=50K
43, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, >50K
32, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,30, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Mexico, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,2009,0,45, Mexico, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,65, United-States, >50K
50, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Protective-serv, Unmarried, Black, Female,0,0,40, Mexico, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,7687,0,40, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
36, Private, HS-grad, Married-spouse-absent, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Mexico, <=50K
38, Federal-gov, 7th-8th, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,7687,0,50, United-States, >50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,1760,50, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,46, United-States, <=50K
42, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,1400,0,35, United-States, <=50K
50, Without-pay, Masters, Widowed, Prof-specialty, Husband, White, Male,4455,0,40, United-States, <=50K
51, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,84, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, Some-college, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, Masters, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
62, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
38, Private, Masters, Never-married, Craft-repair, Husband, White, Female,0,0,48, United-States, <=50K
40, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
38, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,3624,0,79, United-States, <=50K
18, Private, 10th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,16, United-States, <=50K
54, Local-gov, Masters, Divorced, Transport-moving, Not-in-family, White, Female,0,0,52, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,25, United-States, <=50K
27, Self-emp-inc, Masters, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, South, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,47, United-States, >50K
31, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
54, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,70, United-States, >50K
24, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Female,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,2864,0,28, United-States, <=50K
46, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,18, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
56, State-gov, Some-college, Divorced, Protective-serv, Unmarried, Black, Male,0,0,30, United-States, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,3137,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
26, Private, 5th-6th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,35, United-States, <=50K
25, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
45, Private, 7th-8th, Divorced, Transport-moving, Unmarried, White, Male,0,0,35, United-States, >50K
38, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,1973,45, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,5178,0,20, United-States, >50K
26, Private, HS-grad, Never-married, Protective-serv, Unmarried, White, Male,0,0,40, United-States, >50K
63, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, 10th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,70, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,36, United-States, <=50K
45, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
42, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
71, Local-gov, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
51, Private, Some-college, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,45, United-States, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Private, 12th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Protective-serv, Husband, White, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,70, United-States, <=50K
19, State-gov, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,17, United-States, <=50K
31, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,35, Hong, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
62, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
43, Private, Bachelors, Widowed, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
61, Private, Masters, Widowed, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
46, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,43, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,32, Yugoslavia, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, China, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,84, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,43, United-States, >50K
34, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
67, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Wife, White, Female,0,0,38, United-States, <=50K
37, Local-gov, 11th, Never-married, Craft-repair, Unmarried, White, Female,0,0,30, United-States, <=50K
55, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
26, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, Columbia, <=50K
34, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
53, State-gov, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,15024,0,36, United-States, >50K
52, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
55, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,54, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,15022,0,99, United-States, >50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,16, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,38, Mexico, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
54, Private, 7th-8th, Widowed, Exec-managerial, Unmarried, White, Male,0,0,32, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
25, State-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
90, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,8231,0,50, Taiwan, >50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,75, United-States, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Assoc-voc, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
62, Private, Bachelors, Widowed, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Mexico, <=50K
29, Private, 10th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7284,0,50, United-States, >50K
36, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Poland, <=50K
31, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,48, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, White, Male,3609,0,40, United-States, >50K
45, Private, Doctorate, Married-civ-spouse, Other-service, Wife, White, Male,0,2001,50, United-States, >50K
18, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,42, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1848,40, United-States, >50K
29, Private, 9th, Never-married, Craft-repair, Husband, White, Female,0,0,55, United-States, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,85, United-States, <=50K
50, Federal-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, <=50K
40, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,32, United-States, <=50K
62, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Husband, White, Female,0,0,60, United-States, >50K
40, Private, Doctorate, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,56, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
