30, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,48, Yugoslavia, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Mexico, >50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, >50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, Poland, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Hong, <=50K
33, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Private, Some-college, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, >50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,50, Japan, <=50K
30, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, England, >50K
44, State-gov, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, >50K
35, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
18, Local-gov, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,35, Cambodia, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, >50K
21, Self-emp-not-inc, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Haiti, <=50K
50, Private, 9th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Mexico, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Portugal, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Japan, <=50K
43, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Male,0,0,30, Taiwan, <=50K
57, Private, 1st-4th, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Laos, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, Columbia, <=50K
48, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Holand-Netherlands, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Other-relative, Other, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1710,99, United-States, <=50K
22, Self-emp-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Italy, <=50K
90, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, <=50K
20, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,1668,40, Ireland, <=50K
23, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Honduras, <=50K
19, Private, Assoc-voc, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Italy, <=50K
42, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
23, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Male,0,0,20, India, <=50K
20, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, India, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, India, <=50K
39, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,60, Honduras, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Portugal, >50K
50, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, 9th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,33, Jamaica, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Male,5301,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Vietnam, >50K
58, Self-emp-inc, Masters, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,45, Hong, <=50K
46, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Laos, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, China, <=50K
56, Private, 10th, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,26, Thailand, <=50K
30, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Cuba, <=50K
36, Private, Masters, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
