27, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,45, Germany, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,40, Peru, >50K
50, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,2174,0,48, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, >50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,5054,0,40, United-States, >50K
23, Private, Some-college, Never-married, Farming-fishing, Wife, Black, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Haiti, <=50K
59, State-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Wife, Black, Male,0,0,50, United-States, <=50K
39, Federal-gov, Some-college, Never-married, Handlers-cleaners, Husband, Other, Male,0,0,40, Cambodia, <=50K
55, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,54, United-States, <=50K
39, State-gov, 11th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
78, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, Laos, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1617,45, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Dominican-Republic, >50K
26, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
51, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
61, State-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,6, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,20, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,1342,50, Scotland, <=50K
57, State-gov, HS-grad, Widowed, Handlers-cleaners, Not-in-family, White, Male,0,0,35, Nicaragua, <=50K
29, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, >50K
56, Local-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, El-Salvador, >50K
21, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, Portugal, <=50K
62, Local-gov, 7th-8th, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Poland, <=50K
24, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, Poland, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
25, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, United-States, >50K
31, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Widowed, Other-service, Wife, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
54, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,65, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,2174,0,25, Philippines, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,1740,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, Columbia, <=50K
36, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, El-Salvador, <=50K
29, Private, Masters, Never-married, Prof-specialty, Own-child, Black, Female,14740,0,40, United-States, <=50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,30, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Wife, White, Female,0,0,48, United-States, >50K
68, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,0,0,25, Honduras, >50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,60, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,38, Haiti, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,44, Cambodia, >50K
52, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Portugal, >50K
