56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
20, Private, 10th, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,65, Laos, <=50K
66, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,12, Mexico, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,24, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,33, El-Salvador, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,4400,0,60, Canada, >50K
37, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,33, Yugoslavia, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Priv-house-serv, Husband, Amer-Indian-Eskimo, Female,0,0,20, Guatemala, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Scotland, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,50, Honduras, >50K
39, Private, Assoc-voc, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
29, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,52, Mexico, <=50K
59, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, <=50K
38, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Greece, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,43, Japan, <=50K
58, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,40, Nicaragua, <=50K
60, Local-gov, 12th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7212,0,50, Mexico, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1977,60, El-Salvador, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1887,40, Dominican-Republic, <=50K
47, Private, Bachelors, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
44, Local-gov, Assoc-acdm, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,35, China, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Jamaica, >50K
32, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, Cuba, <=50K
60, Private, Doctorate, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,2389,0,40, China, >50K
39, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, India, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
56, Local-gov, Doctorate, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,2043,60, Haiti, >50K
50, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,62, Haiti, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, England, >50K
22, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, Masters, Separated, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,44, Trinadad&Tobago, >50K
36, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Greece, >50K
20, Private, 12th, Never-married, Other-service, Own-child, Black, Male,0,0,20, Columbia, <=50K
37, Federal-gov, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,7687,0,50, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1887,50, South, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Jamaica, <=50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, Private, HS-grad, Married-spouse-absent, Sales, Husband, Other, Male,0,0,40, France, <=50K
30, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
42, Self-emp-inc, HS-grad, Separated, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,1421,0,30, United-States, <=50K
48, Without-pay, Masters, Widowed, Prof-specialty, Not-in-family, White, Male,4249,0,40, Honduras, <=50K
52, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,82, El-Salvador, >50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,45, Guatemala, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, Thailand, <=50K
62, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,40, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, Poland, <=50K
21, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,40, South, <=50K
38, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
18, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
33, Private, Assoc-voc, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Taiwan, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Poland, <=50K
62, State-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
38, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Nicaragua, <=50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
36, State-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,3931,0,73, Hong, <=50K
18, Private, 10th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Greece, <=50K
54, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,50, Philippines, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,24, Laos, >50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
38, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Portugal, >50K
26, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,40, Cuba, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1592,40, Honduras, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, Japan, >50K
31, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, India, <=50K
54, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,27, Portugal, <=50K
49, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Cuba, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,65, Mexico, >50K
24, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
26, Private, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Honduras, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, >50K
41, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,40, Hungary, <=50K
59, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Laos, <=50K
58, State-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,3137,0,25, United-States, <=50K
46, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,16, Outlying-US(Guam-USVI-etc), <=50K
35, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Portugal, <=50K
57, State-gov, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2174,0,50, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
26, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
63, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,50, Hungary, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,33, Puerto-Rico, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Laos, >50K
45, Private, 7th-8th, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,33, Portugal, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1977,44, Vietnam, >50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Female,4820,0,20, El-Salvador, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Taiwan, <=50K
63, Private, HS-grad, Separated, Transport-moving, Husband, Other, Male,0,0,40, Italy, <=50K
46, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,65, Jamaica, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,1866,36, United-States, <=50K
45, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,60, Portugal, >50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,30, Peru, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Haiti, >50K
48, Private, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,43, England, <=50K
42, Local-gov, 7th-8th, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, Ireland, <=50K
47, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,60, Peru, >50K
71, Private, Masters, Widowed, Adm-clerical, Unmarried, Other, Female,0,0,20, Thailand, >50K
55, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,45, Puerto-Rico, >50K
51, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, El-Salvador, >50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,42, Portugal, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, >50K
27, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,67, United-States, <=50K
19, State-gov, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,16, Yugoslavia, <=50K
31, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,33, Canada, <=50K
28, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
62, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, Haiti, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Hong, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,40, Yugoslavia, >50K
43, Private, Bachelors, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,40, Philippines, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,20, Italy, <=50K
46, Self-emp-not-inc, Assoc-voc, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,60, Thailand, <=50K
42, Private, Bachelors, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
29, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,30, Yugoslavia, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, Laos, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, Peru, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Honduras, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, Mexico, >50K
34, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,50, Nicaragua, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
67, Private, Doctorate, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,29, Trinadad&Tobago, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Wife, Black, Male,0,0,36, Italy, <=50K
37, Private, 7th-8th, Never-married, Exec-managerial, Unmarried, White, Female,0,0,30, El-Salvador, >50K
55, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,35, Vietnam, <=50K
26, Federal-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,45, Cambodia, <=50K
34, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
52, State-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Other, Female,15024,0,35, Mexico, >50K
52, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Japan, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,50, Philippines, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,99, Italy, >50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,16, United-States, <=50K
42, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
49, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,50, Jamaica, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,35, China, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,20, Haiti, <=50K
54, Private, 9th, Widowed, Craft-repair, Unmarried, Black, Male,0,0,30, Trinadad&Tobago, <=50K
45, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,44, Ireland, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
25, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Honduras, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, >50K
90, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,28486,0,54, Columbia, >50K
25, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,70, Hungary, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, Hong, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Hungary, >50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,24, Haiti, <=50K
22, State-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,20, Peru, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Ireland, <=50K
62, Private, Bachelors, Widowed, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,60, Hong, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Japan, >50K
29, Private, Bachelors, Separated, Adm-clerical, Own-child, Black, Male,0,0,40, China, <=50K
29, Private, 10th, Never-married, Farming-fishing, Own-child, Other, Male,0,0,40, South, <=50K
59, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,45, Scotland, >50K
36, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Columbia, >50K
