63, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
51, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1948,38, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,6440,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
48, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,70, United-States, >50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, Yugoslavia, <=50K
18, Private, 5th-6th, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Canada, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
27, Local-gov, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,9, United-States, <=50K
70, Local-gov, Some-college, Widowed, Tech-support, Wife, White, Male,0,0,30, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, India, >50K
46, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,50, United-States, >50K
32, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, <=50K
26, Private, 12th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
64, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,24, United-States, >50K
40, Private, Some-college, Never-married, Sales, Wife, White, Male,0,1902,45, United-States, >50K
46, Federal-gov, Prof-school, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, China, <=50K
43, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,38, United-States, >50K
49, Self-emp-not-inc, 10th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Divorced, Other-service, Other-relative, White, Female,0,0,34, United-States, >50K
27, Private, 5th-6th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,27, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,46, United-States, >50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, 11th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
52, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
36, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,24, United-States, <=50K
38, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, Poland, <=50K
61, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
55, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,20, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,30, United-States, <=50K
34, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,54, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Separated, Craft-repair, Wife, Black, Male,0,0,29, United-States, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,1962,0,32, United-States, <=50K
30, Private, Prof-school, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,45, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Male,2592,0,40, Mexico, >50K
46, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
43, Private, Doctorate, Married-civ-spouse, Other-service, Wife, White, Male,0,1902,50, United-States, >50K
30, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,45, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
60, Self-emp-inc, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Cuba, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Federal-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Separated, Sales, Wife, White, Female,0,0,35, United-States, <=50K
21, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
57, Private, Doctorate, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, >50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,53, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
