38, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
60, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Dominican-Republic, >50K
19, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Germany, <=50K
43, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Canada, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
49, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,35, Taiwan, <=50K
52, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
41, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, El-Salvador, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, Guatemala, <=50K
40, State-gov, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Dominican-Republic, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,16, Nicaragua, <=50K
39, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, Japan, <=50K
32, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Japan, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,2915,0,50, France, >50K
21, Private, 11th, Never-married, Other-service, Husband, White, Female,0,0,15, Laos, <=50K
44, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Other, Male,0,0,53, Philippines, >50K
18, Local-gov, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, England, <=50K
25, Local-gov, Doctorate, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Hong, <=50K
54, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
35, Private, Assoc-voc, Widowed, Other-service, Wife, Black, Male,0,0,40, Jamaica, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Yugoslavia, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Cuba, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,60, Ecuador, <=50K
36, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
59, Private, Some-college, Divorced, Prof-specialty, Husband, Other, Female,0,0,46, Nicaragua, <=50K
20, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,32, Dominican-Republic, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Other, Female,0,0,12, Jamaica, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,504,0,42, Italy, >50K
45, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,35, South, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, Black, Female,0,0,40, Taiwan, <=50K
53, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,30, Ecuador, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,44, Canada, >50K
44, Private, HS-grad, Divorced, Exec-managerial, Husband, Other, Female,0,0,60, Yugoslavia, >50K
34, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,89, Greece, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,45, Philippines, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Haiti, >50K
40, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Portugal, <=50K
31, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, Jamaica, <=50K
21, Private, 11th, Never-married, Adm-clerical, Husband, White, Female,0,0,24, India, <=50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, France, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Husband, Other, Female,0,0,50, Germany, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, Jamaica, >50K
44, Local-gov, 5th-6th, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
47, Private, Doctorate, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,0,40, Ecuador, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
18, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,99999,0,20, Cuba, <=50K
46, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
52, Private, 5th-6th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,10, South, >50K
22, Private, 9th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,54, Dominican-Republic, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,60, Holand-Netherlands, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Iran, >50K
62, Self-emp-not-inc, Assoc-voc, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
33, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, Thailand, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,1441,40, Columbia, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,33, China, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,45, Hong, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
25, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Other, Male,0,0,40, Guatemala, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, Thailand, <=50K
58, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, Amer-Indian-Eskimo, Female,0,0,36, China, <=50K
22, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Male,0,0,20, England, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,5, Taiwan, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, South, <=50K
36, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,60, Taiwan, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,9141,0,40, Scotland, >50K
21, Private, HS-grad, Never-married, Sales, Other-relative, Other, Female,0,0,10, Germany, <=50K
45, Local-gov, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, China, >50K
24, Local-gov, 1st-4th, Married-civ-spouse, Protective-serv, Other-relative, Black, Female,0,0,40, Jamaica, <=50K
19, Private, Masters, Never-married, Other-service, Wife, Other, Female,0,0,15, Taiwan, <=50K
48, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
42, Self-emp-not-inc, Prof-school, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, Iran, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Thailand, >50K
38, Self-emp-inc, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,60, France, <=50K
20, State-gov, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,10, Haiti, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Taiwan, >50K
24, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, Taiwan, <=50K
59, Without-pay, HS-grad, Widowed, Prof-specialty, Husband, White, Female,0,0,3, Greece, <=50K
38, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, El-Salvador, <=50K
30, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,45, Greece, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Husband, Other, Female,0,0,50, Portugal, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Taiwan, >50K
22, Private, Some-college, Separated, Handlers-cleaners, Own-child, Other, Male,0,0,20, Nicaragua, <=50K
31, Private, HS-grad, Never-married, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
31, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,44, Scotland, <=50K
35, Private, Prof-school, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
47, Private, Assoc-acdm, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, >50K
36, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
90, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Portugal, <=50K
57, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
39, Private, Masters, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
45, Local-gov, 5th-6th, Never-married, Other-service, Wife, White, Male,0,0,15, Taiwan, <=50K
45, Self-emp-inc, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,51, El-Salvador, >50K
18, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,32, Holand-Netherlands, <=50K
38, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
41, Local-gov, HS-grad, Divorced, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
80, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Wife, Black, Female,0,0,20, Ireland, <=50K
43, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
29, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,51, Outlying-US(Guam-USVI-etc), <=50K
72, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,20, Columbia, >50K
62, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,10, Guatemala, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, Ireland, >50K
51, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Honduras, <=50K
24, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,45, Japan, <=50K
39, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,24, Outlying-US(Guam-USVI-etc), <=50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Cuba, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,44, Jamaica, >50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, Other, Male,0,0,40, Haiti, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Other-relative, White, Female,0,1695,40, Haiti, >50K
42, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
28, Private, Some-college, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Female,0,1666,30, Honduras, <=50K
19, Private, Bachelors, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,45, Italy, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
26, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
52, State-gov, Some-college, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Vietnam, <=50K
42, Private, Masters, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, >50K
37, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, <=50K
90, Private, 5th-6th, Widowed, Farming-fishing, Not-in-family, Black, Female,0,0,35, Holand-Netherlands, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
32, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,35, Italy, >50K
30, Private, 1st-4th, Divorced, Tech-support, Wife, White, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,5013,0,40, Vietnam, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,50, Ecuador, >50K
37, Self-emp-inc, Masters, Never-married, Sales, Other-relative, White, Male,0,0,71, Portugal, >50K
52, Private, HS-grad, Widowed, Transport-moving, Unmarried, Black, Male,0,0,40, India, <=50K
38, Private, 10th, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,52, Iran, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, South, <=50K
35, Private, Bachelors, Divorced, Other-service, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
34, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,7687,0,35, Laos, >50K
28, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Guatemala, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,35, El-Salvador, <=50K
40, Local-gov, 5th-6th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, India, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Laos, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,32, Puerto-Rico, >50K
47, Private, Some-college, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Peru, <=50K
55, Private, Some-college, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
30, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,50, El-Salvador, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,3175,0,40, Peru, >50K
28, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Taiwan, >50K
18, Private, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,10, India, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
51, Private, HS-grad, Divorced, Transport-moving, Wife, Other, Male,0,0,40, South, <=50K
65, State-gov, Doctorate, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,2413,40, Yugoslavia, >50K
62, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Canada, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,35, Holand-Netherlands, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7123,0,40, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,21, Guatemala, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Columbia, <=50K
60, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,40, Haiti, >50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Yugoslavia, <=50K
61, Private, Bachelors, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,46, Nicaragua, <=50K
55, Private, HS-grad, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,34, India, <=50K
22, Private, 9th, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, Puerto-Rico, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,44, Holand-Netherlands, >50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,40, Yugoslavia, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, Italy, >50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Cambodia, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Laos, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Haiti, <=50K
36, Local-gov, Some-college, Divorced, Sales, Not-in-family, Other, Female,0,0,30, Jamaica, <=50K
27, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,54, Canada, >50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
69, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,2367,25, South, >50K
17, Private, HS-grad, Never-married, Handlers-cleaners, Wife, Black, Female,0,0,18, India, <=50K
39, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, Ecuador, >50K
22, State-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,29, South, >50K
30, Private, Some-college, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
34, Federal-gov, Some-college, Separated, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,6, Cambodia, <=50K
61, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,30, Outlying-US(Guam-USVI-etc), >50K
59, State-gov, 12th, Divorced, Craft-repair, Unmarried, Other, Female,0,0,24, Jamaica, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, Other, Female,0,0,45, Greece, >50K
22, Private, 12th, Never-married, Other-service, Wife, Other, Female,0,0,30, Italy, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,5285,0,60, Laos, >50K
23, Private, HS-grad, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Peru, <=50K
28, Private, 12th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,50, Iran, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,7298,0,40, China, >50K
19, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, Guatemala, <=50K
42, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, Scotland, >50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, South, <=50K
33, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, Hungary, <=50K
33, Private, Some-college, Never-married, Priv-house-serv, Unmarried, Other, Male,0,0,40, Iran, <=50K
90, Self-emp-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,54, Honduras, <=50K
30, State-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
46, Self-emp-inc, Bachelors, Widowed, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,45, Hungary, <=50K
34, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, Columbia, <=50K
29, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Male,0,0,35, Honduras, <=50K
36, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Holand-Netherlands, <=50K
32, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Honduras, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, Guatemala, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,22, South, >50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1902,53, Puerto-Rico, >50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,24, India, <=50K
43, Private, Bachelors, Widowed, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,68, Yugoslavia, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,20, Haiti, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Ireland, <=50K
