66, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
43, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
27, Private, Assoc-acdm, Never-married, Farming-fishing, Husband, White, Male,0,0,40, Laos, <=50K
48, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Philippines, >50K
23, Local-gov, 11th, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,36, England, <=50K
22, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
39, Federal-gov, HS-grad, Widowed, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,30, Mexico, <=50K
48, Private, Assoc-acdm, Widowed, Other-service, Wife, Black, Male,0,0,40, Jamaica, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,36, Holand-Netherlands, <=50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
42, Private, Assoc-voc, Divorced, Exec-managerial, Husband, Other, Male,0,0,50, Cuba, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
51, Self-emp-inc, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Cuba, >50K
23, Private, 10th, Never-married, Sales, Own-child, Other, Female,0,0,35, Italy, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
37, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, South, >50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Taiwan, <=50K
36, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,45, Yugoslavia, >50K
53, Self-emp-inc, Masters, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,1902,48, Taiwan, >50K
55, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Philippines, <=50K
26, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,30, Haiti, >50K
20, Private, 11th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,15, Portugal, <=50K
20, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Italy, <=50K
30, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Male,0,0,45, Hungary, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, France, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1887,40, Germany, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,2195,0,50, Jamaica, >50K
32, Private, 11th, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,40, Ecuador, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, Cuba, <=50K
44, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Germany, >50K
49, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, South, >50K
24, Private, 11th, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,20, Canada, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,20, Dominican-Republic, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Holand-Netherlands, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Iran, >50K
25, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1900,40, Trinadad&Tobago, <=50K
54, Private, 9th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Thailand, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Hong, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Taiwan, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
55, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,50, Guatemala, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Female,4748,0,44, China, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, England, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Other, Female,0,0,44, South, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,16, South, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
24, Private, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,40, Puerto-Rico, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,15024,0,60, France, >50K
24, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Male,0,0,40, China, >50K
44, Federal-gov, 1st-4th, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,35, Italy, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, Other, Male,0,0,50, Taiwan, >50K
53, Private, Some-college, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Male,3368,0,34, Poland, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,24, Iran, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,20, Thailand, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,60, England, <=50K
47, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Haiti, >50K
29, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,50, Taiwan, >50K
48, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
44, Without-pay, Masters, Never-married, Prof-specialty, Husband, White, Male,15024,0,54, Haiti, <=50K
23, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
18, Private, Masters, Never-married, Sales, Own-child, Black, Male,0,0,30, Greece, <=50K
28, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,3504,0,40, Taiwan, >50K
49, Private, Some-college, Separated, Exec-managerial, Husband, Other, Male,0,0,60, Nicaragua, <=50K
33, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
18, Self-emp-inc, Some-college, Never-married, Priv-house-serv, Own-child, Black, Male,0,0,15, Scotland, <=50K
41, Private, Prof-school, Married-civ-spouse, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
37, Private, Assoc-acdm, Separated, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,0,0,40, Portugal, <=50K
50, Private, Bachelors, Divorced, Craft-repair, Husband, Other, Female,0,0,50, Nicaragua, <=50K
40, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
44, Private, Some-college, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,10, Jamaica, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,25, Taiwan, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, El-Salvador, >50K
26, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Holand-Netherlands, <=50K
20, Private, 10th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
23, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,30, Nicaragua, >50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, Ireland, <=50K
18, Private, Some-college, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, Hungary, <=50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Other, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Columbia, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Haiti, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Craft-repair, Husband, Other, Male,0,1977,60, Ireland, >50K
31, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Honduras, <=50K
22, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
28, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
60, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Italy, >50K
21, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Haiti, <=50K
44, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Haiti, >50K
74, Self-emp-not-inc, HS-grad, Widowed, Sales, Husband, Asian-Pac-Islander, Female,0,0,20, Dominican-Republic, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,30, Honduras, <=50K
40, Private, Bachelors, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
20, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,50, Japan, <=50K
69, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,24662,0,45, Outlying-US(Guam-USVI-etc), <=50K
68, State-gov, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,24, Taiwan, <=50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,1977,40, India, >50K
25, Private, 12th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, <=50K
40, Private, Assoc-voc, Never-married, Farming-fishing, Own-child, Black, Female,0,0,60, Holand-Netherlands, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Peru, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, Italy, >50K
37, Private, 7th-8th, Divorced, Tech-support, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,20, India, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,44, Ecuador, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,45, Portugal, >50K
40, Private, HS-grad, Separated, Transport-moving, Unmarried, Black, Male,0,0,45, India, <=50K
27, Private, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Iran, <=50K
36, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, South, <=50K
23, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,24, Outlying-US(Guam-USVI-etc), >50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
39, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Other-relative, Black, Female,0,0,50, Guatemala, >50K
43, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,45, El-Salvador, <=50K
49, Local-gov, 1st-4th, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
40, Private, Bachelors, Divorced, Protective-serv, Husband, Black, Male,0,0,50, Laos, >50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,40, Puerto-Rico, >50K
39, Private, Some-college, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Peru, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, <=50K
28, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Jamaica, >50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Peru, >50K
53, Federal-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, Taiwan, >50K
48, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
44, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Honduras, >50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,40, South, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,15, Yugoslavia, <=50K
74, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,15, Canada, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
38, Private, Some-college, Divorced, Tech-support, Husband, Other, Male,7176,0,40, Guatemala, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,0,60, Columbia, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, Haiti, <=50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,30, Yugoslavia, <=50K
46, Private, Bachelors, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,40, Mexico, <=50K
30, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,20, India, <=50K
42, Self-emp-not-inc, 9th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, >50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,4418,0,60, Cambodia, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,82, Laos, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,20, Haiti, <=50K
28, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, Jamaica, >50K
36, Private, Some-college, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Japan, <=50K
26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
29, Private, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,6704,0,50, India, <=50K
37, Private, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,69, Ecuador, >50K
31, State-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,20, South, >50K
47, Private, Some-college, Never-married, Protective-serv, Wife, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
30, Federal-gov, Some-college, Separated, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,5, Cambodia, <=50K
45, Private, Masters, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
48, State-gov, 1st-4th, Divorced, Craft-repair, Not-in-family, Other, Female,15024,0,40, Jamaica, >50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,45, Greece, >50K
71, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,15, Ireland, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,60, Mexico, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Iran, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, Peru, <=50K
26, Private, 11th, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Iran, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, China, <=50K
25, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Guatemala, <=50K
29, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, Scotland, >50K
61, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,30, South, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Hungary, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, Iran, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
39, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
19, Private, Assoc-voc, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,34, Hungary, <=50K
42, Private, 5th-6th, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, Other, Male,0,0,40, Holand-Netherlands, <=50K
29, Private, 5th-6th, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
29, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,45, Honduras, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Guatemala, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, Mexico, >50K
52, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, South, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
29, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,50, India, >50K
34, Private, Bachelors, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
