25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,11192,0,50, United-States, >50K
34, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,1887,40, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K
22, Private, 9th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,38, United-States, <=50K
58, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Federal-gov, 7th-8th, Divorced, Prof-specialty, Unmarried, White, Male,0,0,45, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Separated, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Assoc-voc, Widowed, Prof-specialty, Unmarried, White, Male,0,0,71, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,42, United-States, <=50K
27, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
30, Private, 10th, Never-married, Tech-support, Not-in-family, White, Female,0,0,49, United-States, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
29, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Italy, >50K
55, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,8, Yugoslavia, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,15, United-States, <=50K
61, Private, HS-grad, Married-spouse-absent, Other-service, Husband, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
41, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,43, United-States, <=50K
44, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,38, United-States, <=50K
48, Private, 7th-8th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,2014,44, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
37, Local-gov, 12th, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Thailand, <=50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,14199,0,40, United-States, >50K
71, Private, Bachelors, Divorced, Handlers-cleaners, Wife, White, Female,0,0,15, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,2184,0,43, United-States, >50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
48, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, 9th, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, >50K
44, Local-gov, 9th, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, Laos, <=50K
30, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,30, United-States, >50K
36, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,3016,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,70, Mexico, >50K
26, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, >50K
38, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,15, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,5013,0,45, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,60, United-States, >50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,10, United-States, <=50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,4571,0,79, United-States, >50K
33, Federal-gov, 7th-8th, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,5013,0,45, United-States, >50K
50, Private, Some-college, Never-married, Sales, Husband, Other, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Separated, Sales, Husband, White, Female,0,0,12, United-States, <=50K
34, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Without-pay, Prof-school, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,60, United-States, <=50K
57, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
72, Private, Preschool, Widowed, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
35, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,65, United-States, <=50K
23, Self-emp-inc, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,38, United-States, <=50K
28, Private, Prof-school, Never-married, Tech-support, Own-child, White, Male,0,0,45, United-States, <=50K
42, Private, Assoc-acdm, Separated, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,43, Mexico, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private, Assoc-voc, Divorced, Adm-clerical, Husband, White, Female,0,0,20, United-States, <=50K
64, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, United-States, <=50K
35, Private, Prof-school, Never-married, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
24, Local-gov, 12th, Never-married, Other-service, Unmarried, White, Male,0,0,53, United-States, <=50K
55, Self-emp-inc, HS-grad, Separated, Exec-managerial, Unmarried, Black, Male,0,0,25, United-States, >50K
61, State-gov, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
26, Local-gov, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,20, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,16, United-States, <=50K
30, Self-emp-inc, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,30, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
59, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
35, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
52, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
37, Private, Assoc-voc, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
56, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
33, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
63, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Female,0,0,33, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
23, Private, 11th, Never-married, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, <=50K
42, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,70, United-States, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,38, United-States, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, >50K
62, Private, 1st-4th, Divorced, Transport-moving, Wife, White, Male,0,0,35, United-States, >50K
43, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Male,0,0,35, United-States, >50K
33, Private, HS-grad, Separated, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
24, Private, 10th, Married-spouse-absent, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
73, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,1977,40, United-States, <=50K
24, Local-gov, 11th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,20, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,37, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,39, United-States, >50K
30, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,30, United-States, <=50K
43, Private, Some-college, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
41, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,50, United-States, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,42, United-States, >50K
60, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
26, Private, 11th, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,45, United-States, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,15024,0,65, India, >50K
43, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
46, Private, Masters, Widowed, Other-service, Not-in-family, Black, Male,0,0,10, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Self-emp-inc, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,65, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,38, Yugoslavia, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,20, China, <=50K
23, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,38, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
47, Local-gov, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Never-married, Tech-support, Wife, White, Male,0,0,32, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Iran, >50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
67, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
62, Local-gov, 1st-4th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
42, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
29, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, China, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, >50K
33, Self-emp-not-inc, 11th, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States, >50K
45, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,7298,0,54, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, >50K
64, Local-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,4639,0,40, South, >50K
27, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
56, Private, 9th, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
21, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, Bachelors, Separated, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,50, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,30, United-States, <=50K
27, Private, 5th-6th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,1902,40, United-States, <=50K
32, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,2433,0,45, United-States, <=50K
71, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,8, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
27, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1720,35, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,50, United-States, <=50K
43, Private, Assoc-acdm, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Separated, Adm-clerical, Own-child, White, Male,0,0,40, Mexico, <=50K
46, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
68, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
22, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
25, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
67, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,32, United-States, >50K
36, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,45, United-States, >50K
49, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,38, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,42, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
62, Self-emp-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1977,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
49, Local-gov, Doctorate, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,80, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,1902,40, United-States, >50K
36, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, <=50K
32, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
27, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,48, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Prof-school, Never-married, Adm-clerical, Wife, Black, Male,0,0,48, United-States, >50K
