47, Self-emp-inc, HS-grad, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,2009,50, United-States, >50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
25, Local-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,33, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, 1st-4th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
22, Local-gov, 11th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Local-gov, HS-grad, Separated, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
17, Private, 10th, Separated, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
31, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Female,0,0,39, United-States, <=50K
36, Self-emp-inc, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,29, United-States, <=50K
63, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,40, United-States, >50K
24, Private, 10th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
20, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,24, United-States, >50K
26, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,45, United-States, <=50K
38, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, Jamaica, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Yugoslavia, >50K
28, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
70, Federal-gov, Some-college, Widowed, Adm-clerical, Wife, White, Female,0,0,8, United-States, <=50K
69, Private, 7th-8th, Widowed, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
76, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,35, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
63, Local-gov, 12th, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, <=50K
61, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,15024,0,35, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Masters, Never-married, Tech-support, Own-child, White, Male,0,0,35, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
26, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,12, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,70, Mexico, <=50K
29, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,65, United-States, >50K
37, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
32, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Mexico, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,54, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,45, United-States, >50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Unmarried, Black, Female,0,0,20, Mexico, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, >50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
30, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,4884,0,60, United-States, >50K
35, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
41, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Peru, >50K
26, Local-gov, 12th, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Divorced, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,54, United-States, <=50K
42, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, >50K
24, Self-emp-not-inc, Prof-school, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
35, Without-pay, Some-college, Never-married, Sales, Husband, White, Male,0,0,80, United-States, <=50K
28, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,16, United-States, <=50K
40, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
61, Private, Masters, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
52, Private, Doctorate, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,54, United-States, <=50K
25, Private, Prof-school, Never-married, Transport-moving, Other-relative, White, Male,0,0,60, United-States, <=50K
90, Private, 7th-8th, Widowed, Other-service, Husband, White, Male,0,0,35, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,2264,0,40, United-States, <=50K
70, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,45, United-States, >50K
19, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,16, United-States, <=50K
30, State-gov, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
28, Private, 10th, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,30, United-States, <=50K
41, Local-gov, Masters, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
30, Self-emp-not-inc, Masters, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
21, Local-gov, 10th, Never-married, Exec-managerial, Other-relative, White, Male,0,0,35, United-States, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,10, United-States, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, State-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
31, Self-emp-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, <=50K
68, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
33, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
54, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, <=50K
17, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,37, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Other-relative, White, Male,0,1977,46, United-States, <=50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,80, United-States, >50K
50, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, 7th-8th, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,37, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,15, United-States, <=50K
65, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
58, Private, 7th-8th, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
58, Private, HS-grad, Widowed, Protective-serv, Unmarried, White, Male,0,0,30, United-States, >50K
24, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, 10th, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
22, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States, <=50K
66, Private, Some-college, Widowed, Sales, Husband, White, Male,0,0,30, United-States, <=50K
64, Federal-gov, 1st-4th, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
32, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,893,32, United-States, <=50K
67, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,35, United-States, >50K
22, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Transport-moving, Wife, White, Male,0,0,35, United-States, <=50K
41, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,58, United-States, >50K
64, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,35, Haiti, <=50K
42, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
50, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
64, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,50, United-States, <=50K
40, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,4412,0,40, United-States, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,1975,40, Yugoslavia, <=50K
65, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, China, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,2205,65, United-States, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
41, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Iran, >50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,7298,0,45, United-States, >50K
31, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,45, United-States, <=50K
41, Private, 5th-6th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
40, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Some-college, Separated, Sales, Wife, White, Female,0,0,12, United-States, <=50K
33, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, China, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
24, Private, 9th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
60, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,40, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
22, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Separated, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
20, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
30, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,1974,40, United-States, <=50K
53, State-gov, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-inc, Bachelors, Separated, Sales, Husband, White, Male,0,0,70, United-States, <=50K
72, Local-gov, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,15, Taiwan, <=50K
50, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, >50K
33, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
17, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
51, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,42, United-States, >50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,50, United-States, >50K
56, Private, 9th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
72, Private, Assoc-acdm, Widowed, Exec-managerial, Wife, Black, Male,0,0,35, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,5258,0,40, United-States, <=50K
35, Private, Preschool, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
44, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,30, United-States, <=50K
32, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Male,0,1977,45, Mexico, >50K
47, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,48, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
42, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, South, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,1791,40, United-States, <=50K
60, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,10050,0,40, United-States, >50K
19, Private, Some-college, Divorced, Tech-support, Own-child, White, Female,0,0,15, United-States, <=50K
53, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,21, United-States, <=50K
42, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Cuba, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
41, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,60, United-States, >50K
38, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
74, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,13609,0,45, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
61, Local-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,1902,40, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,35, United-States, >50K
22, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Female,0,0,20, United-States, <=50K
