44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,70, Ecuador, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,50, United-States, <=50K
22, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,35, Columbia, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, France, <=50K
59, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,48, El-Salvador, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,42, Haiti, >50K
30, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, Black, Female,0,0,15, Canada, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Canada, >50K
59, State-gov, Some-college, Widowed, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,35, Yugoslavia, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,2369,0,60, England, <=50K
26, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, Hong, <=50K
51, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Hong, <=50K
61, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, England, >50K
30, Private, Doctorate, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,45, Ecuador, <=50K
53, Self-emp-not-inc, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,50, Scotland, >50K
80, Local-gov, 7th-8th, Widowed, Adm-clerical, Not-in-family, Other, Male,0,0,10, Philippines, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,51, Philippines, >50K
41, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,60, Trinadad&Tobago, >50K
58, Federal-gov, 12th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,30, Germany, <=50K
27, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,1582,40, Ireland, <=50K
51, Local-gov, HS-grad, Widowed, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
27, Private, Bachelors, Separated, Other-service, Wife, Other, Male,0,0,40, Peru, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Iran, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, <=50K
24, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,15024,0,45, El-Salvador, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,54, Jamaica, >50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,40, Scotland, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ecuador, >50K
30, Self-emp-inc, 10th, Never-married, Tech-support, Not-in-family, White, Female,0,0,52, Outlying-US(Guam-USVI-etc), <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Peru, <=50K
46, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States, >50K
59, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, El-Salvador, <=50K
44, Private, HS-grad, Divorced, Sales, Own-child, Asian-Pac-Islander, Male,0,0,38, China, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,35, Yugoslavia, >50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,42, United-States, >50K
33, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, >50K
42, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
21, Private, Prof-school, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Hungary, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,20, Peru, <=50K
51, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,60, Jamaica, >50K
39, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Greece, <=50K
19, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,20, Guatemala, <=50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40, Mexico, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,25, Philippines, <=50K
24, Private, 11th, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,25, Cuba, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,2174,0,45, Peru, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, England, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
25, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Female,0,0,80, United-States, >50K
47, Local-gov, 9th, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, China, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, India, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,16, Mexico, <=50K
21, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,44, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Cuba, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,65, China, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,32610,0,54, Ireland, >50K
65, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,15, United-States, <=50K
30, Local-gov, HS-grad, Divorced, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3115,0,45, Hong, >50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,2543,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
32, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Male,0,0,40, France, <=50K
29, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
47, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,50, Guatemala, >50K
47, Local-gov, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,60, Columbia, <=50K
36, Federal-gov, 7th-8th, Divorced, Sales, Not-in-family, Other, Female,0,0,50, Peru, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Mexico, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,8, Greece, <=50K
47, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,3128,0,40, Hungary, >50K
22, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,48, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, State-gov, HS-grad, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,40, Hungary, <=50K
20, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, England, <=50K
18, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,25, Haiti, <=50K
40, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Other, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,30, Scotland, <=50K
38, Private, HS-grad, Separated, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,50, Taiwan, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
62, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,38, United-States, <=50K
19, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, South, <=50K
29, State-gov, HS-grad, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Jamaica, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Philippines, <=50K
33, Local-gov, 12th, Never-married, Other-service, Unmarried, White, Male,0,0,25, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,25, France, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, >50K
24, Private, 10th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
59, Local-gov, Masters, Divorced, Transport-moving, Unmarried, Black, Female,4238,0,40, Puerto-Rico, >50K
34, Private, HS-grad, Divorced, Other-service, Wife, Black, Female,0,0,40, Nicaragua, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, Jamaica, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, South, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cuba, >50K
27, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, Hungary, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,18, Nicaragua, >50K
45, Local-gov, 11th, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,80, Ireland, <=50K
24, Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,35, Philippines, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, South, <=50K
38, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
58, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,19, Peru, <=50K
42, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Husband, Other, Male,0,0,40, Hungary, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Hungary, >50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, Iran, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Poland, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,38, Japan, <=50K
62, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, Dominican-Republic, >50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Vietnam, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Iran, >50K
39, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Thailand, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Nicaragua, >50K
43, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,70, Taiwan, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,4264,0,45, Japan, >50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, El-Salvador, <=50K
32, Private, HS-grad, Separated, Protective-serv, Unmarried, White, Male,0,0,38, United-States, <=50K
42, Private, HS-grad, Separated, Transport-moving, Unmarried, Other, Male,0,0,38, Japan, <=50K
34, Local-gov, 10th, Divorced, Other-service, Own-child, Black, Male,0,0,40, Laos, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,2009,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Taiwan, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
45, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Hong, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, <=50K
27, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,1887,40, Japan, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Portugal, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, England, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, >50K
43, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
52, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
31, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,1590,40, Iran, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, United-States, <=50K
21, State-gov, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,30, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
53, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,60, Iran, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
66, Private, Some-college, Divorced, Sales, Husband, White, Male,2831,0,20, Hong, <=50K
28, Private, Masters, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Cuba, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,32, Hungary, <=50K
36, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Vietnam, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Scotland, >50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,0,0,41, Japan, <=50K
25, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Yugoslavia, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, >50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Portugal, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Hungary, <=50K
62, Local-gov, Some-college, Divorced, Sales, Husband, White, Male,5972,0,40, Outlying-US(Guam-USVI-etc), >50K
35, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,20, Poland, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Canada, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,25, United-States, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,30, Laos, <=50K
27, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, El-Salvador, <=50K
35, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
56, Federal-gov, Masters, Separated, Other-service, Unmarried, Black, Male,0,0,35, Cambodia, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, South, <=50K
22, State-gov, 11th, Never-married, Exec-managerial, Own-child, White, Female,0,0,16, Peru, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, Haiti, <=50K
28, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Male,4071,0,50, Nicaragua, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, Puerto-Rico, >50K
55, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, >50K
40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, Thailand, <=50K
39, Private, 11th, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,24, Mexico, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, Columbia, <=50K
26, Private, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Honduras, <=50K
32, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,60, United-States, <=50K
23, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,50, Jamaica, <=50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,20, Mexico, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
23, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hong, <=50K
38, Self-emp-inc, Bachelors, Separated, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Jamaica, >50K
27, Private, 1st-4th, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Cuba, <=50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Iran, <=50K
21, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,25, India, <=50K
30, Private, Some-college, Divorced, Prof-specialty, Other-relative, Black, Female,0,0,40, Iran, <=50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, Honduras, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,48, Portugal, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
57, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, >50K
62, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,52, Japan, <=50K
33, Private, Bachelors, Married-spouse-absent, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
61, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Hungary, >50K
38, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,65, Mexico, <=50K
20, Private, Doctorate, Never-married, Adm-clerical, Own-child, Black, Male,0,0,24, China, <=50K
44, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
49, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
60, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cuba, <=50K
41, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
30, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,65, Trinadad&Tobago, <=50K
