42, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,1977,60, United-States, >50K
58, Without-pay, Prof-school, Married-spouse-absent, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
21, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,30, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
25, Private, Masters, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,54, United-States, <=50K
26, Self-emp-not-inc, Masters, Never-married, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
26, Private, Masters, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
75, Private, 5th-6th, Never-married, Other-service, Husband, White, Male,0,0,10, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Puerto-Rico, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, >50K
41, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,5178,0,52, United-States, >50K
77, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Assoc-acdm, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Unmarried, Black, Female,0,0,23, United-States, <=50K
39, State-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
29, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
22, Private, Some-college, Married-spouse-absent, Tech-support, Own-child, White, Male,0,0,35, United-States, >50K
58, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,7687,0,40, United-States, >50K
36, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
35, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
25, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
26, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
21, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3117,0,69, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,99, United-States, >50K
68, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
60, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,2, United-States, <=50K
28, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,70, United-States, <=50K
17, Private, 11th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,50, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
39, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
51, Private, 9th, Divorced, Tech-support, Wife, White, Female,0,0,38, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Masters, Never-married, Adm-clerical, Unmarried, Black, Female,0,1627,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
62, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,1613,40, United-States, <=50K
40, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,7298,0,40, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3325,0,40, United-States, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
29, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,25, United-States, <=50K
26, Local-gov, 1st-4th, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
54, Self-emp-not-inc, Bachelors, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,25, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
23, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,7131,0,60, United-States, >50K
57, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,50, United-States, >50K
47, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,42, Italy, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, Mexico, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
39, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,17, United-States, <=50K
30, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,46, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
37, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, 12th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,15, United-States, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, Canada, <=50K
20, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,65, United-States, <=50K
22, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,42, United-States, <=50K
31, State-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,38, United-States, <=50K
35, Private, Some-college, Never-married, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
42, Federal-gov, Masters, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,40, China, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
38, State-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7687,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Self-emp-inc, Masters, Never-married, Farming-fishing, Not-in-family, White, Male,0,1902,99, United-States, >50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,20, Mexico, <=50K
24, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,45, United-States, <=50K
42, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
54, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
76, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,2407,0,45, United-States, >50K
26, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,60, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, >50K
50, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
49, State-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
51, Private, Assoc-acdm, Separated, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
26, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Separated, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
22, Private, 9th, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,4972,0,22, Mexico, <=50K
27, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,6675,0,60, United-States, >50K
48, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,2251,40, United-States, >50K
44, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male,0,0,30, United-States, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
48, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,55, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Dominican-Republic, >50K
30, Local-gov, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,47, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
32, Federal-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
67, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,5, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,38, United-States, >50K
18, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,54, United-States, <=50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
