21, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,24, Dominican-Republic, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, El-Salvador, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Dominican-Republic, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Germany, >50K
33, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,35, Canada, <=50K
36, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,37, Taiwan, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,35, El-Salvador, <=50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,3449,0,50, Guatemala, <=50K
44, State-gov, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,30, Dominican-Republic, <=50K
52, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,24, Nicaragua, <=50K
17, Private, 10th, Never-married, Farming-fishing, Own-child, Other, Male,0,0,15, Japan, <=50K
44, Private, Bachelors, Never-married, Other-service, Unmarried, Other, Female,0,0,30, Jamaica, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, France, >50K
56, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
57, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Philippines, <=50K
31, Federal-gov, 9th, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, England, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,45, Honduras, <=50K
29, Local-gov, HS-grad, Separated, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
42, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Unmarried, Other, Male,0,0,65, Jamaica, <=50K
66, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,10, Honduras, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,32, Yugoslavia, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Cuba, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, Ecuador, <=50K
45, Self-emp-inc, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Hungary, <=50K
65, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,3137,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
63, Self-emp-not-inc, 10th, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Italy, >50K
29, Private, Doctorate, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,99999,0,60, Jamaica, >50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,7, South, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,35, Taiwan, <=50K
22, Private, 10th, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,48, Ecuador, <=50K
43, Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Canada, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, South, >50K
67, Self-emp-inc, Prof-school, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,16786,0,1, Greece, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, Philippines, <=50K
54, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
35, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Portugal, <=50K
43, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,54, Italy, >50K
52, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2415,40, India, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, France, <=50K
34, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,80, Germany, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Iran, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Jamaica, >50K
25, Private, 11th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,36, Jamaica, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Wife, Other, Female,0,0,30, Ecuador, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
25, Private, HS-grad, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
35, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Germany, <=50K
40, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,20, South, >50K
59, Local-gov, 7th-8th, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Canada, <=50K
33, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Holand-Netherlands, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Iran, >50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Trinadad&Tobago, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Columbia, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,3116,0,40, China, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Honduras, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, Taiwan, <=50K
28, Private, HS-grad, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,0,0,50, Guatemala, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Thailand, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,35, China, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,15, England, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,60, South, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,50, South, <=50K
34, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, Taiwan, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, Puerto-Rico, >50K
76, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,10, Germany, <=50K
29, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, China, >50K
41, Federal-gov, 7th-8th, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Italy, <=50K
19, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,15, Taiwan, <=50K
59, Private, Some-college, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
23, Self-emp-inc, Masters, Never-married, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Male,0,0,72, Iran, <=50K
37, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,70, Thailand, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, England, <=50K
42, State-gov, Prof-school, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,1978,45, Haiti, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,92, Thailand, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
49, Without-pay, Prof-school, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,50, Haiti, <=50K
38, Private, Bachelors, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, El-Salvador, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,20, Greece, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Portugal, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,54, Taiwan, >50K
29, Private, Some-college, Separated, Exec-managerial, Own-child, Other, Male,0,0,37, Nicaragua, <=50K
41, Private, HS-grad, Separated, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
43, Self-emp-not-inc, Masters, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Puerto-Rico, <=50K
39, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
43, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, >50K
50, Private, HS-grad, Separated, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, China, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Portugal, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,30, Nicaragua, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
29, Private, Prof-school, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Jamaica, <=50K
45, Local-gov, 9th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Taiwan, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3454,0,99, England, >50K
51, State-gov, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Holand-Netherlands, <=50K
28, Private, 10th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
22, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,20, Nicaragua, <=50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,1485,50, Ireland, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,1571,40, Hungary, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,2965,0,50, Columbia, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Haiti, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, >50K
64, Federal-gov, 1st-4th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Honduras, <=50K
22, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,16, Cuba, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Italy, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Female,0,0,35, Haiti, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,45, Haiti, <=50K
54, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
30, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,1853,50, Trinadad&Tobago, <=50K
26, Private, HS-grad, Never-married, Sales, Other-relative, Black, Female,0,0,40, Japan, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,1876,40, Thailand, >50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
52, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, India, >50K
54, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
79, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,15, Vietnam, <=50K
19, Private, 5th-6th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Holand-Netherlands, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
35, State-gov, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,45, Italy, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,60, Peru, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, Vietnam, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,8501,0,40, Ecuador, >50K
30, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,54, Portugal, >50K
58, Private, HS-grad, Separated, Transport-moving, Not-in-family, Other, Male,0,1669,50, India, <=50K
42, Local-gov, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,7298,0,50, Iran, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, South, >50K
28, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,30, Mexico, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Guatemala, >50K
47, Private, Some-college, Married-spouse-absent, Sales, Husband, White, Male,0,0,45, El-Salvador, <=50K
37, Local-gov, 5th-6th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Laos, >50K
47, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,40, Puerto-Rico, >50K
38, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Peru, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Taiwan, <=50K
36, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
53, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
37, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Taiwan, >50K
65, Private, 12th, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,10, India, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Other, Male,0,0,40, South, <=50K
55, State-gov, Doctorate, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,45, Yugoslavia, <=50K
53, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Canada, <=50K
39, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,20, Holand-Netherlands, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,36, Trinadad&Tobago, <=50K
31, Private, Some-college, Divorced, Sales, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,2461,0,40, Columbia, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Haiti, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,15, Yugoslavia, <=50K
34, Private, Bachelors, Separated, Adm-clerical, Unmarried, Black, Male,0,0,40, Mexico, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, India, <=50K
48, Self-emp-not-inc, 9th, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Yugoslavia, <=50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,24, Italy, <=50K
29, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, >50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Laos, <=50K
31, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,99, Haiti, <=50K
23, Local-gov, Some-college, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, Jamaica, <=50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Male,5178,0,40, Japan, >50K
34, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, Canada, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, Scotland, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, India, <=50K
43, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Ecuador, >50K
35, State-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,46, South, <=50K
61, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
35, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,3137,0,40, Cambodia, >50K
57, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,50, Peru, >50K
28, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,24, Jamaica, >50K
32, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Greece, <=50K
45, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,54, Ireland, <=50K
39, Private, Bachelors, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Mexico, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,50, Peru, <=50K
44, Private, 12th, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,35, Iran, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,20, China, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Guatemala, <=50K
41, Private, Assoc-acdm, Separated, Craft-repair, Unmarried, Black, Male,0,0,40, Scotland, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, South, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, Hungary, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Iran, >50K
21, Private, 12th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Hong, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Guatemala, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,3103,0,45, Hungary, >50K
57, Local-gov, 11th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,6, Columbia, <=50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,50, Holand-Netherlands, >50K
41, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Holand-Netherlands, <=50K
18, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, Honduras, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, Guatemala, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Mexico, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,2688,0,40, Taiwan, >50K
29, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,36, Puerto-Rico, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Hungary, <=50K
63, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
