28, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Hong, <=50K
49, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Ireland, <=50K
25, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
44, Local-gov, 10th, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
28, Self-emp-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Thailand, <=50K
41, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,39, Japan, <=50K
25, Local-gov, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
62, Private, Bachelors, Divorced, Sales, Husband, White, Male,4772,0,40, United-States, >50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,5178,0,40, Jamaica, >50K
41, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1902,50, United-States, >50K
47, Federal-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
31, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,45, United-States, <=50K
33, Private, Some-college, Never-married, Protective-serv, Husband, White, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
69, State-gov, Doctorate, Divorced, Transport-moving, Husband, White, Male,0,0,40, Vietnam, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
24, Private, HS-grad, Divorced, Exec-managerial, Husband, Black, Male,0,0,38, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
53, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, France, <=50K
32, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
39, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, Black, Male,0,0,38, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
26, Self-emp-inc, 12th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
26, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Cambodia, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,52, United-States, <=50K
51, Local-gov, Some-college, Divorced, Sales, Husband, White, Male,0,0,60, United-States, >50K
24, Private, Some-college, Never-married, Tech-support, Unmarried, Black, Male,0,0,48, United-States, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,7298,0,45, Columbia, >50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,50, United-States, <=50K
34, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,72, United-States, <=50K
42, Private, 12th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,43, Italy, >50K
38, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Sales, Wife, Black, Male,0,1902,40, United-States, >50K
31, Federal-gov, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Cambodia, <=50K
34, Private, Masters, Married-AF-spouse, Adm-clerical, Unmarried, White, Male,0,0,45, United-States, >50K
30, Self-emp-not-inc, 11th, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,40, Taiwan, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,60, United-States, >50K
50, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,48, United-States, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
20, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,15, El-Salvador, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,1902,40, Portugal, <=50K
51, Private, Assoc-acdm, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,48, United-States, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,2453,0,35, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,1364,0,40, United-States, <=50K
42, State-gov, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,25, United-States, <=50K
44, Local-gov, 1st-4th, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Germany, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,54, United-States, >50K
39, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
28, Private, Some-college, Divorced, Sales, Husband, White, Female,0,0,65, United-States, <=50K
25, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,50, Trinadad&Tobago, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, >50K
40, Self-emp-inc, HS-grad, Divorced, Handlers-cleaners, Husband, White, Female,0,0,35, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,50, United-States, >50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
35, Private, Bachelors, Separated, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,25, United-States, <=50K
34, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
20, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
35, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Germany, <=50K
25, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,1943,40, United-States, >50K
48, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,70, Mexico, >50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
49, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Jamaica, <=50K
57, Private, Some-college, Divorced, Craft-repair, Husband, White, Female,0,0,50, Canada, >50K
44, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,45, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
35, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
40, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,60, United-States, >50K
37, Private, Prof-school, Divorced, Other-service, Not-in-family, White, Female,0,1902,40, Honduras, >50K
50, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
