37, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,60, Greece, >50K
29, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Poland, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,10, Trinadad&Tobago, <=50K
23, Local-gov, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Ireland, <=50K
32, Local-gov, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, >50K
45, Self-emp-not-inc, Assoc-acdm, Widowed, Other-service, Unmarried, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, Black, Male,0,0,45, India, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Dominican-Republic, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, El-Salvador, >50K
22, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Female,0,0,40, Jamaica, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,45, Scotland, >50K
31, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,4386,0,40, Ecuador, >50K
50, Self-emp-not-inc, 10th, Never-married, Sales, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,7687,0,40, Peru, >50K
51, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
23, Self-emp-inc, Some-college, Never-married, Farming-fishing, Own-child, Black, Female,0,0,30, United-States, <=50K
29, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, El-Salvador, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,2334,0,15, Canada, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,55, Yugoslavia, >50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Haiti, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,16, Thailand, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,55, Hong, >50K
54, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Federal-gov, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
54, Private, 7th-8th, Widowed, Adm-clerical, Husband, White, Male,0,0,50, Jamaica, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Greece, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,6651,0,60, Guatemala, >50K
25, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,24, Laos, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Peru, >50K
58, Local-gov, 12th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,43, Cuba, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7687,0,45, Outlying-US(Guam-USVI-etc), >50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,43, El-Salvador, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7218,0,60, Ecuador, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Guatemala, <=50K
52, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, China, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,8, India, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,1971,38, Laos, >50K
27, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
53, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, HS-grad, Divorced, Tech-support, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,4386,0,40, China, >50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Ireland, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,38, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
39, State-gov, Masters, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Honduras, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
52, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,55, France, >50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,1886,38, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,56, United-States, >50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,45, Guatemala, <=50K
33, Local-gov, Assoc-voc, Divorced, Machine-op-inspct, Own-child, Black, Male,2544,0,40, Columbia, <=50K
27, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, Nicaragua, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,16, Japan, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Tech-support, Husband, Other, Male,4092,0,40, Germany, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Hong, <=50K
44, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
31, State-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Male,3107,0,45, Hong, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,7687,0,40, England, >50K
20, Private, HS-grad, Never-married, Sales, Other-relative, Other, Male,0,0,40, Haiti, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,15, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Widowed, Exec-managerial, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Trinadad&Tobago, >50K
33, Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, South, <=50K
23, Private, 12th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,1687,60, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,50, China, <=50K
45, Self-emp-not-inc, HS-grad, Married-spouse-absent, Machine-op-inspct, Not-in-family, Other, Male,0,0,50, United-States, <=50K
53, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, Puerto-Rico, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, Jamaica, >50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,20, Peru, <=50K
21, Local-gov, 11th, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
24, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, India, <=50K
62, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,10, Guatemala, <=50K
31, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Scotland, >50K
45, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Mexico, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Jamaica, <=50K
30, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, South, <=50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Cuba, <=50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Hong, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
66, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2403,78, Mexico, >50K
35, Local-gov, 11th, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Iran, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,60, Scotland, >50K
27, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Cuba, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Nicaragua, >50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Hungary, >50K
31, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, Hungary, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,7298,0,45, Ecuador, >50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Iran, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Nicaragua, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,10525,0,45, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Philippines, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,1977,50, South, <=50K
66, State-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
47, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Jamaica, <=50K
38, Private, 9th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
60, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,7658,0,40, Vietnam, >50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Female,4408,0,98, India, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Taiwan, >50K
54, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, South, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,3417,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1575,45, El-Salvador, >50K
38, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Never-married, Tech-support, Wife, Other, Male,0,0,40, Japan, <=50K
24, Private, 10th, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, Japan, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Taiwan, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Portugal, >50K
76, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Not-in-family, Other, Female,0,0,15, Honduras, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, France, <=50K
27, Local-gov, 5th-6th, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
27, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Other, Male,0,0,50, Poland, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,4064,0,15, United-States, >50K
31, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,15, Taiwan, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
65, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
47, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, England, <=50K
53, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,7323,0,70, South, >50K
45, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, >50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, Japan, <=50K
65, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,7687,0,40, Iran, >50K
21, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Other, Male,0,0,60, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Yugoslavia, >50K
31, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,50, Hong, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Cuba, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,14121,0,54, Hungary, >50K
40, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,30, Vietnam, <=50K
41, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,72, Puerto-Rico, <=50K
38, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Other-relative, Other, Female,0,0,35, Japan, <=50K
46, Self-emp-not-inc, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Male,7298,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, India, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Yugoslavia, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
42, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
31, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,1886,40, Poland, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Hungary, <=50K
43, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,70, Peru, <=50K
19, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,4386,0,38, Canada, >50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,50, Japan, <=50K
25, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, El-Salvador, >50K
24, State-gov, Some-college, Never-married, Machine-op-inspct, Other-relative, Other, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,45, Vietnam, <=50K
58, Federal-gov, Masters, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, Cambodia, <=50K
32, Private, Prof-school, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,50, South, >50K
65, State-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,9, Peru, >50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, Haiti, >50K
35, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Male,0,0,40, Mexico, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,55, Puerto-Rico, <=50K
30, Local-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Laos, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, Taiwan, <=50K
69, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,2106,12, Laos, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, Columbia, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Honduras, >50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
20, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Jamaica, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,25, Laos, <=50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,38, Ireland, <=50K
20, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, Hong, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, <=50K
37, Private, 12th, Divorced, Machine-op-inspct, Own-child, Black, Male,0,0,16, Cuba, <=50K
42, Private, HS-grad, Divorced, Tech-support, Unmarried, Other, Male,0,0,40, India, <=50K
21, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,50, India, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,60, Iran, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Honduras, >50K
46, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,54, Portugal, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Jamaica, >50K
34, Private, Bachelors, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
44, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Vietnam, <=50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,99999,0,70, Hungary, >50K
39, Self-emp-inc, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,99, Mexico, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, China, <=50K
61, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Thailand, >50K
37, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, Cuba, >50K
