22, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
58, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Federal-gov, 9th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
49, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,0,70, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,35, Vietnam, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
46, Self-emp-inc, Assoc-voc, Separated, Other-service, Unmarried, White, Female,0,0,48, United-States, <=50K
65, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,3137,0,40, United-States, <=50K
23, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, >50K
65, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,24413,0,60, United-States, >50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,9, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, <=50K
23, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,35, Italy, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
67, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,2, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
55, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
43, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,54, United-States, >50K
53, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2415,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,82, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, 12th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, South, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Wife, White, Female,0,0,30, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
41, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
60, Local-gov, 9th, Separated, Tech-support, Unmarried, Black, Female,0,0,36, Japan, <=50K
34, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,50, United-States, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
56, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,3103,0,40, United-States, >50K
25, Private, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
19, Private, Masters, Never-married, Exec-managerial, Own-child, White, Male,0,0,38, United-States, <=50K
29, Private, HS-grad, Divorced, Sales, Unmarried, Other, Female,0,0,50, United-States, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Female,0,0,36, Mexico, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,46, United-States, >50K
78, Private, HS-grad, Widowed, Tech-support, Not-in-family, White, Female,0,0,10, United-States, <=50K
29, Local-gov, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, >50K
42, Federal-gov, 9th, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,16, United-States, <=50K
60, Private, Some-college, Widowed, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Male,0,0,80, United-States, <=50K
38, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,70, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, State-gov, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Male,0,2010,48, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,98, United-States, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Without-pay, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Private, Bachelors, Divorced, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
23, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,21, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Some-college, Separated, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, Self-emp-not-inc, Masters, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Widowed, Sales, Unmarried, Black, Male,0,0,35, Mexico, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
54, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
30, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
46, Local-gov, 9th, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,2803,0,99, United-States, >50K
53, State-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,22, United-States, >50K
50, Private, HS-grad, Divorced, Prof-specialty, Wife, White, Female,0,1665,50, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1654,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,2429,0,50, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
65, Federal-gov, 1st-4th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,20, South, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,37, United-States, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
55, Private, HS-grad, Widowed, Protective-serv, Not-in-family, Black, Female,0,0,38, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,1886,50, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1876,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,47, United-States, >50K
54, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
55, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
78, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, <=50K
19, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,46, United-States, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Not-in-family, White, Male,7687,0,60, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,32, United-States, <=50K
41, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,8614,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
58, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,1753,50, United-States, <=50K
42, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,5768,0,54, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,32, United-States, <=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
37, Local-gov, 7th-8th, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
49, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
39, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
37, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
67, Private, 5th-6th, Widowed, Adm-clerical, Unmarried, White, Male,0,0,12, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
56, State-gov, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, Mexico, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,254,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
35, Private, Bachelors, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Assoc-acdm, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Wife, Black, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Yugoslavia, <=50K
19, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, China, >50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, >50K
23, Local-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Male,4883,0,40, United-States, >50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, Japan, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,45, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
35, State-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
37, Federal-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,2202,0,45, Columbia, >50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
29, State-gov, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
32, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Divorced, Prof-specialty, Wife, White, Female,0,0,60, United-States, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,37, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,25, Mexico, <=50K
22, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Assoc-acdm, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
22, Private, 9th, Never-married, Handlers-cleaners, Other-relative, Black, Female,0,0,20, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,3103,0,48, United-States, >50K
58, Local-gov, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,9, Taiwan, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
42, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,46, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,11, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2495,0,40, United-States, >50K
30, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
26, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,20, Mexico, <=50K
25, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,37, United-States, <=50K
54, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,47, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,1611,30, United-States, <=50K
32, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
65, Private, HS-grad, Widowed, Sales, Wife, White, Female,0,0,6, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
50, Self-emp-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
39, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2542,45, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,37, United-States, <=50K
56, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,1751,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,2975,0,40, United-States, >50K
65, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
