21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,40, United-States, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
31, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
69, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, 9th, Widowed, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, >50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, >50K
34, Private, 9th, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,60, United-States, >50K
52, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,1977,40, United-States, >50K
24, Private, Masters, Never-married, Craft-repair, Own-child, Black, Female,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
41, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,48, United-States, >50K
46, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
52, Local-gov, 10th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, <=50K
33, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
46, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
27, Local-gov, 11th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
56, Private, Bachelors, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
46, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,5013,0,40, United-States, >50K
30, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,80, United-States, >50K
24, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
32, Self-emp-inc, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Hong, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,20, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States, <=50K
34, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Widowed, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
41, Private, Masters, Separated, Farming-fishing, Husband, White, Male,0,1977,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
65, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,81635,0,54, Yugoslavia, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Canada, >50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
66, Local-gov, Some-college, Divorced, Sales, Husband, White, Male,0,0,15, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,54, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,14255,0,40, Italy, >50K
50, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Wife, White, Female,0,0,30, United-States, <=50K
55, Local-gov, 11th, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0,0,20, United-States, <=50K
34, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,52, China, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, United-States, <=50K
68, State-gov, 10th, Divorced, Craft-repair, Unmarried, White, Female,0,0,10, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
56, Private, 9th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,54, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, 1st-4th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,45, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Philippines, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
23, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
44, State-gov, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
51, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, Trinadad&Tobago, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,7687,0,54, United-States, >50K
44, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1902,40, United-States, <=50K
28, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,44, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
50, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
42, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
58, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1977,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Mexico, >50K
40, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Philippines, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,39, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,7687,0,40, United-States, >50K
34, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
42, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,1977,48, United-States, >50K
27, Federal-gov, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Private, HS-grad, Widowed, Protective-serv, Husband, White, Male,2992,0,40, United-States, >50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
